#                                                          
# SPHERE/IRDIS NB N_CntK2 filter transmission              
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   N_CntK2                                     
#                                                          
      1171.0   0.000008251
      1172.0   0.000004423
      1173.0   0.000005343
      1174.0   0.000012005
      1175.0   0.000016360
      1176.0   0.000013043
      1177.0   0.000012568
      1178.0   0.000009687
      1179.0   0.000011133
      1180.0   0.000009515
      1181.0   0.000010657
      1182.0   0.000014104
      1183.0   0.000020731
      1184.0   0.000015743
      1185.0   0.000016340
      1186.0   0.000009319
      1187.0   0.000012684
      1188.0   0.000005352
      1189.0   0.000003739
      1190.0   0.000013557
      1191.0   0.000007463
      1192.0   0.000012546
      1193.0   0.000006000
      1194.0   0.000016593
      1195.0   0.000013439
      1196.0   0.000012967
      1197.0   0.000021482
      1198.0   0.000012844
      1199.0   0.000011033
      1200.0   0.000004629
      1201.0   0.000007665
      1202.0   0.000003858
      1203.0   0.000014037
      1204.0   0.000015095
      1205.0   0.000010338
      1206.0   0.000013119
      1207.0   0.000015459
      1208.0   0.000007902
      1209.0   0.000013929
      1210.0   0.000009697
      1211.0   0.000007732
      1212.0   0.000006135
      1213.0   0.000010647
      1214.0   0.000012378
      1215.0   0.000000000
      1216.0   0.000000977
      1217.0   0.000005128
      1218.0   0.000000651
      1219.0   0.000003772
      1220.0   0.000004670
      1221.0   0.000016398
      1222.0   0.000010066
      1223.0   0.000007201
      1224.0   0.000002691
      1225.0   0.000014886
      1226.0   0.000006206
      1227.0   0.000012489
      1228.0   0.000007759
      1229.0   0.000015200
      1230.0   0.000011322
      1231.0   0.000014622
      1232.0   0.000012436
      1233.0   0.000020499
      1234.0   0.000013844
      1235.0   0.000016186
      1236.0   0.000018998
      1237.0   0.000017743
      1238.0   0.000019434
      1239.0   0.000025111
      1240.0   0.000020303
      1241.0   0.000022124
      1242.0   0.000022696
      1243.0   0.000019961
      1244.0   0.000012528
      1245.0   0.000007175
      1246.0   0.000015767
      1247.0   0.000008833
      1248.0   0.000018861
      1249.0   0.000021916
      1250.0   0.000018909
      1251.0   0.000016175
      1252.0   0.000011499
      1253.0   0.000017879
      1254.0   0.000009899
      1255.0   0.000008812
      1256.0   0.000010241
      1257.0   0.000009426
      1258.0   0.000011277
      1259.0   0.000007982
      1260.0   0.000005490
      1261.0   0.000005967
      1262.0   0.000008675
      1263.0   0.000005335
      1264.0   0.000011392
      1265.0   0.000006333
      1266.0   0.000001304
      1267.0   0.000007627
      1268.0   0.000004213
      1269.0   0.000001232
      1270.0   0.000003893
      1271.0   0.000003138
      1272.0   0.000002358
      1273.0   0.000003294
      1274.0   0.000000536
      1275.0   0.000003512
      1276.0   0.000003901
      1277.0   0.000002346
      1278.0   0.000006418
      1279.0   0.000003599
      1280.0   0.000005022
      1281.0   0.000001476
      1282.0   0.000008196
      1283.0   0.000011801
      1284.0   0.000013151
      1285.0   0.000013185
      1286.0   0.000008104
      1287.0   0.000008510
      1288.0   0.000005662
      1289.0   0.000013623
      1290.0   0.000015105
      1291.0   0.000017204
      1292.0   0.000019464
      1293.0   0.000020203
      1294.0   0.000016368
      1295.0   0.000014685
      1296.0   0.000015349
      1297.0   0.000005961
      1298.0   0.000017717
      1299.0   0.000014668
      1300.0   0.000007006
      1301.0   0.000014977
      1302.0   0.000013526
      1303.0   0.000009471
      1304.0   0.000018146
      1305.0   0.000008057
      1306.0   0.000010716
      1307.0   0.000011416
      1308.0   0.000005361
      1309.0   0.000010851
      1310.0   0.000000576
      1311.0   0.000005312
      1312.0   0.000012134
      1313.0   0.000001743
      1314.0   0.000006807
      1315.0   0.000006624
      1316.0   0.000002495
      1317.0   0.000010384
      1318.0   0.000011386
      1319.0   0.000001143
      1320.0   0.000006000
      1321.0   0.000000000
      1322.0   0.000000996
      1323.0   0.000005230
      1324.0   0.000000000
      1325.0   0.000001618
      1326.0   0.000009543
      1327.0   0.000005650
      1328.0   0.000001169
      1329.0   0.000004312
      1330.0   0.000010965
      1331.0   0.000005490
      1332.0   0.000011972
      1333.0   0.000012323
      1334.0   0.000009490
      1335.0   0.000014793
      1336.0   0.000012325
      1337.0   0.000013537
      1338.0   0.000018817
      1339.0   0.000025656
      1340.0   0.000017678
      1341.0   0.000022170
      1342.0   0.000021286
      1343.0   0.000014755
      1344.0   0.000018932
      1345.0   0.000014730
      1346.0   0.000009601
      1347.0   0.000006243
      1348.0   0.000001348
      1349.0   0.000002550
      1350.0   0.000003592
      1351.0   0.000000000
      1352.0   0.000000000
      1353.0   0.000000690
      1354.0   0.000004981
      1355.0   0.000007836
      1356.0   0.000004057
      1357.0   0.000002255
      1358.0   0.000001350
      1359.0   0.000000000
      1360.0   0.000000000
      1361.0   0.000001536
      1362.0   0.000008579
      1363.0   0.000002881
      1364.0   0.000000849
      1365.0   0.000001168
      1366.0   0.000006131
      1367.0   0.000000000
      1368.0   0.000000873
      1369.0   0.000004582
      1370.0   0.000000126
      1371.0   0.000000812
      1372.0   0.000001246
      1373.0   0.000002439
      1374.0   0.000000000
      1375.0   0.000000000
      1376.0   0.000000845
      1377.0   0.000004436
      1378.0   0.000000000
      1379.0   0.000000801
      1380.0   0.000004205
      1381.0   0.000000000
      1382.0   0.000000813
      1383.0   0.000004639
      1384.0   0.000003560
      1385.0   0.000009108
      1386.0   0.000004118
      1387.0   0.000002122
      1388.0   0.000000619
      1389.0   0.000000725
      1390.0   0.000004337
      1391.0   0.000003951
      1392.0   0.000006281
      1393.0   0.000000981
      1394.0   0.000000306
      1395.0   0.000000380
      1396.0   0.000001992
      1397.0   0.000000183
      1398.0   0.000000958
      1399.0   0.000000000
      1400.0   0.000000307
      1401.0   0.000001612
      1402.0   0.000000004
      1403.0   0.000000026
      1404.0   0.000000027
      1405.0   0.000000000
      1406.0   0.000000000
      1407.0   0.000000000
      1408.0   0.000000000
      1409.0   0.000000698
      1410.0   0.000004929
      1411.0   0.000006741
      1412.0   0.000001693
      1413.0   0.000006532
      1414.0   0.000001059
      1415.0   0.000000443
      1416.0   0.000000142
      1417.0   0.000001335
      1418.0   0.000003109
      1419.0   0.000000000
      1420.0   0.000000000
      1421.0   0.000000000
      1422.0   0.000000000
      1423.0   0.000000000
      1424.0   0.000000000
      1425.0   0.000000000
      1426.0   0.000000689
      1427.0   0.000003614
      1428.0   0.000000000
      1429.0   0.000000575
      1430.0   0.000003906
      1431.0   0.000006288
      1432.0   0.000008500
      1433.0   0.000000135
      1434.0   0.000002022
      1435.0   0.000008039
      1436.0   0.000005981
      1437.0   0.000000000
      1438.0   0.000000000
      1439.0   0.000000000
      1440.0   0.000000000
      1441.0   0.000000000
      1442.0   0.000000000
      1443.0   0.000000536
      1444.0   0.000002811
      1445.0   0.000000671
      1446.0   0.000003746
      1447.0   0.000001170
      1448.0   0.000001275
      1449.0   0.000007138
      1450.0   0.000003263
      1451.0   0.000005851
      1452.0   0.000005816
      1453.0   0.000003141
      1454.0   0.000000345
      1455.0   0.000001808
      1456.0   0.000000000
      1457.0   0.000000000
      1458.0   0.000000908
      1459.0   0.000004766
      1460.0   0.000000000
      1461.0   0.000000000
      1462.0   0.000000000
      1463.0   0.000000806
      1464.0   0.000004228
      1465.0   0.000000000
      1466.0   0.000000000
      1467.0   0.000000000
      1468.0   0.000000334
      1469.0   0.000001753
      1470.0   0.000000195
      1471.0   0.000002117
      1472.0   0.000005741
      1473.0   0.000000108
      1474.0   0.000000565
      1475.0   0.000000000
      1476.0   0.000000000
      1477.0   0.000000000
      1478.0   0.000000000
      1479.0   0.000000000
      1480.0   0.000000000
      1481.0   0.000001216
      1482.0   0.000007864
      1483.0   0.000007767
      1484.0   0.000001345
      1485.0   0.000007489
      1486.0   0.000002263
      1487.0   0.000000000
      1488.0   0.000000028
      1489.0   0.000000146
      1490.0   0.000000000
      1491.0   0.000000208
      1492.0   0.000001789
      1493.0   0.000003651
      1494.0   0.000000382
      1495.0   0.000002005
      1496.0   0.000000000
      1497.0   0.000000000
      1498.0   0.000000000
      1499.0   0.000000000
      1500.0   0.000001354
      1501.0   0.000007105
      1502.0   0.000000000
      1503.0   0.000000203
      1504.0   0.000001064
      1505.0   0.000000570
      1506.0   0.000002989
      1507.0   0.000000000
      1508.0   0.000000540
      1509.0   0.000002833
      1510.0   0.000000000
      1511.0   0.000000000
      1512.0   0.000000708
      1513.0   0.000003717
      1514.0   0.000000532
      1515.0   0.000002790
      1516.0   0.000000020
      1517.0   0.000000497
      1518.0   0.000002051
      1519.0   0.000000000
      1520.0   0.000000468
      1521.0   0.000002458
      1522.0   0.000001077
      1523.0   0.000006207
      1524.0   0.000002909
      1525.0   0.000000000
      1526.0   0.000001307
      1527.0   0.000007498
      1528.0   0.000003339
      1529.0   0.000000000
      1530.0   0.000000000
      1531.0   0.000000059
      1532.0   0.000000697
      1533.0   0.000002537
      1534.0   0.000003215
      1535.0   0.000002886
      1536.0   0.000000000
      1537.0   0.000000348
      1538.0   0.000002841
      1539.0   0.000005334
      1540.0   0.000000053
      1541.0   0.000001044
      1542.0   0.000004663
      1543.0   0.000003340
      1544.0   0.000000000
      1545.0   0.000000995
      1546.0   0.000006528
      1547.0   0.000006863
      1548.0   0.000000803
      1549.0   0.000004215
      1550.0   0.000000490
      1551.0   0.000002572
      1552.0   0.000000000
      1553.0   0.000000000
      1554.0   0.000000000
      1555.0   0.000000000
      1556.0   0.000000000
      1557.0   0.000000150
      1558.0   0.000000786
      1559.0   0.000000000
      1560.0   0.000001289
      1561.0   0.000006987
      1562.0   0.000001154
      1563.0   0.000000071
      1564.0   0.000000371
      1565.0   0.000000000
      1566.0   0.000000846
      1567.0   0.000005338
      1568.0   0.000005767
      1569.0   0.000006409
      1570.0   0.000006041
      1571.0   0.000006381
      1572.0   0.000001290
      1573.0   0.000006776
      1574.0   0.000001503
      1575.0   0.000007763
      1576.0   0.000000000
      1577.0   0.000000000
      1578.0   0.000000000
      1579.0   0.000000000
      1580.0   0.000000647
      1581.0   0.000003652
      1582.0   0.000001342
      1583.0   0.000000000
      1584.0   0.000000000
      1585.0   0.000000000
      1586.0   0.000000511
      1587.0   0.000002680
      1588.0   0.000000000
      1589.0   0.000000000
      1590.0   0.000000113
      1591.0   0.000000591
      1592.0   0.000000000
      1593.0   0.000000000
      1594.0   0.000000449
      1595.0   0.000002358
