#                                                          
# SPHERE/IRDIS NB N_HeI filter transmission                
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   N_HeI                                       
#                                                          
       517.0   0.000000022
       518.0   0.000000002
       519.0   0.000000000
       520.0   0.000000000
       521.0   0.000000006
       522.0   0.000000014
       523.0   0.000000050
       524.0   0.000000004
       525.0   0.000000000
       526.0   0.000000014
       527.0   0.000000001
       528.0   0.000000121
       529.0   0.000000011
       530.0   0.000000000
       531.0   0.000000021
       532.0   0.000000028
       533.0   0.000000020
       534.0   0.000000038
       535.0   0.000000029
       536.0   0.000000002
       537.0   0.000000000
       538.0   0.000000000
       539.0   0.000000071
       540.0   0.000000016
       541.0   0.000000001
       542.0   0.000000000
       543.0   0.000000037
       544.0   0.000000003
       545.0   0.000000054
       546.0   0.000000005
       547.0   0.000000000
       548.0   0.000000009
       549.0   0.000000055
       550.0   0.000000090
       551.0   0.000000007
       552.0   0.000000000
       553.0   0.000000000
       554.0   0.000000049
       555.0   0.000000004
       556.0   0.000000065
       557.0   0.000000006
       558.0   0.000000000
       559.0   0.000000003
       560.0   0.000000000
       561.0   0.000000016
       562.0   0.000000001
       563.0   0.000000000
       564.0   0.000000084
       565.0   0.000000007
       566.0   0.000000018
       567.0   0.000000002
       568.0   0.000000000
       569.0   0.000000046
       570.0   0.000000004
       571.0   0.000000045
       572.0   0.000000004
       573.0   0.000000021
       574.0   0.000000002
       575.0   0.000000027
       576.0   0.000000002
       577.0   0.000000000
       578.0   0.000000045
       579.0   0.000000015
       580.0   0.000000001
       581.0   0.000000050
       582.0   0.000000004
       583.0   0.000000001
       584.0   0.000000000
       585.0   0.000000000
       586.0   0.000000000
       587.0   0.000000000
       588.0   0.000000049
       589.0   0.000000042
       590.0   0.000000003
       591.0   0.000000017
       592.0   0.000000002
       593.0   0.000000000
       594.0   0.000000000
       595.0   0.000000054
       596.0   0.000000046
       597.0   0.000000004
       598.0   0.000000000
       599.0   0.000000012
       600.0   0.000000001
       601.0   0.000000063
       602.0   0.000000009
       603.0   0.000000000
       604.0   0.000000000
       605.0   0.000000011
       606.0   0.000000001
       607.0   0.000000000
       608.0   0.000000000
       609.0   0.000000044
       610.0   0.000000019
       611.0   0.000000001
       612.0   0.000000028
       613.0   0.000000095
       614.0   0.000000008
       615.0   0.000000000
       616.0   0.000000017
       617.0   0.000000002
       618.0   0.000000083
       619.0   0.000000007
       620.0   0.000000062
       621.0   0.000000006
       622.0   0.000000000
       623.0   0.000000000
       624.0   0.000000003
       625.0   0.000000000
       626.0   0.000000016
       627.0   0.000000001
       628.0   0.000000062
       629.0   0.000000052
       630.0   0.000000004
       631.0   0.000000000
       632.0   0.000000038
       633.0   0.000000023
       634.0   0.000000002
       635.0   0.000000000
       636.0   0.000000004
       637.0   0.000000000
       638.0   0.000000000
       639.0   0.000000046
       640.0   0.000000004
       641.0   0.000000000
       642.0   0.000000000
       643.0   0.000000000
       644.0   0.000000075
       645.0   0.000000040
       646.0   0.000000003
       647.0   0.000000000
       648.0   0.000000000
       649.0   0.000000000
       650.0   0.000000000
       651.0   0.000000000
       652.0   0.000000000
       653.0   0.000000074
       654.0   0.000000007
       655.0   0.000000000
       656.0   0.000000060
       657.0   0.000000005
       658.0   0.000000000
       659.0   0.000000026
       660.0   0.000000002
       661.0   0.000000000
       662.0   0.000000029
       663.0   0.000000003
       664.0   0.000000057
       665.0   0.000000097
       666.0   0.000000032
       667.0   0.000000002
       668.0   0.000000000
       669.0   0.000000000
       670.0   0.000000016
       671.0   0.000000091
       672.0   0.000000023
       673.0   0.000000001
       674.0   0.000000020
       675.0   0.000000002
       676.0   0.000000000
       677.0   0.000000000
       678.0   0.000000024
       679.0   0.000000057
       680.0   0.000000045
       681.0   0.000000004
       682.0   0.000000000
       683.0   0.000000010
       684.0   0.000000001
       685.0   0.000000000
       686.0   0.000000013
       687.0   0.000000001
       688.0   0.000000000
       689.0   0.000000000
       690.0   0.000000000
       691.0   0.000000000
       692.0   0.000000000
       693.0   0.000000000
       694.0   0.000000000
       695.0   0.000000059
       696.0   0.000000005
       697.0   0.000000084
       698.0   0.000000007
       699.0   0.000000001
       700.0   0.000000000
       701.0   0.000000026
       702.0   0.000000026
       703.0   0.000000002
       704.0   0.000000057
       705.0   0.000000020
       706.0   0.000000001
       707.0   0.000000000
       708.0   0.000000000
       709.0   0.000000000
       710.0   0.000000000
       711.0   0.000000018
       712.0   0.000000002
       713.0   0.000000000
       714.0   0.000000000
       715.0   0.000000000
       716.0   0.000000000
       717.0   0.000000070
       718.0   0.000000022
       719.0   0.000000076
       720.0   0.000000080
       721.0   0.000000007
       722.0   0.000000016
       723.0   0.000000031
       724.0   0.000000010
       725.0   0.000000023
       726.0   0.000000002
       727.0   0.000000009
       728.0   0.000000033
       729.0   0.000000003
       730.0   0.000000000
       731.0   0.000000000
       732.0   0.000000000
       733.0   0.000000126
       734.0   0.000000011
       735.0   0.000000122
       736.0   0.000000011
       737.0   0.000000000
       738.0   0.000000082
       739.0   0.000000007
       740.0   0.000000009
       741.0   0.000000001
       742.0   0.000000088
       743.0   0.000000090
       744.0   0.000000168
       745.0   0.000000014
       746.0   0.000000000
       747.0   0.000000013
       748.0   0.000000001
       749.0   0.000000007
       750.0   0.000000001
       751.0   0.000000000
       752.0   0.000000000
       753.0   0.000000144
       754.0   0.000000013
       755.0   0.000000000
       756.0   0.000000000
       757.0   0.000000045
       758.0   0.000000004
       759.0   0.000000011
       760.0   0.000000001
       761.0   0.000000000
       762.0   0.000000000
       763.0   0.000000056
       764.0   0.000000056
       765.0   0.000000004
       766.0   0.000000001
       767.0   0.000000000
       768.0   0.000000034
       769.0   0.000000003
       770.0   0.000000004
       771.0   0.000000122
       772.0   0.000000011
       773.0   0.000000000
       774.0   0.000000000
       775.0   0.000000030
       776.0   0.000000003
       777.0   0.000000000
       778.0   0.000000000
       779.0   0.000000018
       780.0   0.000000002
       781.0   0.000000000
       782.0   0.000000040
       783.0   0.000000004
       784.0   0.000000000
       785.0   0.000000000
       786.0   0.000000095
       787.0   0.000000085
       788.0   0.000000016
       789.0   0.000000001
       790.0   0.000000000
       791.0   0.000000000
       792.0   0.000000108
       793.0   0.000000188
       794.0   0.000000085
       795.0   0.000000006
       796.0   0.000000174
       797.0   0.000000015
       798.0   0.000000000
       799.0   0.000000001
       800.0   0.000000000
       801.0   0.000000000
       802.0   0.000000000
       803.0   0.000000033
       804.0   0.000000003
       805.0   0.000000000
       806.0   0.000000026
       807.0   0.000000002
       808.0   0.000000000
       809.0   0.000000000
       810.0   0.000000073
       811.0   0.000000006
       812.0   0.000000061
       813.0   0.000000067
       814.0   0.000000005
       815.0   0.000000027
       816.0   0.000000084
       817.0   0.000000065
       818.0   0.000000064
       819.0   0.000000076
       820.0   0.000000295
       821.0   0.000000053
       822.0   0.000000155
       823.0   0.000000013
       824.0   0.000000000
       825.0   0.000000000
       826.0   0.000000086
       827.0   0.000000014
       828.0   0.000000001
       829.0   0.000000000
       830.0   0.000000011
       831.0   0.000000001
       832.0   0.000000025
       833.0   0.000000002
       834.0   0.000000147
       835.0   0.000000118
       836.0   0.000000009
       837.0   0.000000000
       838.0   0.000000132
       839.0   0.000000012
       840.0   0.000000000
       841.0   0.000000038
       842.0   0.000000038
       843.0   0.000000003
       844.0   0.000000183
       845.0   0.000000016
       846.0   0.000000488
       847.0   0.000000043
       848.0   0.000000000
       849.0   0.000000000
       850.0   0.000000363
       851.0   0.000000085
       852.0   0.000000036
       853.0   0.000000297
       854.0   0.000000026
       855.0   0.000000000
       856.0   0.000000000
       857.0   0.000000000
       858.0   0.000000000
       859.0   0.000000000
       860.0   0.000000000
       861.0   0.000000185
       862.0   0.000000579
       863.0   0.000000049
       864.0   0.000000386
       865.0   0.000000034
       866.0   0.000000000
       867.0   0.000000211
       868.0   0.000000018
       869.0   0.000000000
       870.0   0.000000843
       871.0   0.000000671
       872.0   0.000000499
       873.0   0.000000073
       874.0   0.000000003
       875.0   0.000000000
       876.0   0.000000000
       877.0   0.000002054
       878.0   0.000000237
       879.0   0.000001203
       880.0   0.000001297
       881.0   0.000000104
       882.0   0.000000972
       883.0   0.000000085
       884.0   0.000000879
       885.0   0.000000077
       886.0   0.000001075
       887.0   0.000003648
       888.0   0.000000309
       889.0   0.000000000
       890.0   0.000000818
       891.0   0.000000071
       892.0   0.000000000
       893.0   0.000000000
       894.0   0.000005218
       895.0   0.000001751
       896.0   0.000000848
       897.0   0.000000064
       898.0   0.000003146
       899.0   0.000009270
       900.0   0.000000783
       901.0   0.000000000
       902.0   0.000000000
       903.0   0.000007267
       904.0   0.000001213
       905.0   0.000006292
       906.0   0.000000543
       907.0   0.000000000
       908.0   0.000002145
       909.0   0.000005831
       910.0   0.000000491
       911.0   0.000005280
       912.0   0.000000459
       913.0   0.000000000
       914.0   0.000000718
       915.0   0.000000408
       916.0   0.000000030
       917.0   0.000000000
       918.0   0.000000000
       919.0   0.000000038
       920.0   0.000000003
       921.0   0.000000000
       922.0   0.000000000
       923.0   0.000000000
       924.0   0.000000000
       925.0   0.000000000
       926.0   0.000008183
       927.0   0.000000712
       928.0   0.000000000
       929.0   0.000009221
       930.0   0.000000802
       931.0   0.000005616
       932.0   0.000004447
       933.0   0.000000344
       934.0   0.000000000
       935.0   0.000001705
       936.0   0.000000148
       937.0   0.000010135
       938.0   0.000005973
       939.0   0.000000443
       940.0   0.000005629
       941.0   0.000000490
       942.0   0.000008605
       943.0   0.000000748
       944.0   0.000000000
       945.0   0.000000000
       946.0   0.000000674
       947.0   0.000005685
       948.0   0.000004566
       949.0   0.000000743
       950.0   0.000000034
       951.0   0.000000000
       952.0   0.000004279
       953.0   0.000002539
       954.0   0.000011845
       955.0   0.000001014
       956.0   0.000005929
       957.0   0.000000516
       958.0   0.000007744
       959.0   0.000000674
       960.0   0.000000000
       961.0   0.000000000
       962.0   0.000005884
       963.0   0.000002022
       964.0   0.000000131
       965.0   0.000000000
       966.0   0.000000000
       967.0   0.000016924
       968.0   0.000001472
       969.0   0.000001461
       970.0   0.000000127
       971.0   0.000000000
       972.0   0.000000000
       973.0   0.000004356
       974.0   0.000009542
       975.0   0.000002567
       976.0   0.000000154
       977.0   0.000006725
       978.0   0.000006839
       979.0   0.000007810
       980.0   0.000000632
       981.0   0.000003292
       982.0   0.000004126
       983.0   0.000007195
       984.0   0.000000597
       985.0   0.000009746
       986.0   0.000000848
       987.0   0.000000000
       988.0   0.000000000
       989.0   0.000000000
       990.0   0.000006984
       991.0   0.000000608
       992.0   0.000000000
       993.0   0.000000000
       994.0   0.000000000
       995.0   0.000000000
       996.0   0.000000000
       997.0   0.000000000
       998.0   0.000002447
       999.0   0.000000213
      1000.0   0.000000000
      1001.0   0.000002607
      1002.0   0.000007460
      1003.0   0.000000629
      1004.0   0.000004005
      1005.0   0.000006054
      1006.0   0.000000496
      1007.0   0.000000000
      1008.0   0.000000000
      1009.0   0.000000000
      1010.0   0.000006312
      1011.0   0.000000820
      1012.0   0.000000024
      1013.0   0.000006494
      1014.0   0.000000565
      1015.0   0.000000000
      1016.0   0.000002129
      1017.0   0.000007351
      1018.0   0.000004151
      1019.0   0.000007107
      1020.0   0.000000592
      1021.0   0.000000000
      1022.0   0.000000000
      1023.0   0.000000850
      1024.0   0.000001707
      1025.0   0.000005163
      1026.0   0.000008790
      1027.0   0.000002637
      1028.0   0.000009977
      1029.0   0.000008938
      1030.0   0.000004913
      1031.0   0.000010395
      1032.0   0.000008167
      1033.0   0.000007810
      1034.0   0.000012979
      1035.0   0.000005418
      1036.0   0.000000378
      1037.0   0.000019668
      1038.0   0.000016464
      1039.0   0.000017808
      1040.0   0.000022300
      1041.0   0.000017275
      1042.0   0.000028268
      1043.0   0.000039981
      1044.0   0.000034015
      1045.0   0.000032262
      1046.0   0.000046727
      1047.0   0.000055289
      1048.0   0.000059213
      1049.0   0.000060646
      1050.0   0.000077428
      1051.0   0.000082128
      1052.0   0.000102390
      1053.0   0.000121575
      1054.0   0.000124882
      1055.0   0.000168883
      1056.0   0.000207360
      1057.0   0.000240285
      1058.0   0.000303450
      1059.0   0.000378845
      1060.0   0.000485234
      1061.0   0.000639521
      1062.0   0.000822649
      1063.0   0.001090880
      1064.0   0.001457470
      1065.0   0.001968750
      1066.0   0.002768820
      1067.0   0.003939180
      1068.0   0.005711600
      1069.0   0.008473750
      1070.0   0.013025600
      1071.0   0.020534201
      1072.0   0.034465801
      1073.0   0.053792901
      1074.0   0.078720897
      1075.0   0.123150997
      1076.0   0.200267002
      1077.0   0.323100001
      1078.0   0.501443028
      1079.0   0.679754972
      1080.0   0.786104977
      1081.0   0.819166005
      1082.0   0.808395028
      1083.0   0.783176005
      1084.0   0.756954014
      1085.0   0.733012974
      1086.0   0.712727010
      1087.0   0.698307991
      1088.0   0.689837992
      1089.0   0.685006976
      1090.0   0.673060000
      1091.0   0.628646016
      1092.0   0.532068014
      1093.0   0.401042014
      1094.0   0.274257004
      1095.0   0.177148998
      1096.0   0.115570001
      1097.0   0.077304997
      1098.0   0.050796699
      1099.0   0.031564798
      1100.0   0.019887500
      1101.0   0.012942800
      1102.0   0.008633150
      1103.0   0.005956380
      1104.0   0.004198680
      1105.0   0.003071730
      1106.0   0.002306620
      1107.0   0.001752950
      1108.0   0.001350640
      1109.0   0.001052850
      1110.0   0.000816865
      1111.0   0.000634516
      1112.0   0.000511028
      1113.0   0.000401257
      1114.0   0.000319982
      1115.0   0.000266568
      1116.0   0.000211101
      1117.0   0.000180581
      1118.0   0.000153843
      1119.0   0.000132383
      1120.0   0.000093120
      1121.0   0.000095988
      1122.0   0.000076810
      1123.0   0.000067456
      1124.0   0.000055371
      1125.0   0.000047612
      1126.0   0.000044139
      1127.0   0.000033319
      1128.0   0.000040036
      1129.0   0.000027131
      1130.0   0.000025296
      1131.0   0.000019135
      1132.0   0.000026315
      1133.0   0.000019874
      1134.0   0.000014955
      1135.0   0.000024645
      1136.0   0.000010294
      1137.0   0.000017218
      1138.0   0.000016807
      1139.0   0.000013223
      1140.0   0.000016647
      1141.0   0.000007069
      1142.0   0.000005831
      1143.0   0.000004993
      1144.0   0.000002912
      1145.0   0.000000219
      1146.0   0.000000000
      1147.0   0.000007183
      1148.0   0.000007077
      1149.0   0.000003945
      1150.0   0.000002849
      1151.0   0.000011809
      1152.0   0.000003716
      1153.0   0.000000236
      1154.0   0.000009519
      1155.0   0.000007726
      1156.0   0.000007487
      1157.0   0.000007226
      1158.0   0.000006276
      1159.0   0.000000877
      1160.0   0.000006817
      1161.0   0.000004684
      1162.0   0.000005866
      1163.0   0.000000479
      1164.0   0.000001178
      1165.0   0.000000102
      1166.0   0.000000000
      1167.0   0.000006716
      1168.0   0.000000584
      1169.0   0.000000000
      1170.0   0.000000000
      1171.0   0.000003290
      1172.0   0.000012616
      1173.0   0.000013287
      1174.0   0.000001062
      1175.0   0.000002199
      1176.0   0.000004702
      1177.0   0.000000781
      1178.0   0.000000034
      1179.0   0.000005088
      1180.0   0.000009243
      1181.0   0.000002847
      1182.0   0.000006757
      1183.0   0.000000572
      1184.0   0.000000000
      1185.0   0.000000000
      1186.0   0.000000000
      1187.0   0.000005736
      1188.0   0.000007208
      1189.0   0.000012181
      1190.0   0.000002739
      1191.0   0.000000151
      1192.0   0.000003205
      1193.0   0.000013363
      1194.0   0.000009009
      1195.0   0.000000934
      1196.0   0.000000022
      1197.0   0.000004621
      1198.0   0.000003068
      1199.0   0.000004061
      1200.0   0.000000333
      1201.0   0.000001639
      1202.0   0.000005351
      1203.0   0.000000453
      1204.0   0.000000000
      1205.0   0.000003076
      1206.0   0.000000267
      1207.0   0.000000000
      1208.0   0.000002718
      1209.0   0.000000236
      1210.0   0.000001272
      1211.0   0.000000111
      1212.0   0.000000000
      1213.0   0.000000000
      1214.0   0.000004244
      1215.0   0.000000825
      1216.0   0.000000401
      1217.0   0.000000031
      1218.0   0.000004148
      1219.0   0.000003989
      1220.0   0.000000315
      1221.0   0.000003603
      1222.0   0.000014010
      1223.0   0.000005886
      1224.0   0.000001712
      1225.0   0.000000113
      1226.0   0.000005802
      1227.0   0.000000504
      1228.0   0.000001741
      1229.0   0.000000151
      1230.0   0.000003025
      1231.0   0.000000971
      1232.0   0.000007635
      1233.0   0.000001645
      1234.0   0.000000086
      1235.0   0.000000000
      1236.0   0.000000000
      1237.0   0.000000000
      1238.0   0.000000000
      1239.0   0.000003542
      1240.0   0.000000308
      1241.0   0.000000000
      1242.0   0.000000000
      1243.0   0.000006411
      1244.0   0.000000557
      1245.0   0.000001800
      1246.0   0.000001666
      1247.0   0.000008925
      1248.0   0.000002728
      1249.0   0.000003192
      1250.0   0.000008711
      1251.0   0.000003709
      1252.0   0.000000259
      1253.0   0.000001603
      1254.0   0.000003524
      1255.0   0.000000294
      1256.0   0.000004387
      1257.0   0.000001333
      1258.0   0.000000083
      1259.0   0.000002328
      1260.0   0.000000202
      1261.0   0.000004833
      1262.0   0.000000420
      1263.0   0.000001119
      1264.0   0.000000097
      1265.0   0.000000000
      1266.0   0.000008541
      1267.0   0.000002623
      1268.0   0.000006040
      1269.0   0.000000511
      1270.0   0.000006309
      1271.0   0.000013855
      1272.0   0.000001336
      1273.0   0.000006406
      1274.0   0.000003804
      1275.0   0.000001920
      1276.0   0.000000142
      1277.0   0.000000000
      1278.0   0.000003585
      1279.0   0.000001383
      1280.0   0.000000093
      1281.0   0.000004708
      1282.0   0.000000409
      1283.0   0.000000000
      1284.0   0.000000000
      1285.0   0.000009528
      1286.0   0.000000828
      1287.0   0.000000000
      1288.0   0.000004171
      1289.0   0.000000363
      1290.0   0.000000000
      1291.0   0.000008819
      1292.0   0.000003551
      1293.0   0.000000242
      1294.0   0.000001769
      1295.0   0.000000154
      1296.0   0.000000000
      1297.0   0.000000000
      1298.0   0.000000000
      1299.0   0.000000000
      1300.0   0.000000000
      1301.0   0.000002693
      1302.0   0.000003608
      1303.0   0.000000293
      1304.0   0.000008750
      1305.0   0.000002178
      1306.0   0.000003083
      1307.0   0.000005313
      1308.0   0.000006094
      1309.0   0.000000581
      1310.0   0.000000008
      1311.0   0.000004491
      1312.0   0.000000390
      1313.0   0.000000000
      1314.0   0.000007945
      1315.0   0.000005195
      1316.0   0.000000392
      1317.0   0.000003533
      1318.0   0.000000307
      1319.0   0.000003305
      1320.0   0.000000287
      1321.0   0.000000000
      1322.0   0.000000000
      1323.0   0.000000000
      1324.0   0.000000000
      1325.0   0.000000000
      1326.0   0.000005887
      1327.0   0.000001250
      1328.0   0.000005321
      1329.0   0.000006543
      1330.0   0.000000646
      1331.0   0.000007809
      1332.0   0.000000678
      1333.0   0.000002352
      1334.0   0.000000205
      1335.0   0.000006970
      1336.0   0.000005874
      1337.0   0.000002449
      1338.0   0.000002915
      1339.0   0.000005918
      1340.0   0.000000494
      1341.0   0.000000000
      1342.0   0.000000000
      1343.0   0.000000000
      1344.0   0.000003886
      1345.0   0.000000338
      1346.0   0.000000000
      1347.0   0.000001253
      1348.0   0.000000109
      1349.0   0.000004734
      1350.0   0.000000412
      1351.0   0.000004938
      1352.0   0.000003722
      1353.0   0.000006462
      1354.0   0.000006665
      1355.0   0.000008019
      1356.0   0.000006982
      1357.0   0.000000550
      1358.0   0.000000000
      1359.0   0.000001431
      1360.0   0.000000124
      1361.0   0.000005222
      1362.0   0.000000454
      1363.0   0.000000000
      1364.0   0.000000000
      1365.0   0.000000000
      1366.0   0.000000000
      1367.0   0.000000000
      1368.0   0.000000000
      1369.0   0.000005265
      1370.0   0.000000458
      1371.0   0.000000126
      1372.0   0.000000011
      1373.0   0.000000000
      1374.0   0.000005677
      1375.0   0.000000493
      1376.0   0.000000000
      1377.0   0.000000000
      1378.0   0.000000000
      1379.0   0.000000000
      1380.0   0.000000000
      1381.0   0.000001290
      1382.0   0.000002273
      1383.0   0.000002186
      1384.0   0.000007338
      1385.0   0.000000623
      1386.0   0.000000000
      1387.0   0.000003283
      1388.0   0.000000285
      1389.0   0.000000766
      1390.0   0.000000067
      1391.0   0.000000000
      1392.0   0.000000000
      1393.0   0.000001500
      1394.0   0.000000130
      1395.0   0.000000000
      1396.0   0.000000000
      1397.0   0.000000000
      1398.0   0.000000000
      1399.0   0.000005541
      1400.0   0.000005889
      1401.0   0.000000470
      1402.0   0.000000000
      1403.0   0.000000000
      1404.0   0.000000000
      1405.0   0.000000000
      1406.0   0.000000000
      1407.0   0.000000000
      1408.0   0.000002210
      1409.0   0.000010499
      1410.0   0.000000896
      1411.0   0.000000000
      1412.0   0.000010791
      1413.0   0.000000938
      1414.0   0.000000000
      1415.0   0.000008082
      1416.0   0.000000702
      1417.0   0.000001107
      1418.0   0.000010748
      1419.0   0.000000926
      1420.0   0.000000000
      1421.0   0.000000000
      1422.0   0.000002013
      1423.0   0.000000175
      1424.0   0.000002566
      1425.0   0.000001591
      1426.0   0.000000119
      1427.0   0.000001920
      1428.0   0.000000219
      1429.0   0.000000005
      1430.0   0.000000000
      1431.0   0.000000000
      1432.0   0.000002730
      1433.0   0.000000237
      1434.0   0.000000000
      1435.0   0.000003976
      1436.0   0.000002606
      1437.0   0.000000197
      1438.0   0.000000000
      1439.0   0.000000000
      1440.0   0.000000000
      1441.0   0.000001131
      1442.0   0.000000098
      1443.0   0.000000000
      1444.0   0.000000000
      1445.0   0.000000000
      1446.0   0.000003198
      1447.0   0.000000278
      1448.0   0.000002288
      1449.0   0.000000513
      1450.0   0.000000262
      1451.0   0.000000020
      1452.0   0.000001883
      1453.0   0.000007299
      1454.0   0.000000620
      1455.0   0.000008177
      1456.0   0.000000711
      1457.0   0.000006738
      1458.0   0.000000586
      1459.0   0.000000000
      1460.0   0.000000000
      1461.0   0.000010558
      1462.0   0.000000918
      1463.0   0.000000000
      1464.0   0.000000000
      1465.0   0.000000000
      1466.0   0.000000000
      1467.0   0.000000314
      1468.0   0.000000447
      1469.0   0.000000037
      1470.0   0.000004151
      1471.0   0.000002679
      1472.0   0.000000202
      1473.0   0.000003360
      1474.0   0.000000292
      1475.0   0.000000519
      1476.0   0.000000045
      1477.0   0.000000000
      1478.0   0.000000000
      1479.0   0.000002353
      1480.0   0.000003623
      1481.0   0.000000297
      1482.0   0.000004233
      1483.0   0.000000368
      1484.0   0.000000000
      1485.0   0.000005565
      1486.0   0.000007536
      1487.0   0.000000613
      1488.0   0.000000000
      1489.0   0.000010194
      1490.0   0.000000886
      1491.0   0.000013713
      1492.0   0.000001192
      1493.0   0.000000350
      1494.0   0.000000031
      1495.0   0.000000000
      1496.0   0.000000000
      1497.0   0.000000000
      1498.0   0.000002541
      1499.0   0.000000439
      1500.0   0.000003889
      1501.0   0.000000336
      1502.0   0.000000000
      1503.0   0.000000000
      1504.0   0.000000000
      1505.0   0.000000374
      1506.0   0.000002545
      1507.0   0.000000218
      1508.0   0.000003048
      1509.0   0.000004959
      1510.0   0.000000408
      1511.0   0.000000000
      1512.0   0.000000000
      1513.0   0.000000000
      1514.0   0.000000000
      1515.0   0.000002056
      1516.0   0.000000179
      1517.0   0.000000000
      1518.0   0.000005629
      1519.0   0.000000489
      1520.0   0.000000399
      1521.0   0.000000035
      1522.0   0.000003780
      1523.0   0.000001625
      1524.0   0.000000113
      1525.0   0.000000000
      1526.0   0.000000000
      1527.0   0.000000000
      1528.0   0.000006016
      1529.0   0.000000523
      1530.0   0.000000000
      1531.0   0.000000000
      1532.0   0.000000000
      1533.0   0.000002199
      1534.0   0.000003772
      1535.0   0.000001413
      1536.0   0.000000096
      1537.0   0.000000000
      1538.0   0.000004162
      1539.0   0.000000362
      1540.0   0.000002777
      1541.0   0.000003959
      1542.0   0.000002275
      1543.0   0.000000170
      1544.0   0.000003913
      1545.0   0.000000340
      1546.0   0.000000000
      1547.0   0.000000806
      1548.0   0.000000070
      1549.0   0.000014339
      1550.0   0.000001552
      1551.0   0.000009350
      1552.0   0.000002341
      1553.0   0.000000133
      1554.0   0.000001785
      1555.0   0.000003560
      1556.0   0.000000296
      1557.0   0.000005893
      1558.0   0.000000512
      1559.0   0.000003924
      1560.0   0.000000341
      1561.0   0.000002314
      1562.0   0.000000201
      1563.0   0.000000000
      1564.0   0.000010369
      1565.0   0.000009396
      1566.0   0.000004264
      1567.0   0.000000307
      1568.0   0.000007284
      1569.0   0.000002712
      1570.0   0.000000181
      1571.0   0.000005938
      1572.0   0.000001601
      1573.0   0.000002262
      1574.0   0.000000188
      1575.0   0.000000000
      1576.0   0.000001494
      1577.0   0.000009915
      1578.0   0.000007401
      1579.0   0.000000569
      1580.0   0.000004935
      1581.0   0.000001025
      1582.0   0.000000052
      1583.0   0.000000000
      1584.0   0.000006169
      1585.0   0.000010444
      1586.0   0.000007259
      1587.0   0.000000556
      1588.0   0.000005710
      1589.0   0.000003372
      1590.0   0.000000250
      1591.0   0.000006243
      1592.0   0.000000543
      1593.0   0.000001514
      1594.0   0.000000132
      1595.0   0.000003558
      1596.0   0.000001489
