#                                                          
# SPHERE/IRDIS DB D_Y23 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_Y2          D_Y3                          
#                                                          
       667.0   0.000000259   0.000000250
       668.0   0.000000253   0.000000255
       669.0   0.000000241   0.000000255
       670.0   0.000000226   0.000000252
       671.0   0.000000207   0.000000245
       672.0   0.000000188   0.000000236
       673.0   0.000000170   0.000000227
       674.0   0.000000154   0.000000218
       675.0   0.000000140   0.000000210
       676.0   0.000000129   0.000000205
       677.0   0.000000121   0.000000202
       678.0   0.000000115   0.000000202
       679.0   0.000000112   0.000000204
       680.0   0.000000111   0.000000208
       681.0   0.000000112   0.000000215
       682.0   0.000000115   0.000000223
       683.0   0.000000121   0.000000232
       684.0   0.000000129   0.000000241
       685.0   0.000000140   0.000000249
       686.0   0.000000154   0.000000255
       687.0   0.000000171   0.000000259
       688.0   0.000000190   0.000000260
       689.0   0.000000210   0.000000259
       690.0   0.000000228   0.000000257
       691.0   0.000000244   0.000000253
       692.0   0.000000253   0.000000251
       693.0   0.000000256   0.000000249
       694.0   0.000000252   0.000000249
       695.0   0.000000244   0.000000251
       696.0   0.000000233   0.000000255
       697.0   0.000000221   0.000000259
       698.0   0.000000211   0.000000264
       699.0   0.000000202   0.000000267
       700.0   0.000000196   0.000000268
       701.0   0.000000193   0.000000265
       702.0   0.000000192   0.000000257
       703.0   0.000000193   0.000000245
       704.0   0.000000197   0.000000229
       705.0   0.000000202   0.000000211
       706.0   0.000000210   0.000000193
       707.0   0.000000219   0.000000175
       708.0   0.000000229   0.000000160
       709.0   0.000000239   0.000000147
       710.0   0.000000248   0.000000137
       711.0   0.000000256   0.000000129
       712.0   0.000000262   0.000000123
       713.0   0.000000265   0.000000119
       714.0   0.000000266   0.000000118
       715.0   0.000000265   0.000000119
       716.0   0.000000263   0.000000121
       717.0   0.000000259   0.000000126
       718.0   0.000000256   0.000000134
       719.0   0.000000253   0.000000143
       720.0   0.000000251   0.000000156
       721.0   0.000000250   0.000000171
       722.0   0.000000250   0.000000188
       723.0   0.000000251   0.000000207
       724.0   0.000000253   0.000000226
       725.0   0.000000256   0.000000244
       726.0   0.000000259   0.000000259
       727.0   0.000000262   0.000000267
       728.0   0.000000265   0.000000269
       729.0   0.000000268   0.000000266
       730.0   0.000000269   0.000000257
       731.0   0.000000270   0.000000247
       732.0   0.000000269   0.000000235
       733.0   0.000000267   0.000000225
       734.0   0.000000264   0.000000216
       735.0   0.000000261   0.000000209
       736.0   0.000000257   0.000000205
       737.0   0.000000253   0.000000203
       738.0   0.000000249   0.000000203
       739.0   0.000000246   0.000000206
       740.0   0.000000244   0.000000210
       741.0   0.000000242   0.000000217
       742.0   0.000000240   0.000000225
       743.0   0.000000240   0.000000233
       744.0   0.000000240   0.000000243
       745.0   0.000000241   0.000000252
       746.0   0.000000242   0.000000261
       747.0   0.000000244   0.000000268
       748.0   0.000000246   0.000000273
       749.0   0.000000249   0.000000275
       750.0   0.000000252   0.000000275
       751.0   0.000000255   0.000000274
       752.0   0.000000258   0.000000271
       753.0   0.000000262   0.000000268
       754.0   0.000000265   0.000000264
       755.0   0.000000268   0.000000261
       756.0   0.000000271   0.000000258
       757.0   0.000000274   0.000000256
       758.0   0.000000277   0.000000256
       759.0   0.000000279   0.000000256
       760.0   0.000000280   0.000000258
       761.0   0.000000281   0.000000260
       762.0   0.000000282   0.000000263
       763.0   0.000000282   0.000000266
       764.0   0.000000281   0.000000270
       765.0   0.000000280   0.000000273
       766.0   0.000000279   0.000000275
       767.0   0.000000278   0.000000277
       768.0   0.000000277   0.000000278
       769.0   0.000000275   0.000000277
       770.0   0.000000275   0.000000276
       771.0   0.000000274   0.000000273
       772.0   0.000000275   0.000000270
       773.0   0.000000275   0.000000267
       774.0   0.000000277   0.000000263
       775.0   0.000000279   0.000000259
       776.0   0.000000282   0.000000256
       777.0   0.000000284   0.000000253
       778.0   0.000000286   0.000000251
       779.0   0.000000288   0.000000249
       780.0   0.000000288   0.000000248
       781.0   0.000000286   0.000000248
       782.0   0.000000283   0.000000248
       783.0   0.000000278   0.000000249
       784.0   0.000000271   0.000000251
       785.0   0.000000263   0.000000253
       786.0   0.000000254   0.000000255
       787.0   0.000000245   0.000000258
       788.0   0.000000236   0.000000261
       789.0   0.000000227   0.000000264
       790.0   0.000000220   0.000000267
       791.0   0.000000214   0.000000270
       792.0   0.000000210   0.000000273
       793.0   0.000000208   0.000000276
       794.0   0.000000208   0.000000279
       795.0   0.000000210   0.000000282
       796.0   0.000000215   0.000000284
       797.0   0.000000170   0.000000219
       798.0   0.000000060   0.000000074
       799.0   0.000000070   0.000000082
       800.0   0.000000195   0.000000218
       801.0   0.000000114   0.000000120
       802.0   0.000000000   0.000000000
       803.0   0.000000163   0.000000162
       804.0   0.000000397   0.000000394
       805.0   0.000000560   0.000000576
       806.0   0.000000919   0.000001017
       807.0   0.000001188   0.000001461
       808.0   0.000000942   0.000001323
       809.0   0.000000520   0.000000850
       810.0   0.000000361   0.000000694
       811.0   0.000000235   0.000000533
       812.0   0.000000213   0.000000568
       813.0   0.000000221   0.000000686
       814.0   0.000000095   0.000000341
       815.0   0.000000080   0.000000325
       816.0   0.000000112   0.000000512
       817.0   0.000000167   0.000000844
       818.0   0.000000412   0.000002264
       819.0   0.000000991   0.000005793
       820.0   0.000002390   0.000014595
       821.0   0.000005411   0.000033783
       822.0   0.000009440   0.000058933
       823.0   0.000012150   0.000074139
       824.0   0.000012284   0.000071549
       825.0   0.000010813   0.000058779
       826.0   0.000009500   0.000047180
       827.0   0.000009852   0.000043696
       828.0   0.000013838   0.000053669
       829.0   0.000029190   0.000097086
       830.0   0.000088193   0.000246832
       831.0   0.000244588   0.000565076
       832.0   0.000452834   0.000849646
       833.0   0.000532947   0.000806557
       834.0   0.000416545   0.000509969
       835.0   0.000239122   0.000240862
       836.0   0.000116776   0.000100754
       837.0   0.000056567   0.000044921
       838.0   0.000030127   0.000024127
       839.0   0.000017877   0.000015891
       840.0   0.000012242   0.000013074
       841.0   0.000009316   0.000012502
       842.0   0.000007956   0.000013618
       843.0   0.000008377   0.000017989
       844.0   0.000010767   0.000027921
       845.0   0.000015075   0.000044936
       846.0   0.000018979   0.000061434
       847.0   0.000019135   0.000063250
       848.0   0.000015596   0.000049638
       849.0   0.000011182   0.000032529
       850.0   0.000006866   0.000017436
       851.0   0.000004257   0.000009047
       852.0   0.000002410   0.000004145
       853.0   0.000001878   0.000002545
       854.0   0.000001944   0.000002024
       855.0   0.000001749   0.000001363
       856.0   0.000008178   0.000004663
       857.0   0.000003002   0.000001238
       858.0   0.000011035   0.000003322
       859.0   0.000018156   0.000004176
       860.0   0.000058714   0.000011532
       861.0   0.000037332   0.000007845
       862.0   0.000006400   0.000001815
       863.0   0.000000917   0.000000363
       864.0   0.000000000   0.000000000
       865.0   0.000016288   0.000008656
       866.0   0.000011538   0.000006949
       867.0   0.000009978   0.000006976
       868.0   0.000009403   0.000007775
       869.0   0.000004205   0.000004176
       870.0   0.000004651   0.000005521
       871.0   0.000006871   0.000009667
       872.0   0.000006961   0.000011371
       873.0   0.000007156   0.000013195
       874.0   0.000000000   0.000000000
       875.0   0.000000000   0.000000000
       876.0   0.000010173   0.000022510
       877.0   0.000010955   0.000024714
       878.0   0.000005791   0.000013183
       879.0   0.000009946   0.000022724
       880.0   0.000010856   0.000024839
       881.0   0.000007415   0.000017241
       882.0   0.000005147   0.000012386
       883.0   0.000006322   0.000015956
       884.0   0.000000000   0.000000000
       885.0   0.000000000   0.000000000
       886.0   0.000002334   0.000007406
       887.0   0.000000079   0.000000281
       888.0   0.000000000   0.000000000
       889.0   0.000002062   0.000010812
       890.0   0.000000142   0.000001005
       891.0   0.000000277   0.000002862
       892.0   0.000000477   0.000008202
       893.0   0.000000601   0.000018495
       894.0   0.000000153   0.000008105
       895.0   0.000000207   0.000017698
       896.0   0.000000100   0.000019687
       897.0   0.000000004   0.000002419
       898.0   0.000000014   0.000005707
       899.0   0.000000054   0.000022369
       900.0   0.000000056   0.000029923
       901.0   0.000000026   0.000015956
       902.0   0.000000008   0.000015676
       903.0   0.000000000   0.000037023
       904.0   0.000000029   0.000044564
       905.0   0.000000038   0.000031446
       906.0   0.000000046   0.000039259
       907.0   0.000000050   0.000043497
       908.0   0.000000028   0.000023981
       909.0   0.000000027   0.000025730
       910.0   0.000000037   0.000027215
       911.0   0.000000033   0.000026137
       912.0   0.000000014   0.000021309
       913.0   0.000000021   0.000018202
       914.0   0.000000024   0.000015766
       915.0   0.000000018   0.000014446
       916.0   0.000000024   0.000016237
       917.0   0.000000034   0.000016689
       918.0   0.000000016   0.000021037
       919.0   0.000000024   0.000025203
       920.0   0.000000025   0.000031869
       921.0   0.000000018   0.000045009
       922.0   0.000000030   0.000066867
       923.0   0.000000048   0.000087726
       924.0   0.000000038   0.000111834
       925.0   0.000000039   0.000152638
       926.0   0.000000040   0.000204229
       927.0   0.000000064   0.000225148
       928.0   0.000000053   0.000253654
       929.0   0.000000067   0.000276790
       930.0   0.000000087   0.000260795
       931.0   0.000000055   0.000242693
       932.0   0.000000178   0.000203210
       933.0   0.000000115   0.000165855
       934.0   0.000000071   0.000115306
       935.0   0.000000302   0.000071250
       936.0   0.000000213   0.000044907
       937.0   0.000000013   0.000031176
       938.0   0.000000133   0.000024551
       939.0   0.000000356   0.000020254
       940.0   0.000000122   0.000012365
       941.0   0.000000699   0.000009623
       942.0   0.000000838   0.000015301
       943.0   0.000000186   0.000021214
       944.0   0.000000500   0.000019099
       945.0   0.000000708   0.000005781
       946.0   0.000000703   0.000006149
       947.0   0.000000758   0.000010412
       948.0   0.000001013   0.000008293
       949.0   0.000000976   0.000017907
       950.0   0.000000933   0.000017767
       951.0   0.000001819   0.000015485
       952.0   0.000002176   0.000016299
       953.0   0.000002628   0.000013848
       954.0   0.000002828   0.000015146
       955.0   0.000005083   0.000014000
       956.0   0.000006242   0.000015269
       957.0   0.000005930   0.000013906
       958.0   0.000007546   0.000016463
       959.0   0.000012092   0.000016540
       960.0   0.000012063   0.000020397
       961.0   0.000021806   0.000020140
       962.0   0.000029512   0.000022671
       963.0   0.000033507   0.000019507
       964.0   0.000044640   0.000022109
       965.0   0.000059173   0.000029647
       966.0   0.000078440   0.000025177
       967.0   0.000121288   0.000018434
       968.0   0.000158592   0.000025396
       969.0   0.000219778   0.000041372
       970.0   0.000301567   0.000045246
       971.0   0.000427234   0.000057150
       972.0   0.000552734   0.000056198
       973.0   0.000717815   0.000051842
       974.0   0.000881290   0.000069705
       975.0   0.001010935   0.000044231
       976.0   0.001318120   0.000022573
       977.0   0.001499850   0.000096380
       978.0   0.001579071   0.000053352
       979.0   0.001959586   0.000082150
       980.0   0.002450594   0.000046179
       981.0   0.002518989   0.000057513
       982.0   0.003477518   0.000064089
       983.0   0.005492208   0.000054860
       984.0   0.006805691   0.000079434
       985.0   0.007914202   0.000112809
       986.0   0.009883835   0.000014159
       987.0   0.012123111   0.000054870
       988.0   0.015777227   0.000055189
       989.0   0.020612270   0.000061743
       990.0   0.026057644   0.000085219
       991.0   0.034104776   0.000058733
       992.0   0.045070071   0.000039848
       993.0   0.060902085   0.000092922
       994.0   0.083867826   0.000052455
       995.0   0.117534429   0.000092683
       996.0   0.163566455   0.000090017
       997.0   0.226504520   0.000114319
       998.0   0.307652652   0.000077475
       999.0   0.406164199   0.000075411
      1000.0   0.514562964   0.000066379
      1001.0   0.622736573   0.000118182
      1002.0   0.721335888   0.000116258
      1003.0   0.799066961   0.000112917
      1004.0   0.848866463   0.000095552
      1005.0   0.871932268   0.000108455
      1006.0   0.874032795   0.000173048
      1007.0   0.863161087   0.000148515
      1008.0   0.847993314   0.000146830
      1009.0   0.833115697   0.000161772
      1010.0   0.821960926   0.000162620
      1011.0   0.815867364   0.000184643
      1012.0   0.814531684   0.000202941
      1013.0   0.815911293   0.000228291
      1014.0   0.819004178   0.000283188
      1015.0   0.822660387   0.000301530
      1016.0   0.826234519   0.000315162
      1017.0   0.827977240   0.000358949
      1018.0   0.828256786   0.000425529
      1019.0   0.826821983   0.000476049
      1020.0   0.824270785   0.000546963
      1021.0   0.820708275   0.000560804
      1022.0   0.816978574   0.000703886
      1023.0   0.814056635   0.000861261
      1024.0   0.812440217   0.000961610
      1025.0   0.811757982   0.001093283
      1026.0   0.811638594   0.001353476
      1027.0   0.813053012   0.001666539
      1028.0   0.816055238   0.001996906
      1029.0   0.819247842   0.002459811
      1030.0   0.822501540   0.002940231
      1031.0   0.825503647   0.003397678
      1032.0   0.827782035   0.003926093
      1033.0   0.829086900   0.004543480
      1034.0   0.829699814   0.005314282
      1035.0   0.830249667   0.006347212
      1036.0   0.831018090   0.007494360
      1037.0   0.833626807   0.009781931
      1038.0   0.838797688   0.012601384
      1039.0   0.846948862   0.016074726
      1040.0   0.857855678   0.019796975
      1041.0   0.870046318   0.025187396
      1042.0   0.879395366   0.031996857
      1043.0   0.880090475   0.041529838
      1044.0   0.865546584   0.054850809
      1045.0   0.827994347   0.074371509
      1046.0   0.766874969   0.101458170
      1047.0   0.684376538   0.138382137
      1048.0   0.586459279   0.190913454
      1049.0   0.477575094   0.258657396
      1050.0   0.374539524   0.347110599
      1051.0   0.285717010   0.451711804
      1052.0   0.213751808   0.567751467
      1053.0   0.155420378   0.681207597
      1054.0   0.113402553   0.779786348
      1055.0   0.083283573   0.853212714
      1056.0   0.062280592   0.899003804
      1057.0   0.046688233   0.918243945
      1058.0   0.035820503   0.918611705
      1059.0   0.027757289   0.908925831
      1060.0   0.021181077   0.897027493
      1061.0   0.016426330   0.888347507
      1062.0   0.013765236   0.882431269
      1063.0   0.011168661   0.882067382
      1064.0   0.008815059   0.885847867
      1065.0   0.006628818   0.891855121
      1066.0   0.005124252   0.899630725
      1067.0   0.003817800   0.907238066
      1068.0   0.003043666   0.914224565
      1069.0   0.002965428   0.918631852
      1070.0   0.003204932   0.921301305
      1071.0   0.003186501   0.921952665
      1072.0   0.002961758   0.921137512
      1073.0   0.002343745   0.919364989
      1074.0   0.001875431   0.917336702
      1075.0   0.001298450   0.915103018
      1076.0   0.000338954   0.913720548
      1077.0   0.001104692   0.913568258
      1078.0   0.001510084   0.913859665
      1079.0   0.001278365   0.914961934
      1080.0   0.001078122   0.915876627
      1081.0   0.000914751   0.915992618
      1082.0   0.000767270   0.915184557
      1083.0   0.000667693   0.912452698
      1084.0   0.000617271   0.908148885
      1085.0   0.000547267   0.902225912
      1086.0   0.000478748   0.894879580
      1087.0   0.000437423   0.886369944
      1088.0   0.000389948   0.878947914
      1089.0   0.000338821   0.872855783
      1090.0   0.000312593   0.869108677
      1091.0   0.000289513   0.869051278
      1092.0   0.000258373   0.872702241
      1093.0   0.000230534   0.880138159
      1094.0   0.000221471   0.891342163
      1095.0   0.000206701   0.903614521
      1096.0   0.000192020   0.911952138
      1097.0   0.000170370   0.911177576
      1098.0   0.000144260   0.893111885
      1099.0   0.000134802   0.850007534
      1100.0   0.000132333   0.778532803
      1101.0   0.000123402   0.684497118
      1102.0   0.000116550   0.569274366
      1103.0   0.000099763   0.452140033
      1104.0   0.000091376   0.341603637
      1105.0   0.000077576   0.250874341
      1106.0   0.000066937   0.176301181
      1107.0   0.000069543   0.122822978
      1108.0   0.000061915   0.083607815
      1109.0   0.000047166   0.057210665
      1110.0   0.000041471   0.038952593
      1111.0   0.000034807   0.026250288
      1112.0   0.000033661   0.017269926
      1113.0   0.000031480   0.012194675
      1114.0   0.000022289   0.008531409
      1115.0   0.000016127   0.005768475
      1116.0   0.000014912   0.003748006
      1117.0   0.000013483   0.002644542
      1118.0   0.000012416   0.001884700
      1119.0   0.000010945   0.001191397
      1120.0   0.000007057   0.000705401
      1121.0   0.000004904   0.000513101
      1122.0   0.000004818   0.000436740
      1123.0   0.000003770   0.000362932
      1124.0   0.000003250   0.000220351
      1125.0   0.000003690   0.000196416
      1126.0   0.000003827   0.000110339
      1127.0   0.000003225   0.000084287
      1128.0   0.000002297   0.000068301
      1129.0   0.000001656   0.000058609
      1130.0   0.000001595   0.000051934
      1131.0   0.000001713   0.000040181
      1132.0   0.000001462   0.000032947
      1133.0   0.000001200   0.000031308
      1134.0   0.000001062   0.000008634
      1135.0   0.000000913   0.000022598
      1136.0   0.000000805   0.000017204
      1137.0   0.000000758   0.000013804
      1138.0   0.000000661   0.000010440
      1139.0   0.000000624   0.000008144
      1140.0   0.000000470   0.000006357
      1141.0   0.000000376   0.000004970
      1142.0   0.000000332   0.000004265
      1143.0   0.000000375   0.000003504
      1144.0   0.000000331   0.000002544
      1145.0   0.000000313   0.000001978
      1146.0   0.000000315   0.000001714
      1147.0   0.000000354   0.000001620
      1148.0   0.000000339   0.000001392
      1149.0   0.000000296   0.000001224
      1150.0   0.000000256   0.000001025
      1151.0   0.000000247   0.000000878
      1152.0   0.000000232   0.000000787
      1153.0   0.000000245   0.000000686
      1154.0   0.000000229   0.000000585
      1155.0   0.000000232   0.000000504
      1156.0   0.000000228   0.000000435
      1157.0   0.000000204   0.000000368
      1158.0   0.000000202   0.000000295
      1159.0   0.000000194   0.000000277
      1160.0   0.000000188   0.000000267
      1161.0   0.000000191   0.000000260
      1162.0   0.000000192   0.000000192
      1163.0   0.000000173   0.000000179
      1164.0   0.000000167   0.000000165
      1165.0   0.000000163   0.000000130
      1166.0   0.000000141   0.000000118
      1167.0   0.000000137   0.000000092
      1168.0   0.000000142   0.000000086
      1169.0   0.000000131   0.000000082
      1170.0   0.000000124   0.000000072
      1171.0   0.000000135   0.000000061
      1172.0   0.000000137   0.000000054
      1173.0   0.000000132   0.000000046
      1174.0   0.000000128   0.000000046
      1175.0   0.000000129   0.000000046
      1176.0   0.000000134   0.000000045
      1177.0   0.000000140   0.000000034
      1178.0   0.000000145   0.000000035
      1179.0   0.000000150   0.000000033
      1180.0   0.000000160   0.000000030
      1181.0   0.000000160   0.000000030
      1182.0   0.000000177   0.000000026
      1183.0   0.000000197   0.000000031
      1184.0   0.000000215   0.000000029
      1185.0   0.000000240   0.000000021
      1186.0   0.000000238   0.000000026
      1187.0   0.000000239   0.000000023
      1188.0   0.000000274   0.000000023
      1189.0   0.000000294   0.000000021
      1190.0   0.000000342   0.000000021
      1191.0   0.000000358   0.000000024
      1192.0   0.000000424   0.000000019
      1193.0   0.000000427   0.000000022
      1194.0   0.000000458   0.000000018
      1195.0   0.000000520   0.000000017
      1196.0   0.000000612   0.000000016
