#                                                          
# SPHERE/IRDIS DB D_K12 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_K1          D_K2                          
#                                                          
       818.0   0.000000000   0.000000000
       819.0   0.000000000   0.000000000
       820.0   0.000000000   0.000000000
       821.0   0.000000000   0.000000000
       822.0   0.000000000   0.000000000
       823.0   0.000000000   0.000000000
       824.0   0.000000000   0.000000000
       825.0   0.000000000   0.000000000
       826.0   0.000000000   0.000000000
       827.0   0.000000000   0.000000000
       828.0   0.000000000   0.000000000
       829.0   0.000000000   0.000000000
       830.0   0.000000000   0.000000000
       831.0   0.000000000   0.000000000
       832.0   0.000000000   0.000000000
       833.0   0.000000000   0.000000000
       834.0   0.000000000   0.000000000
       835.0   0.000000000   0.000000000
       836.0   0.000000000   0.000000000
       837.0   0.000000000   0.000000000
       838.0   0.000000000   0.000000000
       839.0   0.000000000   0.000000000
       840.0   0.000000000   0.000000000
       841.0   0.000000000   0.000000000
       842.0   0.000000000   0.000000000
       843.0   0.000000000   0.000000000
       844.0   0.000000000   0.000000000
       845.0   0.000000000   0.000000000
       846.0   0.000000000   0.000000000
       847.0   0.000000000   0.000000000
       848.0   0.000000000   0.000000000
       849.0   0.000000000   0.000000000
       850.0   0.000000000   0.000000000
       851.0   0.000000000   0.000000000
       852.0   0.000000000   0.000000000
       853.0   0.000000000   0.000000000
       854.0   0.000000000   0.000000000
       855.0   0.000000000   0.000000000
       856.0   0.000000000   0.000000000
       857.0   0.000000000   0.000000000
       858.0   0.000000000   0.000000000
       859.0   0.000000000   0.000000000
       860.0   0.000000000   0.000000000
       861.0   0.000000000   0.000000000
       862.0   0.000000000   0.000000001
       863.0   0.000000001   0.000000001
       864.0   0.000000001   0.000000001
       865.0   0.000000001   0.000000001
       866.0   0.000000001   0.000000001
       867.0   0.000000001   0.000000001
       868.0   0.000000001   0.000000001
       869.0   0.000000001   0.000000001
       870.0   0.000000001   0.000000001
       871.0   0.000000001   0.000000001
       872.0   0.000000001   0.000000001
       873.0   0.000000001   0.000000001
       874.0   0.000000001   0.000000001
       875.0   0.000000002   0.000000002
       876.0   0.000000001   0.000000001
       877.0   0.000000002   0.000000001
       878.0   0.000000002   0.000000001
       879.0   0.000000001   0.000000001
       880.0   0.000000001   0.000000001
       881.0   0.000000001   0.000000001
       882.0   0.000000001   0.000000001
       883.0   0.000000002   0.000000001
       884.0   0.000000001   0.000000001
       885.0   0.000000001   0.000000001
       886.0   0.000000001   0.000000001
       887.0   0.000000001   0.000000001
       888.0   0.000000001   0.000000001
       889.0   0.000000001   0.000000001
       890.0   0.000000001   0.000000001
       891.0   0.000000001   0.000000001
       892.0   0.000000001   0.000000001
       893.0   0.000000001   0.000000001
       894.0   0.000000001   0.000000001
       895.0   0.000000002   0.000000001
       896.0   0.000000001   0.000000001
       897.0   0.000000001   0.000000001
       898.0   0.000000001   0.000000001
       899.0   0.000000001   0.000000001
       900.0   0.000000001   0.000000001
       901.0   0.000000001   0.000000001
       902.0   0.000000001   0.000000001
       903.0   0.000000001   0.000000001
       904.0   0.000000001   0.000000002
       905.0   0.000000001   0.000000001
       906.0   0.000000001   0.000000001
       907.0   0.000000001   0.000000001
       908.0   0.000000001   0.000000001
       909.0   0.000000001   0.000000001
       910.0   0.000000001   0.000000001
       911.0   0.000000001   0.000000001
       912.0   0.000000001   0.000000001
       913.0   0.000000001   0.000000001
       914.0   0.000000001   0.000000001
       915.0   0.000000001   0.000000001
       916.0   0.000000001   0.000000001
       917.0   0.000000001   0.000000001
       918.0   0.000000001   0.000000001
       919.0   0.000000001   0.000000001
       920.0   0.000000001   0.000000001
       921.0   0.000000001   0.000000001
       922.0   0.000000001   0.000000001
       923.0   0.000000001   0.000000001
       924.0   0.000000001   0.000000001
       925.0   0.000000001   0.000000001
       926.0   0.000000001   0.000000001
       927.0   0.000000001   0.000000001
       928.0   0.000000001   0.000000001
       929.0   0.000000001   0.000000001
       930.0   0.000000001   0.000000001
       931.0   0.000000001   0.000000001
       932.0   0.000000001   0.000000001
       933.0   0.000000001   0.000000001
       934.0   0.000000001   0.000000001
       935.0   0.000000001   0.000000001
       936.0   0.000000001   0.000000001
       937.0   0.000000001   0.000000001
       938.0   0.000000001   0.000000001
       939.0   0.000000001   0.000000002
       940.0   0.000000001   0.000000001
       941.0   0.000000001   0.000000002
       942.0   0.000000001   0.000000001
       943.0   0.000000001   0.000000001
       944.0   0.000000001   0.000000001
       945.0   0.000000001   0.000000001
       946.0   0.000000001   0.000000001
       947.0   0.000000001   0.000000001
       948.0   0.000000001   0.000000001
       949.0   0.000000002   0.000000002
       950.0   0.000000001   0.000000001
       951.0   0.000000001   0.000000001
       952.0   0.000000001   0.000000001
       953.0   0.000000001   0.000000001
       954.0   0.000000001   0.000000001
       955.0   0.000000001   0.000000001
       956.0   0.000000001   0.000000001
       957.0   0.000000001   0.000000001
       958.0   0.000000001   0.000000001
       959.0   0.000000001   0.000000001
       960.0   0.000000001   0.000000001
       961.0   0.000000001   0.000000001
       962.0   0.000000002   0.000000001
       963.0   0.000000001   0.000000001
       964.0   0.000000001   0.000000001
       965.0   0.000000001   0.000000001
       966.0   0.000000001   0.000000001
       967.0   0.000000001   0.000000001
       968.0   0.000000001   0.000000001
       969.0   0.000000001   0.000000001
       970.0   0.000000001   0.000000001
       971.0   0.000000001   0.000000001
       972.0   0.000000001   0.000000001
       973.0   0.000000001   0.000000001
       974.0   0.000000001   0.000000001
       975.0   0.000000001   0.000000001
       976.0   0.000000001   0.000000001
       977.0   0.000000001   0.000000001
       978.0   0.000000002   0.000000001
       979.0   0.000000001   0.000000001
       980.0   0.000000001   0.000000001
       981.0   0.000000001   0.000000001
       982.0   0.000000001   0.000000001
       983.0   0.000000001   0.000000001
       984.0   0.000000001   0.000000001
       985.0   0.000000001   0.000000001
       986.0   0.000000001   0.000000001
       987.0   0.000000001   0.000000001
       988.0   0.000000001   0.000000001
       989.0   0.000000001   0.000000001
       990.0   0.000000001   0.000000001
       991.0   0.000000001   0.000000001
       992.0   0.000000001   0.000000001
       993.0   0.000000001   0.000000001
       994.0   0.000000001   0.000000001
       995.0   0.000000001   0.000000001
       996.0   0.000000001   0.000000001
       997.0   0.000000001   0.000000001
       998.0   0.000000001   0.000000001
       999.0   0.000000001   0.000000001
      1000.0   0.000000001   0.000000001
      1001.0   0.000000002   0.000000001
      1002.0   0.000000002   0.000000001
      1003.0   0.000000001   0.000000001
      1004.0   0.000000019   0.000000016
      1005.0   0.000000000   0.000000000
      1006.0   0.000000000   0.000000000
      1007.0   0.000000008   0.000000007
      1008.0   0.000000000   0.000000000
      1009.0   0.000000003   0.000000003
      1010.0   0.000000005   0.000000005
      1011.0   0.000000000   0.000000000
      1012.0   0.000000000   0.000000000
      1013.0   0.000000000   0.000000000
      1014.0   0.000000000   0.000000000
      1015.0   0.000000010   0.000000009
      1016.0   0.000000000   0.000000000
      1017.0   0.000000005   0.000000005
      1018.0   0.000000015   0.000000015
      1019.0   0.000000000   0.000000000
      1020.0   0.000000000   0.000000000
      1021.0   0.000000000   0.000000000
      1022.0   0.000000002   0.000000002
      1023.0   0.000000013   0.000000014
      1024.0   0.000000006   0.000000007
      1025.0   0.000000006   0.000000006
      1026.0   0.000000000   0.000000000
      1027.0   0.000000000   0.000000000
      1028.0   0.000000007   0.000000008
      1029.0   0.000000000   0.000000000
      1030.0   0.000000003   0.000000004
      1031.0   0.000000006   0.000000006
      1032.0   0.000000002   0.000000002
      1033.0   0.000000000   0.000000000
      1034.0   0.000000000   0.000000000
      1035.0   0.000000000   0.000000000
      1036.0   0.000000007   0.000000007
      1037.0   0.000000005   0.000000005
      1038.0   0.000000012   0.000000013
      1039.0   0.000000015   0.000000015
      1040.0   0.000000013   0.000000013
      1041.0   0.000000002   0.000000002
      1042.0   0.000000020   0.000000021
      1043.0   0.000000021   0.000000022
      1044.0   0.000000032   0.000000034
      1045.0   0.000000045   0.000000048
      1046.0   0.000000032   0.000000035
      1047.0   0.000000056   0.000000061
      1048.0   0.000000080   0.000000088
      1049.0   0.000000096   0.000000106
      1050.0   0.000000068   0.000000075
      1051.0   0.000000086   0.000000095
      1052.0   0.000000113   0.000000122
      1053.0   0.000000170   0.000000179
      1054.0   0.000000106   0.000000109
      1055.0   0.000000191   0.000000190
      1056.0   0.000000201   0.000000191
      1057.0   0.000000162   0.000000149
      1058.0   0.000000272   0.000000240
      1059.0   0.000000312   0.000000265
      1060.0   0.000000266   0.000000218
      1061.0   0.000000337   0.000000270
      1062.0   0.000000368   0.000000289
      1063.0   0.000000413   0.000000322
      1064.0   0.000000261   0.000000203
      1065.0   0.000000337   0.000000264
      1066.0   0.000000485   0.000000386
      1067.0   0.000000375   0.000000305
      1068.0   0.000000353   0.000000295
      1069.0   0.000000293   0.000000253
      1070.0   0.000000248   0.000000221
      1071.0   0.000000305   0.000000282
      1072.0   0.000000236   0.000000225
      1073.0   0.000000372   0.000000366
      1074.0   0.000000456   0.000000460
      1075.0   0.000000453   0.000000467
      1076.0   0.000000441   0.000000461
      1077.0   0.000000303   0.000000320
      1078.0   0.000000235   0.000000247
      1079.0   0.000000523   0.000000549
      1080.0   0.000000426   0.000000444
      1081.0   0.000000500   0.000000516
      1082.0   0.000000387   0.000000395
      1083.0   0.000000246   0.000000249
      1084.0   0.000000531   0.000000532
      1085.0   0.000000399   0.000000398
      1086.0   0.000000289   0.000000288
      1087.0   0.000000476   0.000000477
      1088.0   0.000000332   0.000000335
      1089.0   0.000000380   0.000000388
      1090.0   0.000000443   0.000000459
      1091.0   0.000000372   0.000000392
      1092.0   0.000000415   0.000000444
      1093.0   0.000000314   0.000000340
      1094.0   0.000000350   0.000000383
      1095.0   0.000000284   0.000000312
      1096.0   0.000000337   0.000000371
      1097.0   0.000000493   0.000000542
      1098.0   0.000000440   0.000000481
      1099.0   0.000000291   0.000000314
      1100.0   0.000000263   0.000000279
      1101.0   0.000000304   0.000000318
      1102.0   0.000000373   0.000000382
      1103.0   0.000000369   0.000000371
      1104.0   0.000000369   0.000000366
      1105.0   0.000000433   0.000000424
      1106.0   0.000000349   0.000000340
      1107.0   0.000000293   0.000000285
      1108.0   0.000000276   0.000000269
      1109.0   0.000000285   0.000000280
      1110.0   0.000000293   0.000000293
      1111.0   0.000000322   0.000000328
      1112.0   0.000000308   0.000000321
      1113.0   0.000000397   0.000000422
      1114.0   0.000000320   0.000000347
      1115.0   0.000000271   0.000000300
      1116.0   0.000000238   0.000000268
      1117.0   0.000000177   0.000000201
      1118.0   0.000000191   0.000000217
      1119.0   0.000000344   0.000000391
      1120.0   0.000000374   0.000000422
      1121.0   0.000000441   0.000000490
      1122.0   0.000000364   0.000000398
      1123.0   0.000000323   0.000000345
      1124.0   0.000000342   0.000000357
      1125.0   0.000000254   0.000000259
      1126.0   0.000000266   0.000000267
      1127.0   0.000000215   0.000000212
      1128.0   0.000000300   0.000000293
      1129.0   0.000000376   0.000000365
      1130.0   0.000000387   0.000000377
      1131.0   0.000000338   0.000000332
      1132.0   0.000000356   0.000000357
      1133.0   0.000000342   0.000000351
      1134.0   0.000000367   0.000000388
      1135.0   0.000000362   0.000000397
      1136.0   0.000000250   0.000000284
      1137.0   0.000000275   0.000000324
      1138.0   0.000000228   0.000000278
      1139.0   0.000000251   0.000000315
      1140.0   0.000000283   0.000000364
      1141.0   0.000000279   0.000000366
      1142.0   0.000000349   0.000000463
      1143.0   0.000000331   0.000000441
      1144.0   0.000000310   0.000000411
      1145.0   0.000000344   0.000000452
      1146.0   0.000000342   0.000000442
      1147.0   0.000000378   0.000000477
      1148.0   0.000000477   0.000000583
      1149.0   0.000000543   0.000000644
      1150.0   0.000000632   0.000000725
      1151.0   0.000000705   0.000000781
      1152.0   0.000000768   0.000000824
      1153.0   0.000000869   0.000000904
      1154.0   0.000000938   0.000000949
      1155.0   0.000001044   0.000001029
      1156.0   0.000001177   0.000001137
      1157.0   0.000001281   0.000001217
      1158.0   0.000001365   0.000001281
      1159.0   0.000001395   0.000001300
      1160.0   0.000001471   0.000001368
      1161.0   0.000001660   0.000001543
      1162.0   0.000001726   0.000001609
      1163.0   0.000001833   0.000001718
      1164.0   0.000001949   0.000001838
      1165.0   0.000002039   0.000001936
      1166.0   0.000002059   0.000001966
      1167.0   0.000002146   0.000002057
      1168.0   0.000002297   0.000002203
      1169.0   0.000002388   0.000002289
      1170.0   0.000002342   0.000002240
      1171.0   0.000002561   0.000002438
      1172.0   0.000002583   0.000002446
      1173.0   0.000002349   0.000002209
      1174.0   0.000002333   0.000002176
      1175.0   0.000002464   0.000002281
      1176.0   0.000002421   0.000002229
      1177.0   0.000002579   0.000002366
      1178.0   0.000002708   0.000002477
      1179.0   0.000002682   0.000002453
      1180.0   0.000002718   0.000002494
      1181.0   0.000002896   0.000002675
      1182.0   0.000003185   0.000002966
      1183.0   0.000003249   0.000003058
      1184.0   0.000003638   0.000003468
      1185.0   0.000003811   0.000003681
      1186.0   0.000003884   0.000003809
      1187.0   0.000004582   0.000004554
      1188.0   0.000005142   0.000005175
      1189.0   0.000005232   0.000005317
      1190.0   0.000005340   0.000005468
      1191.0   0.000005580   0.000005735
      1192.0   0.000005885   0.000006055
      1193.0   0.000006097   0.000006261
      1194.0   0.000006300   0.000006429
      1195.0   0.000007134   0.000007223
      1196.0   0.000007143   0.000007157
