#                                                          
# SPHERE/IRDIS DB D_J23 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_J2          D_J3                          
#                                                          
       818.0   0.000000000   0.000000000
       819.0   0.000000000   0.000000000
       820.0   0.000000000   0.000000000
       821.0   0.000000000   0.000000000
       822.0   0.000000000   0.000000000
       823.0   0.000000000   0.000000000
       824.0   0.000000001   0.000000000
       825.0   0.000000001   0.000000001
       826.0   0.000000001   0.000000001
       827.0   0.000000001   0.000000001
       828.0   0.000000001   0.000000001
       829.0   0.000000001   0.000000000
       830.0   0.000000000   0.000000000
       831.0   0.000000000   0.000000000
       832.0   0.000000001   0.000000000
       833.0   0.000000005   0.000000002
       834.0   0.000000012   0.000000004
       835.0   0.000000018   0.000000006
       836.0   0.000000035   0.000000012
       837.0   0.000000038   0.000000013
       838.0   0.000000012   0.000000004
       839.0   0.000000030   0.000000011
       840.0   0.000000017   0.000000007
       841.0   0.000000030   0.000000014
       842.0   0.000000020   0.000000010
       843.0   0.000000020   0.000000011
       844.0   0.000000028   0.000000018
       845.0   0.000000034   0.000000024
       846.0   0.000000057   0.000000046
       847.0   0.000000081   0.000000072
       848.0   0.000000116   0.000000112
       849.0   0.000000181   0.000000186
       850.0   0.000000380   0.000000411
       851.0   0.000000999   0.000001106
       852.0   0.000002210   0.000002457
       853.0   0.000002467   0.000002703
       854.0   0.000001112   0.000001185
       855.0   0.000000404   0.000000415
       856.0   0.000000237   0.000000235
       857.0   0.000000162   0.000000157
       858.0   0.000000156   0.000000148
       859.0   0.000000186   0.000000173
       860.0   0.000000666   0.000000609
       861.0   0.000001676   0.000001518
       862.0   0.000001309   0.000001183
       863.0   0.000000273   0.000000249
       864.0   0.000000000   0.000000000
       865.0   0.000000000   0.000000000
       866.0   0.000000000   0.000000000
       867.0   0.000000000   0.000000000
       868.0   0.000000409   0.000000422
       869.0   0.000000270   0.000000288
       870.0   0.000000000   0.000000000
       871.0   0.000002271   0.000002607
       872.0   0.000001713   0.000002033
       873.0   0.000000000   0.000000000
       874.0   0.000000000   0.000000000
       875.0   0.000000275   0.000000353
       876.0   0.000000348   0.000000456
       877.0   0.000000000   0.000000000
       878.0   0.000000428   0.000000576
       879.0   0.000000324   0.000000437
       880.0   0.000000207   0.000000279
       881.0   0.000001762   0.000002376
       882.0   0.000000000   0.000000000
       883.0   0.000000000   0.000000000
       884.0   0.000000002   0.000000002
       885.0   0.000001567   0.000002010
       886.0   0.000000000   0.000000000
       887.0   0.000000000   0.000000000
       888.0   0.000000000   0.000000000
       889.0   0.000001209   0.000001398
       890.0   0.000000610   0.000000686
       891.0   0.000001347   0.000001475
       892.0   0.000000104   0.000000111
       893.0   0.000000327   0.000000347
       894.0   0.000000208   0.000000222
       895.0   0.000000422   0.000000454
       896.0   0.000000165   0.000000182
       897.0   0.000000000   0.000000000
       898.0   0.000000115   0.000000140
       899.0   0.000000325   0.000000423
       900.0   0.000000000   0.000000000
       901.0   0.000000116   0.000000178
       902.0   0.000000096   0.000000162
       903.0   0.000000005   0.000000010
       904.0   0.000000000   0.000000000
       905.0   0.000000037   0.000000082
       906.0   0.000000000   0.000000000
       907.0   0.000000000   0.000000000
       908.0   0.000000045   0.000000120
       909.0   0.000000087   0.000000244
       910.0   0.000000000   0.000000000
       911.0   0.000000000   0.000000000
       912.0   0.000000060   0.000000174
       913.0   0.000000000   0.000000000
       914.0   0.000000000   0.000000000
       915.0   0.000000021   0.000000054
       916.0   0.000000168   0.000000399
       917.0   0.000000120   0.000000258
       918.0   0.000000034   0.000000066
       919.0   0.000000000   0.000000000
       920.0   0.000000000   0.000000000
       921.0   0.000000000   0.000000000
       922.0   0.000000146   0.000000174
       923.0   0.000000151   0.000000169
       924.0   0.000000000   0.000000000
       925.0   0.000000000   0.000000000
       926.0   0.000000000   0.000000000
       927.0   0.000000000   0.000000000
       928.0   0.000000019   0.000000032
       929.0   0.000000000   0.000000000
       930.0   0.000000030   0.000000076
       931.0   0.000000065   0.000000200
       932.0   0.000000053   0.000000197
       933.0   0.000000000   0.000000000
       934.0   0.000000000   0.000000000
       935.0   0.000000022   0.000000133
       936.0   0.000000035   0.000000232
       937.0   0.000000011   0.000000083
       938.0   0.000000014   0.000000110
       939.0   0.000000000   0.000000000
       940.0   0.000000000   0.000000000
       941.0   0.000000014   0.000000138
       942.0   0.000000000   0.000000000
       943.0   0.000000005   0.000000051
       944.0   0.000000000   0.000000000
       945.0   0.000000000   0.000000005
       946.0   0.000000006   0.000000060
       947.0   0.000000009   0.000000100
       948.0   0.000000006   0.000000059
       949.0   0.000000000   0.000000000
       950.0   0.000000000   0.000000000
       951.0   0.000000001   0.000000006
       952.0   0.000000004   0.000000032
       953.0   0.000000007   0.000000049
       954.0   0.000000001   0.000000008
       955.0   0.000000000   0.000000000
       956.0   0.000000003   0.000000012
       957.0   0.000000000   0.000000000
       958.0   0.000000000   0.000000000
       959.0   0.000000045   0.000000078
       960.0   0.000000145   0.000000191
       961.0   0.000000091   0.000000094
       962.0   0.000000018   0.000000016
       963.0   0.000000112   0.000000093
       964.0   0.000000098   0.000000083
       965.0   0.000000052   0.000000049
       966.0   0.000000046   0.000000051
       967.0   0.000000000   0.000000000
       968.0   0.000000000   0.000000000
       969.0   0.000000000   0.000000000
       970.0   0.000000000   0.000000000
       971.0   0.000000000   0.000000000
       972.0   0.000000000   0.000000000
       973.0   0.000000005   0.000000017
       974.0   0.000000028   0.000000100
       975.0   0.000000033   0.000000126
       976.0   0.000000018   0.000000071
       977.0   0.000000000   0.000000000
       978.0   0.000000000   0.000000000
       979.0   0.000000033   0.000000130
       980.0   0.000000124   0.000000454
       981.0   0.000000149   0.000000484
       982.0   0.000000000   0.000000000
       983.0   0.000000000   0.000000000
       984.0   0.000000204   0.000000345
       985.0   0.000000224   0.000000288
       986.0   0.000000000   0.000000000
       987.0   0.000000000   0.000000000
       988.0   0.000000000   0.000000000
       989.0   0.000000669   0.000000515
       990.0   0.000000000   0.000000000
       991.0   0.000000000   0.000000000
       992.0   0.000000324   0.000000367
       993.0   0.000000172   0.000000225
       994.0   0.000000090   0.000000131
       995.0   0.000000153   0.000000245
       996.0   0.000000237   0.000000401
       997.0   0.000000120   0.000000203
       998.0   0.000000136   0.000000227
       999.0   0.000000356   0.000000573
      1000.0   0.000000447   0.000000666
      1001.0   0.000000634   0.000000844
      1002.0   0.000000858   0.000000979
      1003.0   0.000000647   0.000000588
      1004.0   0.000002710   0.000001804
      1005.0   0.000003068   0.000001384
      1006.0   0.000003045   0.000000963
      1007.0   0.000004711   0.000001219
      1008.0   0.000003904   0.000001032
      1009.0   0.000003949   0.000001403
      1010.0   0.000002891   0.000001834
      1011.0   0.000001279   0.000001765
      1012.0   0.000000567   0.000001789
      1013.0   0.000000364   0.000002650
      1014.0   0.000000269   0.000004098
      1015.0   0.000000115   0.000003544
      1016.0   0.000000091   0.000005322
      1017.0   0.000000085   0.000007066
      1018.0   0.000000063   0.000009057
      1019.0   0.000000034   0.000009966
      1020.0   0.000000026   0.000007427
      1021.0   0.000000033   0.000008715
      1022.0   0.000000034   0.000012107
      1023.0   0.000000024   0.000009996
      1024.0   0.000000010   0.000006654
      1025.0   0.000000000   0.000006802
      1026.0   0.000000006   0.000005276
      1027.0   0.000000038   0.000003084
      1028.0   0.000000029   0.000003976
      1029.0   0.000000017   0.000003152
      1030.0   0.000000011   0.000002251
      1031.0   0.000000008   0.000002271
      1032.0   0.000000007   0.000002428
      1033.0   0.000000006   0.000002388
      1034.0   0.000000006   0.000002657
      1035.0   0.000000007   0.000003906
      1036.0   0.000000006   0.000004050
      1037.0   0.000000005   0.000004151
      1038.0   0.000000005   0.000005577
      1039.0   0.000000005   0.000007203
      1040.0   0.000000006   0.000011131
      1041.0   0.000000005   0.000013660
      1042.0   0.000000006   0.000019049
      1043.0   0.000000006   0.000024982
      1044.0   0.000000004   0.000031256
      1045.0   0.000000006   0.000040278
      1046.0   0.000000006   0.000039322
      1047.0   0.000000004   0.000045514
      1048.0   0.000000004   0.000042498
      1049.0   0.000000003   0.000033937
      1050.0   0.000000003   0.000030597
      1051.0   0.000000005   0.000027092
      1052.0   0.000000004   0.000023678
      1053.0   0.000000006   0.000019512
      1054.0   0.000000007   0.000015867
      1055.0   0.000000005   0.000014076
      1056.0   0.000000005   0.000013783
      1057.0   0.000000013   0.000013572
      1058.0   0.000000007   0.000012831
      1059.0   0.000000009   0.000012473
      1060.0   0.000000005   0.000011323
      1061.0   0.000000011   0.000012066
      1062.0   0.000000004   0.000012493
      1063.0   0.000000012   0.000013903
      1064.0   0.000000007   0.000013095
      1065.0   0.000000020   0.000013220
      1066.0   0.000000008   0.000013676
      1067.0   0.000000024   0.000014282
      1068.0   0.000000017   0.000014526
      1069.0   0.000000019   0.000018497
      1070.0   0.000000013   0.000023195
      1071.0   0.000000008   0.000031597
      1072.0   0.000000010   0.000048477
      1073.0   0.000000019   0.000085942
      1074.0   0.000000014   0.000161556
      1075.0   0.000000029   0.000256816
      1076.0   0.000000013   0.000327675
      1077.0   0.000000001   0.000385603
      1078.0   0.000000034   0.000354998
      1079.0   0.000000023   0.000315710
      1080.0   0.000000002   0.000227332
      1081.0   0.000000059   0.000176632
      1082.0   0.000000020   0.000095251
      1083.0   0.000000030   0.000052309
      1084.0   0.000000075   0.000029701
      1085.0   0.000000054   0.000015109
      1086.0   0.000000009   0.000011657
      1087.0   0.000000024   0.000006724
      1088.0   0.000000158   0.000007047
      1089.0   0.000000033   0.000005109
      1090.0   0.000000089   0.000001080
      1091.0   0.000000061   0.000000000
      1092.0   0.000000034   0.000000000
      1093.0   0.000000037   0.000002543
      1094.0   0.000000227   0.000011649
      1095.0   0.000000119   0.000015189
      1096.0   0.000000061   0.000013225
      1097.0   0.000000188   0.000011496
      1098.0   0.000000335   0.000000000
      1099.0   0.000000266   0.000000000
      1100.0   0.000000361   0.000004030
      1101.0   0.000000326   0.000009099
      1102.0   0.000000808   0.000007214
      1103.0   0.000000724   0.000007245
      1104.0   0.000000389   0.000007516
      1105.0   0.000000978   0.000007101
      1106.0   0.000001332   0.000007133
      1107.0   0.000001678   0.000007098
      1108.0   0.000002180   0.000006674
      1109.0   0.000002275   0.000006799
      1110.0   0.000002273   0.000007803
      1111.0   0.000002918   0.000008393
      1112.0   0.000004551   0.000006413
      1113.0   0.000006078   0.000006934
      1114.0   0.000006501   0.000007701
      1115.0   0.000007807   0.000007431
      1116.0   0.000012158   0.000008372
      1117.0   0.000012663   0.000011874
      1118.0   0.000020028   0.000013553
      1119.0   0.000028295   0.000007816
      1120.0   0.000034104   0.000011183
      1121.0   0.000032838   0.000010173
      1122.0   0.000060055   0.000008523
      1123.0   0.000074756   0.000013715
      1124.0   0.000092656   0.000011971
      1125.0   0.000114863   0.000011898
      1126.0   0.000139324   0.000015760
      1127.0   0.000164883   0.000024133
      1128.0   0.000201823   0.000008317
      1129.0   0.000255013   0.000018892
      1130.0   0.000296602   0.000021463
      1131.0   0.000313541   0.000012948
      1132.0   0.000437398   0.000006250
      1133.0   0.000642992   0.000016357
      1134.0   0.000067080   0.000006961
      1135.0   0.000000000   0.000021647
      1136.0   0.000000000   0.000013771
      1137.0   0.000709989   0.000005700
      1138.0   0.000814086   0.000008765
      1139.0   0.000855665   0.000009502
      1140.0   0.001028287   0.000007886
      1141.0   0.002033018   0.000001275
      1142.0   0.002230510   0.000001655
      1143.0   0.001108270   0.000009485
      1144.0   0.001923755   0.000003856
      1145.0   0.002969353   0.000019871
      1146.0   0.002322271   0.000010721
      1147.0   0.002832371   0.000011335
      1148.0   0.003671003   0.000003344
      1149.0   0.005137657   0.000015421
      1150.0   0.007806780   0.000013262
      1151.0   0.010335086   0.000007906
      1152.0   0.012445054   0.000004584
      1153.0   0.016366150   0.000019815
      1154.0   0.019852540   0.000021485
      1155.0   0.025853777   0.000015298
      1156.0   0.034235723   0.000009637
      1157.0   0.043954641   0.000018831
      1158.0   0.056495443   0.000004834
      1159.0   0.075289309   0.000011260
      1160.0   0.100444488   0.000021003
      1161.0   0.135492086   0.000003894
      1162.0   0.184052780   0.000008170
      1163.0   0.248665363   0.000011816
      1164.0   0.333748311   0.000007080
      1165.0   0.432714343   0.000019938
      1166.0   0.542608380   0.000010508
      1167.0   0.650364757   0.000008853
      1168.0   0.744382679   0.000002063
      1169.0   0.812496662   0.000012622
      1170.0   0.852609038   0.000011814
      1171.0   0.868512332   0.000009307
      1172.0   0.868872225   0.000018865
      1173.0   0.861623347   0.000021269
      1174.0   0.851462245   0.000021216
      1175.0   0.841719925   0.000002867
      1176.0   0.833849728   0.000013435
      1177.0   0.830205023   0.000029226
      1178.0   0.829080343   0.000024953
      1179.0   0.830892980   0.000030508
      1180.0   0.834755063   0.000016766
      1181.0   0.840113580   0.000023286
      1182.0   0.846308589   0.000035717
      1183.0   0.851998150   0.000014287
      1184.0   0.858534992   0.000030918
      1185.0   0.863456547   0.000037675
      1186.0   0.867201447   0.000045839
      1187.0   0.869999528   0.000037898
      1188.0   0.871122599   0.000032318
      1189.0   0.871380866   0.000030151
      1190.0   0.870641708   0.000046011
      1191.0   0.868806660   0.000059694
      1192.0   0.866214633   0.000052494
      1193.0   0.863973498   0.000064303
      1194.0   0.862578332   0.000065839
      1195.0   0.862368762   0.000064768
      1196.0   0.863845408   0.000078033
