#                                                          
# SPHERE/IRDIS NB N_H2 filter transmission                 
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   N_H2                                        
#                                                          
       538.0   0.000000000
       539.0   0.000000001
       540.0   0.000000001
       541.0   0.000000000
       542.0   0.000000000
       543.0   0.000000000
       544.0   0.000000000
       545.0   0.000000000
       546.0   0.000000000
       547.0   0.000000000
       548.0   0.000000000
       549.0   0.000000000
       550.0   0.000000000
       551.0   0.000000006
       552.0   0.000000004
       553.0   0.000000000
       554.0   0.000000000
       555.0   0.000000052
       556.0   0.000000031
       557.0   0.000000000
       558.0   0.000000029
       559.0   0.000000043
       560.0   0.000000016
       561.0   0.000000000
       562.0   0.000000000
       563.0   0.000000000
       564.0   0.000000000
       565.0   0.000000000
       566.0   0.000000000
       567.0   0.000000000
       568.0   0.000000012
       569.0   0.000000012
       570.0   0.000000003
       571.0   0.000000000
       572.0   0.000000071
       573.0   0.000000042
       574.0   0.000000000
       575.0   0.000000000
       576.0   0.000000000
       577.0   0.000000002
       578.0   0.000000001
       579.0   0.000000000
       580.0   0.000000000
       581.0   0.000000000
       582.0   0.000000000
       583.0   0.000000000
       584.0   0.000000000
       585.0   0.000000000
       586.0   0.000000000
       587.0   0.000000000
       588.0   0.000000000
       589.0   0.000000000
       590.0   0.000000000
       591.0   0.000000000
       592.0   0.000000008
       593.0   0.000000004
       594.0   0.000000187
       595.0   0.000001180
       596.0   0.000003712
       597.0   0.000005650
       598.0   0.000004867
       599.0   0.000002975
       600.0   0.000002233
       601.0   0.000002690
       602.0   0.000004100
       603.0   0.000006488
       604.0   0.000009297
       605.0   0.000010784
       606.0   0.000009894
       607.0   0.000007543
       608.0   0.000005783
       609.0   0.000005085
       610.0   0.000005288
       611.0   0.000006150
       612.0   0.000007509
       613.0   0.000009422
       614.0   0.000011628
       615.0   0.000012911
       616.0   0.000012072
       617.0   0.000010033
       618.0   0.000007773
       619.0   0.000005632
       620.0   0.000004136
       621.0   0.000003664
       622.0   0.000003724
       623.0   0.000003840
       624.0   0.000003702
       625.0   0.000003761
       626.0   0.000003855
       627.0   0.000003705
       628.0   0.000003394
       629.0   0.000003241
       630.0   0.000003770
       631.0   0.000004321
       632.0   0.000004882
       633.0   0.000005934
       634.0   0.000007342
       635.0   0.000007963
       636.0   0.000007523
       637.0   0.000006302
       638.0   0.000004450
       639.0   0.000002883
       640.0   0.000002080
       641.0   0.000001753
       642.0   0.000001709
       643.0   0.000002142
       644.0   0.000003013
       645.0   0.000003632
       646.0   0.000004235
       647.0   0.000005990
       648.0   0.000008060
       649.0   0.000008053
       650.0   0.000005244
       651.0   0.000002138
       652.0   0.000000643
       653.0   0.000000177
       654.0   0.000000028
       655.0   0.000000044
       656.0   0.000000026
       657.0   0.000000008
       658.0   0.000000005
       659.0   0.000000012
       660.0   0.000000007
       661.0   0.000000000
       662.0   0.000000000
       663.0   0.000000101
       664.0   0.000000059
       665.0   0.000000000
       666.0   0.000000040
       667.0   0.000000024
       668.0   0.000000000
       669.0   0.000000000
       670.0   0.000000000
       671.0   0.000000000
       672.0   0.000000007
       673.0   0.000000004
       674.0   0.000000000
       675.0   0.000000002
       676.0   0.000000025
       677.0   0.000000014
       678.0   0.000000000
       679.0   0.000000000
       680.0   0.000000000
       681.0   0.000000000
       682.0   0.000000000
       683.0   0.000000000
       684.0   0.000000000
       685.0   0.000000058
       686.0   0.000000034
       687.0   0.000000000
       688.0   0.000000000
       689.0   0.000000000
       690.0   0.000000000
       691.0   0.000000000
       692.0   0.000000000
       693.0   0.000000000
       694.0   0.000000000
       695.0   0.000000000
       696.0   0.000000000
       697.0   0.000000003
       698.0   0.000000002
       699.0   0.000000000
       700.0   0.000000000
       701.0   0.000000158
       702.0   0.000000093
       703.0   0.000000000
       704.0   0.000000051
       705.0   0.000000030
       706.0   0.000000000
       707.0   0.000000000
       708.0   0.000000000
       709.0   0.000000000
       710.0   0.000000063
       711.0   0.000000037
       712.0   0.000000013
       713.0   0.000000313
       714.0   0.000002102
       715.0   0.000007861
       716.0   0.000016912
       717.0   0.000023824
       718.0   0.000023842
       719.0   0.000017243
       720.0   0.000008488
       721.0   0.000002413
       722.0   0.000000331
       723.0   0.000000031
       724.0   0.000000000
       725.0   0.000000105
       726.0   0.000000062
       727.0   0.000000000
       728.0   0.000000000
       729.0   0.000000000
       730.0   0.000000148
       731.0   0.000000087
       732.0   0.000000000
       733.0   0.000000000
       734.0   0.000000000
       735.0   0.000000079
       736.0   0.000000047
       737.0   0.000000002
       738.0   0.000000017
       739.0   0.000000009
       740.0   0.000000000
       741.0   0.000000109
       742.0   0.000000083
       743.0   0.000000011
       744.0   0.000000000
       745.0   0.000000000
       746.0   0.000000047
       747.0   0.000000055
       748.0   0.000000016
       749.0   0.000000029
       750.0   0.000000017
       751.0   0.000000000
       752.0   0.000000058
       753.0   0.000000034
       754.0   0.000000011
       755.0   0.000000006
       756.0   0.000000000
       757.0   0.000000000
       758.0   0.000000000
       759.0   0.000000000
       760.0   0.000000000
       761.0   0.000000000
       762.0   0.000000056
       763.0   0.000000033
       764.0   0.000000000
       765.0   0.000000000
       766.0   0.000000000
       767.0   0.000000043
       768.0   0.000000025
       769.0   0.000000000
       770.0   0.000000000
       771.0   0.000000066
       772.0   0.000000062
       773.0   0.000000014
       774.0   0.000000000
       775.0   0.000000000
       776.0   0.000000148
       777.0   0.000000087
       778.0   0.000000098
       779.0   0.000000057
       780.0   0.000000025
       781.0   0.000000086
       782.0   0.000000042
       783.0   0.000000000
       784.0   0.000000068
       785.0   0.000000500
       786.0   0.000000759
       787.0   0.000000990
       788.0   0.000001522
       789.0   0.000002589
       790.0   0.000004181
       791.0   0.000006368
       792.0   0.000007762
       793.0   0.000007672
       794.0   0.000007126
       795.0   0.000006757
       796.0   0.000006283
       797.0   0.000006048
       798.0   0.000005847
       799.0   0.000005866
       800.0   0.000006433
       801.0   0.000006959
       802.0   0.000006828
       803.0   0.000006461
       804.0   0.000006347
       805.0   0.000006677
       806.0   0.000006565
       807.0   0.000006604
       808.0   0.000006436
       809.0   0.000006973
       810.0   0.000007824
       811.0   0.000008850
       812.0   0.000009361
       813.0   0.000009202
       814.0   0.000008252
       815.0   0.000006493
       816.0   0.000004636
       817.0   0.000003255
       818.0   0.000002568
       819.0   0.000002235
       820.0   0.000002397
       821.0   0.000002257
       822.0   0.000001951
       823.0   0.000002480
       824.0   0.000003034
       825.0   0.000004355
       826.0   0.000006497
       827.0   0.000008235
       828.0   0.000010011
       829.0   0.000012861
       830.0   0.000015687
       831.0   0.000017680
       832.0   0.000018552
       833.0   0.000017292
       834.0   0.000014484
       835.0   0.000011568
       836.0   0.000009567
       837.0   0.000009676
       838.0   0.000011653
       839.0   0.000013337
       840.0   0.000014251
       841.0   0.000013585
       842.0   0.000012940
       843.0   0.000013879
       844.0   0.000014849
       845.0   0.000015658
       846.0   0.000016522
       847.0   0.000015398
       848.0   0.000012622
       849.0   0.000010428
       850.0   0.000009929
       851.0   0.000012282
       852.0   0.000013290
       853.0   0.000013681
       854.0   0.000014132
       855.0   0.000013708
       856.0   0.000014639
       857.0   0.000018253
       858.0   0.000022643
       859.0   0.000023825
       860.0   0.000022895
       861.0   0.000023558
       862.0   0.000022975
       863.0   0.000023177
       864.0   0.000023839
       865.0   0.000023512
       866.0   0.000020077
       867.0   0.000021075
       868.0   0.000020022
       869.0   0.000021154
       870.0   0.000024168
       871.0   0.000024421
       872.0   0.000023339
       873.0   0.000023104
       874.0   0.000021155
       875.0   0.000024927
       876.0   0.000024417
       877.0   0.000021783
       878.0   0.000023388
       879.0   0.000029097
       880.0   0.000025576
       881.0   0.000020080
       882.0   0.000026818
       883.0   0.000028277
       884.0   0.000026073
       885.0   0.000027573
       886.0   0.000022045
       887.0   0.000014946
       888.0   0.000016948
       889.0   0.000020716
       890.0   0.000020951
       891.0   0.000018900
       892.0   0.000023997
       893.0   0.000027466
       894.0   0.000026735
       895.0   0.000022227
       896.0   0.000027817
       897.0   0.000026962
       898.0   0.000025194
       899.0   0.000028618
       900.0   0.000022113
       901.0   0.000016624
       902.0   0.000018369
       903.0   0.000022544
       904.0   0.000029594
       905.0   0.000029389
       906.0   0.000020790
       907.0   0.000019848
       908.0   0.000024242
       909.0   0.000029749
       910.0   0.000025186
       911.0   0.000018062
       912.0   0.000018935
       913.0   0.000022802
       914.0   0.000026424
       915.0   0.000023620
       916.0   0.000026758
       917.0   0.000027829
       918.0   0.000025152
       919.0   0.000026686
       920.0   0.000025947
       921.0   0.000018075
       922.0   0.000013898
       923.0   0.000015974
       924.0   0.000016632
       925.0   0.000018269
       926.0   0.000021005
       927.0   0.000014062
       928.0   0.000025492
       929.0   0.000021655
       930.0   0.000018063
       931.0   0.000021264
       932.0   0.000020143
       933.0   0.000018160
       934.0   0.000022392
       935.0   0.000025353
       936.0   0.000029363
       937.0   0.000031258
       938.0   0.000025630
       939.0   0.000027341
       940.0   0.000028062
       941.0   0.000033744
       942.0   0.000034416
       943.0   0.000034395
       944.0   0.000041103
       945.0   0.000040619
       946.0   0.000040530
       947.0   0.000039717
       948.0   0.000047429
       949.0   0.000055795
       950.0   0.000049033
       951.0   0.000053250
       952.0   0.000058815
       953.0   0.000058164
       954.0   0.000054693
       955.0   0.000052908
       956.0   0.000056507
       957.0   0.000055937
       958.0   0.000057226
       959.0   0.000065295
       960.0   0.000065628
       961.0   0.000063950
       962.0   0.000063844
       963.0   0.000060194
       964.0   0.000064400
       965.0   0.000060265
       966.0   0.000061960
       967.0   0.000060564
       968.0   0.000054227
       969.0   0.000061533
       970.0   0.000064803
       971.0   0.000065284
       972.0   0.000064354
       973.0   0.000065542
       974.0   0.000066354
       975.0   0.000060268
       976.0   0.000067777
       977.0   0.000066762
       978.0   0.000058900
       979.0   0.000057777
       980.0   0.000063975
       981.0   0.000057317
       982.0   0.000052385
       983.0   0.000053016
       984.0   0.000050501
       985.0   0.000059717
       986.0   0.000063458
       987.0   0.000054140
       988.0   0.000058857
       989.0   0.000063372
       990.0   0.000063428
       991.0   0.000061574
       992.0   0.000058247
       993.0   0.000054808
       994.0   0.000057046
       995.0   0.000059571
       996.0   0.000058542
       997.0   0.000057148
       998.0   0.000058849
       999.0   0.000051933
      1000.0   0.000051764
      1001.0   0.000052707
      1002.0   0.000051439
      1003.0   0.000045504
      1004.0   0.000042358
      1005.0   0.000047729
      1006.0   0.000049317
      1007.0   0.000049930
      1008.0   0.000046528
      1009.0   0.000047236
      1010.0   0.000049995
      1011.0   0.000042770
      1012.0   0.000039207
      1013.0   0.000038318
      1014.0   0.000038175
      1015.0   0.000041083
      1016.0   0.000035054
      1017.0   0.000039608
      1018.0   0.000040313
      1019.0   0.000044026
      1020.0   0.000047040
      1021.0   0.000053441
      1022.0   0.000056044
      1023.0   0.000053396
      1024.0   0.000049015
      1025.0   0.000052360
      1026.0   0.000055524
      1027.0   0.000058942
      1028.0   0.000057502
      1029.0   0.000062181
      1030.0   0.000058146
      1031.0   0.000054498
      1032.0   0.000053897
      1033.0   0.000055342
      1034.0   0.000056056
      1035.0   0.000051291
      1036.0   0.000045801
      1037.0   0.000047207
      1038.0   0.000047823
      1039.0   0.000046700
      1040.0   0.000046476
      1041.0   0.000044638
      1042.0   0.000041104
      1043.0   0.000042985
      1044.0   0.000037622
      1045.0   0.000033433
      1046.0   0.000037686
      1047.0   0.000037898
      1048.0   0.000036653
      1049.0   0.000033486
      1050.0   0.000032885
      1051.0   0.000034929
      1052.0   0.000033086
      1053.0   0.000031929
      1054.0   0.000032959
      1055.0   0.000035089
      1056.0   0.000035164
      1057.0   0.000039352
      1058.0   0.000043216
      1059.0   0.000047413
      1060.0   0.000046383
      1061.0   0.000041828
      1062.0   0.000041226
      1063.0   0.000046547
      1064.0   0.000049948
      1065.0   0.000048726
      1066.0   0.000043696
      1067.0   0.000033434
      1068.0   0.000035984
      1069.0   0.000038315
      1070.0   0.000042175
      1071.0   0.000036231
      1072.0   0.000024211
      1073.0   0.000028117
      1074.0   0.000036343
      1075.0   0.000042935
      1076.0   0.000037545
      1077.0   0.000033147
      1078.0   0.000041833
      1079.0   0.000037959
      1080.0   0.000034288
      1081.0   0.000035780
      1082.0   0.000039421
      1083.0   0.000041146
      1084.0   0.000033717
      1085.0   0.000036842
      1086.0   0.000042225
      1087.0   0.000044853
      1088.0   0.000036113
      1089.0   0.000032609
      1090.0   0.000038192
      1091.0   0.000031740
      1092.0   0.000034464
      1093.0   0.000029867
      1094.0   0.000023083
      1095.0   0.000029551
      1096.0   0.000037076
      1097.0   0.000032026
      1098.0   0.000040159
      1099.0   0.000028535
      1100.0   0.000021487
      1101.0   0.000031630
      1102.0   0.000035490
      1103.0   0.000035455
      1104.0   0.000034088
      1105.0   0.000036941
      1106.0   0.000033133
      1107.0   0.000035000
      1108.0   0.000032939
      1109.0   0.000025531
      1110.0   0.000031596
      1111.0   0.000039035
      1112.0   0.000036179
      1113.0   0.000033861
      1114.0   0.000039729
      1115.0   0.000038534
      1116.0   0.000031123
      1117.0   0.000032054
      1118.0   0.000042106
      1119.0   0.000041823
      1120.0   0.000033704
      1121.0   0.000030964
      1122.0   0.000037934
      1123.0   0.000036883
      1124.0   0.000038399
      1125.0   0.000039004
      1126.0   0.000031691
      1127.0   0.000035048
      1128.0   0.000031234
      1129.0   0.000024316
      1130.0   0.000025135
      1131.0   0.000028514
      1132.0   0.000022707
      1133.0   0.000024724
      1134.0   0.000019818
      1135.0   0.000019972
      1136.0   0.000028175
      1137.0   0.000023653
      1138.0   0.000022058
      1139.0   0.000021284
      1140.0   0.000020441
      1141.0   0.000025698
      1142.0   0.000025603
      1143.0   0.000024225
      1144.0   0.000026945
      1145.0   0.000027203
      1146.0   0.000020657
      1147.0   0.000025945
      1148.0   0.000028765
      1149.0   0.000029318
      1150.0   0.000030222
      1151.0   0.000030447
      1152.0   0.000021827
      1153.0   0.000019333
      1154.0   0.000024222
      1155.0   0.000020283
      1156.0   0.000020132
      1157.0   0.000014190
      1158.0   0.000020917
      1159.0   0.000023029
      1160.0   0.000021273
      1161.0   0.000018678
      1162.0   0.000025285
      1163.0   0.000026077
      1164.0   0.000018420
      1165.0   0.000020096
      1166.0   0.000027305
      1167.0   0.000036233
      1168.0   0.000031589
      1169.0   0.000033988
      1170.0   0.000033615
      1171.0   0.000021953
      1172.0   0.000023735
      1173.0   0.000032349
      1174.0   0.000027650
      1175.0   0.000029810
      1176.0   0.000035801
      1177.0   0.000025510
      1178.0   0.000024696
      1179.0   0.000021806
      1180.0   0.000018475
      1181.0   0.000018693
      1182.0   0.000023322
      1183.0   0.000022892
      1184.0   0.000023122
      1185.0   0.000022111
      1186.0   0.000019974
      1187.0   0.000018171
      1188.0   0.000022834
      1189.0   0.000027691
      1190.0   0.000029701
      1191.0   0.000034030
      1192.0   0.000030214
      1193.0   0.000031047
      1194.0   0.000036594
      1195.0   0.000034929
      1196.0   0.000037515
      1197.0   0.000034742
      1198.0   0.000031449
      1199.0   0.000027153
      1200.0   0.000024625
      1201.0   0.000024489
      1202.0   0.000024100
      1203.0   0.000023153
      1204.0   0.000019883
      1205.0   0.000017615
      1206.0   0.000022015
      1207.0   0.000021034
      1208.0   0.000017742
      1209.0   0.000018328
      1210.0   0.000018012
      1211.0   0.000011769
      1212.0   0.000014019
      1213.0   0.000023303
      1214.0   0.000016203
      1215.0   0.000010755
      1216.0   0.000012583
      1217.0   0.000016264
      1218.0   0.000015937
      1219.0   0.000016721
      1220.0   0.000028146
      1221.0   0.000035411
      1222.0   0.000031783
      1223.0   0.000028913
      1224.0   0.000036831
      1225.0   0.000036648
      1226.0   0.000036404
      1227.0   0.000036005
      1228.0   0.000031057
      1229.0   0.000031591
      1230.0   0.000031970
      1231.0   0.000028426
      1232.0   0.000030901
      1233.0   0.000028227
      1234.0   0.000020826
      1235.0   0.000024208
      1236.0   0.000022425
      1237.0   0.000023507
      1238.0   0.000016991
      1239.0   0.000018389
      1240.0   0.000019612
      1241.0   0.000016659
      1242.0   0.000018871
      1243.0   0.000018819
      1244.0   0.000009388
      1245.0   0.000011629
      1246.0   0.000014192
      1247.0   0.000016135
      1248.0   0.000017867
      1249.0   0.000015246
      1250.0   0.000013469
      1251.0   0.000009525
      1252.0   0.000014619
      1253.0   0.000014139
      1254.0   0.000010692
      1255.0   0.000009561
      1256.0   0.000006464
      1257.0   0.000007850
      1258.0   0.000012759
      1259.0   0.000011595
      1260.0   0.000011970
      1261.0   0.000012972
      1262.0   0.000013552
      1263.0   0.000020616
      1264.0   0.000013618
      1265.0   0.000012651
      1266.0   0.000020397
      1267.0   0.000019167
      1268.0   0.000020106
      1269.0   0.000025353
      1270.0   0.000024665
      1271.0   0.000026320
      1272.0   0.000026139
      1273.0   0.000033782
      1274.0   0.000035569
      1275.0   0.000033612
      1276.0   0.000029074
      1277.0   0.000029660
      1278.0   0.000028377
      1279.0   0.000022664
      1280.0   0.000022041
      1281.0   0.000021186
      1282.0   0.000020294
      1283.0   0.000018239
      1284.0   0.000014888
      1285.0   0.000009498
      1286.0   0.000005615
      1287.0   0.000002826
      1288.0   0.000004588
      1289.0   0.000007351
      1290.0   0.000003730
      1291.0   0.000008351
      1292.0   0.000008991
      1293.0   0.000003770
      1294.0   0.000004349
      1295.0   0.000006663
      1296.0   0.000002658
      1297.0   0.000000000
      1298.0   0.000002160
      1299.0   0.000001269
      1300.0   0.000000993
      1301.0   0.000000583
      1302.0   0.000002942
      1303.0   0.000009677
      1304.0   0.000004669
      1305.0   0.000001387
      1306.0   0.000004847
      1307.0   0.000004495
      1308.0   0.000003975
      1309.0   0.000001601
      1310.0   0.000002819
      1311.0   0.000011171
      1312.0   0.000005588
      1313.0   0.000010633
      1314.0   0.000019385
      1315.0   0.000018141
      1316.0   0.000024335
      1317.0   0.000029495
      1318.0   0.000021708
      1319.0   0.000021650
      1320.0   0.000015991
      1321.0   0.000010431
      1322.0   0.000010945
      1323.0   0.000006229
      1324.0   0.000001169
      1325.0   0.000002082
      1326.0   0.000001223
      1327.0   0.000000000
      1328.0   0.000000000
      1329.0   0.000001448
      1330.0   0.000002385
      1331.0   0.000002457
      1332.0   0.000004849
      1333.0   0.000003026
      1334.0   0.000003530
      1335.0   0.000001826
      1336.0   0.000000000
      1337.0   0.000002991
      1338.0   0.000009213
      1339.0   0.000004379
      1340.0   0.000000000
      1341.0   0.000005821
      1342.0   0.000004136
      1343.0   0.000001879
      1344.0   0.000005206
      1345.0   0.000002555
      1346.0   0.000001271
      1347.0   0.000000746
      1348.0   0.000000000
      1349.0   0.000001754
      1350.0   0.000001030
      1351.0   0.000000000
      1352.0   0.000000000
      1353.0   0.000005848
      1354.0   0.000010275
      1355.0   0.000007471
      1356.0   0.000004331
      1357.0   0.000004157
      1358.0   0.000001647
      1359.0   0.000000000
      1360.0   0.000000000
      1361.0   0.000003199
      1362.0   0.000006187
      1363.0   0.000002530
      1364.0   0.000000000
      1365.0   0.000000000
      1366.0   0.000000000
      1367.0   0.000000000
      1368.0   0.000007276
      1369.0   0.000007480
      1370.0   0.000001884
      1371.0   0.000000000
      1372.0   0.000000000
      1373.0   0.000004706
      1374.0   0.000002764
      1375.0   0.000000000
      1376.0   0.000000000
      1377.0   0.000000000
      1378.0   0.000000976
      1379.0   0.000001567
      1380.0   0.000000584
      1381.0   0.000000000
      1382.0   0.000000000
      1383.0   0.000000000
      1384.0   0.000001732
      1385.0   0.000001018
      1386.0   0.000000000
      1387.0   0.000000000
      1388.0   0.000000000
      1389.0   0.000002115
      1390.0   0.000003280
      1391.0   0.000002738
      1392.0   0.000000905
      1393.0   0.000000563
      1394.0   0.000000330
      1395.0   0.000000760
      1396.0   0.000000446
      1397.0   0.000004866
      1398.0   0.000002858
      1399.0   0.000001127
      1400.0   0.000002112
      1401.0   0.000000852
      1402.0   0.000000000
      1403.0   0.000000000
      1404.0   0.000000783
      1405.0   0.000001149
      1406.0   0.000001618
      1407.0   0.000002297
      1408.0   0.000000930
      1409.0   0.000006086
      1410.0   0.000003574
      1411.0   0.000000000
      1412.0   0.000000000
      1413.0   0.000001256
      1414.0   0.000000738
      1415.0   0.000000000
      1416.0   0.000002351
      1417.0   0.000007325
      1418.0   0.000003491
      1419.0   0.000000515
      1420.0   0.000000303
      1421.0   0.000000000
      1422.0   0.000000750
      1423.0   0.000000440
      1424.0   0.000001694
      1425.0   0.000000995
      1426.0   0.000003031
      1427.0   0.000004719
      1428.0   0.000003942
      1429.0   0.000001757
      1430.0   0.000001845
      1431.0   0.000000926
      1432.0   0.000000000
      1433.0   0.000000000
      1434.0   0.000000000
      1435.0   0.000008035
      1436.0   0.000004719
      1437.0   0.000001321
      1438.0   0.000000776
      1439.0   0.000001844
      1440.0   0.000002352
      1441.0   0.000004022
      1442.0   0.000006265
      1443.0   0.000006323
      1444.0   0.000002216
      1445.0   0.000000000
      1446.0   0.000000000
      1447.0   0.000000000
      1448.0   0.000005766
      1449.0   0.000007819
      1450.0   0.000003540
      1451.0   0.000002989
      1452.0   0.000002716
      1453.0   0.000004254
      1454.0   0.000002056
      1455.0   0.000000151
      1456.0   0.000001469
      1457.0   0.000001056
      1458.0   0.000003641
      1459.0   0.000002054
      1460.0   0.000000000
      1461.0   0.000003371
      1462.0   0.000001980
      1463.0   0.000003654
      1464.0   0.000002146
      1465.0   0.000000000
      1466.0   0.000001160
      1467.0   0.000000681
      1468.0   0.000003238
      1469.0   0.000001902
      1470.0   0.000000000
      1471.0   0.000000093
      1472.0   0.000000055
      1473.0   0.000000000
      1474.0   0.000000000
      1475.0   0.000000000
      1476.0   0.000000000
      1477.0   0.000000000
      1478.0   0.000000000
      1479.0   0.000000000
      1480.0   0.000002223
      1481.0   0.000002663
      1482.0   0.000000797
      1483.0   0.000000000
      1484.0   0.000001894
      1485.0   0.000003078
      1486.0   0.000001154
      1487.0   0.000000000
      1488.0   0.000001188
      1489.0   0.000000698
      1490.0   0.000002060
      1491.0   0.000001914
      1492.0   0.000005857
      1493.0   0.000003197
      1494.0   0.000002747
      1495.0   0.000004333
      1496.0   0.000001597
      1497.0   0.000000000
      1498.0   0.000000000
      1499.0   0.000000000
      1500.0   0.000000000
      1501.0   0.000000000
      1502.0   0.000000000
      1503.0   0.000004819
      1504.0   0.000004096
      1505.0   0.000002890
      1506.0   0.000001915
      1507.0   0.000000384
      1508.0   0.000000000
      1509.0   0.000000000
      1510.0   0.000000000
      1511.0   0.000000000
      1512.0   0.000001045
      1513.0   0.000000614
      1514.0   0.000000000
      1515.0   0.000004076
      1516.0   0.000002394
      1517.0   0.000001176
      1518.0   0.000000691
      1519.0   0.000000000
      1520.0   0.000003395
      1521.0   0.000001994
      1522.0   0.000000000
      1523.0   0.000000978
      1524.0   0.000000574
      1525.0   0.000002652
      1526.0   0.000004418
      1527.0   0.000001680
      1528.0   0.000001080
      1529.0   0.000000634
      1530.0   0.000000326
      1531.0   0.000003827
      1532.0   0.000007749
      1533.0   0.000005581
      1534.0   0.000001342
      1535.0   0.000000000
      1536.0   0.000000403
      1537.0   0.000001847
      1538.0   0.000000945
      1539.0   0.000001407
      1540.0   0.000003312
      1541.0   0.000002139
      1542.0   0.000001313
      1543.0   0.000000537
      1544.0   0.000000000
      1545.0   0.000002301
      1546.0   0.000001426
      1547.0   0.000000044
      1548.0   0.000000000
      1549.0   0.000000000
      1550.0   0.000000046
      1551.0   0.000000286
      1552.0   0.000000510
      1553.0   0.000001643
      1554.0   0.000000842
      1555.0   0.000000000
      1556.0   0.000000213
      1557.0   0.000002855
      1558.0   0.000001603
      1559.0   0.000000059
      1560.0   0.000000517
      1561.0   0.000001832
      1562.0   0.000001942
      1563.0   0.000000607
      1564.0   0.000000000
      1565.0   0.000004465
      1566.0   0.000002622
      1567.0   0.000001078
      1568.0   0.000001579
      1569.0   0.000000789
      1570.0   0.000001808
      1571.0   0.000000982
      1572.0   0.000000000
      1573.0   0.000000000
      1574.0   0.000004952
      1575.0   0.000003359
      1576.0   0.000000265
      1577.0   0.000000000
      1578.0   0.000002412
      1579.0   0.000001417
      1580.0   0.000004950
      1581.0   0.000003520
      1582.0   0.000000360
      1583.0   0.000000000
      1584.0   0.000000000
      1585.0   0.000005037
      1586.0   0.000005662
      1587.0   0.000001588
      1588.0   0.000000000
      1589.0   0.000000000
      1590.0   0.000001322
      1591.0   0.000000777
      1592.0   0.000003050
      1593.0   0.000001791
      1594.0   0.000004148
      1595.0   0.000002436
      1596.0   0.000000000
