#                                                          
# SPHERE/IRDIS NB N_PaB filter transmission                
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   N_PaB                                       
#                                                          
       603.0   0.000000017
       604.0   0.000000021
       605.0   0.000000006
       606.0   0.000000000
       607.0   0.000000000
       608.0   0.000000000
       609.0   0.000000000
       610.0   0.000000000
       611.0   0.000000042
       612.0   0.000000013
       613.0   0.000000000
       614.0   0.000000000
       615.0   0.000000000
       616.0   0.000000000
       617.0   0.000000000
       618.0   0.000000065
       619.0   0.000000053
       620.0   0.000000021
       621.0   0.000000003
       622.0   0.000000059
       623.0   0.000000018
       624.0   0.000000045
       625.0   0.000000024
       626.0   0.000000083
       627.0   0.000000024
       628.0   0.000000023
       629.0   0.000000042
       630.0   0.000000011
       631.0   0.000000020
       632.0   0.000000006
       633.0   0.000000000
       634.0   0.000000000
       635.0   0.000000000
       636.0   0.000000048
       637.0   0.000000020
       638.0   0.000000002
       639.0   0.000000060
       640.0   0.000000018
       641.0   0.000000016
       642.0   0.000000005
       643.0   0.000000000
       644.0   0.000000000
       645.0   0.000000000
       646.0   0.000000000
       647.0   0.000000000
       648.0   0.000000000
       649.0   0.000000000
       650.0   0.000000035
       651.0   0.000000071
       652.0   0.000000093
       653.0   0.000000023
       654.0   0.000000000
       655.0   0.000000049
       656.0   0.000000015
       657.0   0.000000000
       658.0   0.000000000
       659.0   0.000000000
       660.0   0.000000003
       661.0   0.000000001
       662.0   0.000000034
       663.0   0.000000244
       664.0   0.000000791
       665.0   0.000000672
       666.0   0.000000204
       667.0   0.000000158
       668.0   0.000000352
       669.0   0.000000572
       670.0   0.000001440
       671.0   0.000002665
       672.0   0.000002990
       673.0   0.000001943
       674.0   0.000001340
       675.0   0.000002351
       676.0   0.000005564
       677.0   0.000009431
       678.0   0.000013108
       679.0   0.000018056
       680.0   0.000020079
       681.0   0.000015899
       682.0   0.000010006
       683.0   0.000007160
       684.0   0.000007733
       685.0   0.000009338
       686.0   0.000009661
       687.0   0.000009778
       688.0   0.000011599
       689.0   0.000016266
       690.0   0.000019189
       691.0   0.000015988
       692.0   0.000010893
       693.0   0.000008395
       694.0   0.000008428
       695.0   0.000009175
       696.0   0.000009274
       697.0   0.000008607
       698.0   0.000008476
       699.0   0.000009066
       700.0   0.000010098
       701.0   0.000011014
       702.0   0.000011681
       703.0   0.000012649
       704.0   0.000013774
       705.0   0.000013903
       706.0   0.000011329
       707.0   0.000007340
       708.0   0.000004112
       709.0   0.000002579
       710.0   0.000001872
       711.0   0.000001812
       712.0   0.000002506
       713.0   0.000004210
       714.0   0.000005245
       715.0   0.000003957
       716.0   0.000001873
       717.0   0.000000538
       718.0   0.000000094
       719.0   0.000000014
       720.0   0.000000019
       721.0   0.000000005
       722.0   0.000000000
       723.0   0.000000000
       724.0   0.000000000
       725.0   0.000000101
       726.0   0.000000030
       727.0   0.000000000
       728.0   0.000000049
       729.0   0.000000015
       730.0   0.000000033
       731.0   0.000000087
       732.0   0.000000039
       733.0   0.000000187
       734.0   0.000000054
       735.0   0.000000000
       736.0   0.000000088
       737.0   0.000000034
       738.0   0.000000105
       739.0   0.000000071
       740.0   0.000000012
       741.0   0.000000053
       742.0   0.000000082
       743.0   0.000000020
       744.0   0.000000007
       745.0   0.000000003
       746.0   0.000000041
       747.0   0.000000012
       748.0   0.000000000
       749.0   0.000000158
       750.0   0.000000047
       751.0   0.000000000
       752.0   0.000000000
       753.0   0.000000000
       754.0   0.000000000
       755.0   0.000000000
       756.0   0.000000000
       757.0   0.000000033
       758.0   0.000000028
       759.0   0.000000032
       760.0   0.000000082
       761.0   0.000000031
       762.0   0.000000003
       763.0   0.000000000
       764.0   0.000000000
       765.0   0.000000000
       766.0   0.000000000
       767.0   0.000000000
       768.0   0.000000000
       769.0   0.000000000
       770.0   0.000000007
       771.0   0.000000074
       772.0   0.000000022
       773.0   0.000000000
       774.0   0.000000000
       775.0   0.000000000
       776.0   0.000000000
       777.0   0.000000030
       778.0   0.000000049
       779.0   0.000000078
       780.0   0.000000020
       781.0   0.000000081
       782.0   0.000000044
       783.0   0.000000006
       784.0   0.000000067
       785.0   0.000000020
       786.0   0.000000007
       787.0   0.000000052
       788.0   0.000000015
       789.0   0.000000059
       790.0   0.000000018
       791.0   0.000000000
       792.0   0.000000090
       793.0   0.000000043
       794.0   0.000000005
       795.0   0.000000098
       796.0   0.000000124
       797.0   0.000000028
       798.0   0.000000199
       799.0   0.000000060
       800.0   0.000000000
       801.0   0.000000000
       802.0   0.000000000
       803.0   0.000000000
       804.0   0.000000000
       805.0   0.000000077
       806.0   0.000000023
       807.0   0.000000067
       808.0   0.000000020
       809.0   0.000000000
       810.0   0.000000000
       811.0   0.000000115
       812.0   0.000000076
       813.0   0.000000012
       814.0   0.000000151
       815.0   0.000000045
       816.0   0.000000000
       817.0   0.000000000
       818.0   0.000000000
       819.0   0.000000227
       820.0   0.000000192
       821.0   0.000000190
       822.0   0.000000099
       823.0   0.000000031
       824.0   0.000000127
       825.0   0.000000069
       826.0   0.000000010
       827.0   0.000000000
       828.0   0.000000000
       829.0   0.000000316
       830.0   0.000000094
       831.0   0.000000343
       832.0   0.000000102
       833.0   0.000000018
       834.0   0.000000146
       835.0   0.000000171
       836.0   0.000000063
       837.0   0.000000007
       838.0   0.000000431
       839.0   0.000000326
       840.0   0.000000716
       841.0   0.000000196
       842.0   0.000000028
       843.0   0.000000009
       844.0   0.000000049
       845.0   0.000000015
       846.0   0.000000083
       847.0   0.000000134
       848.0   0.000000033
       849.0   0.000000000
       850.0   0.000000000
       851.0   0.000000765
       852.0   0.000000968
       853.0   0.000001047
       854.0   0.000000562
       855.0   0.000000094
       856.0   0.000000000
       857.0   0.000000056
       858.0   0.000000017
       859.0   0.000000336
       860.0   0.000000112
       861.0   0.000000004
       862.0   0.000000305
       863.0   0.000000091
       864.0   0.000000024
       865.0   0.000000007
       866.0   0.000000000
       867.0   0.000000074
       868.0   0.000000022
       869.0   0.000000000
       870.0   0.000000000
       871.0   0.000001547
       872.0   0.000000719
       873.0   0.000000138
       874.0   0.000000018
       875.0   0.000000000
       876.0   0.000001567
       877.0   0.000001672
       878.0   0.000001229
       879.0   0.000001877
       880.0   0.000000795
       881.0   0.000000093
       882.0   0.000000000
       883.0   0.000002823
       884.0   0.000000843
       885.0   0.000000000
       886.0   0.000003102
       887.0   0.000003697
       888.0   0.000000828
       889.0   0.000000000
       890.0   0.000000000
       891.0   0.000000000
       892.0   0.000000000
       893.0   0.000006234
       894.0   0.000003011
       895.0   0.000000343
       896.0   0.000000000
       897.0   0.000000000
       898.0   0.000000000
       899.0   0.000000000
       900.0   0.000000000
       901.0   0.000004724
       902.0   0.000001411
       903.0   0.000000000
       904.0   0.000000000
       905.0   0.000001065
       906.0   0.000002830
       907.0   0.000004179
       908.0   0.000001484
       909.0   0.000000137
       910.0   0.000003054
       911.0   0.000000912
       912.0   0.000004014
       913.0   0.000001199
       914.0   0.000001773
       915.0   0.000000530
       916.0   0.000000000
       917.0   0.000007189
       918.0   0.000002147
       919.0   0.000001485
       920.0   0.000005004
       921.0   0.000001362
       922.0   0.000000000
       923.0   0.000000000
       924.0   0.000001634
       925.0   0.000008747
       926.0   0.000010029
       927.0   0.000007572
       928.0   0.000008454
       929.0   0.000002051
       930.0   0.000000000
       931.0   0.000000000
       932.0   0.000003149
       933.0   0.000002358
       934.0   0.000000423
       935.0   0.000001267
       936.0   0.000003572
       937.0   0.000000954
       938.0   0.000003175
       939.0   0.000000948
       940.0   0.000000000
       941.0   0.000000000
       942.0   0.000000000
       943.0   0.000009976
       944.0   0.000002980
       945.0   0.000000000
       946.0   0.000000000
       947.0   0.000002727
       948.0   0.000000815
       949.0   0.000000000
       950.0   0.000005068
       951.0   0.000006716
       952.0   0.000001554
       953.0   0.000003724
       954.0   0.000001112
       955.0   0.000000000
       956.0   0.000000000
       957.0   0.000000000
       958.0   0.000000000
       959.0   0.000004120
       960.0   0.000003738
       961.0   0.000004678
       962.0   0.000006787
       963.0   0.000006836
       964.0   0.000006418
       965.0   0.000001457
       966.0   0.000005356
       967.0   0.000001600
       968.0   0.000003011
       969.0   0.000009934
       970.0   0.000012101
       971.0   0.000005425
       972.0   0.000000782
       973.0   0.000001472
       974.0   0.000002531
       975.0   0.000007984
       976.0   0.000008653
       977.0   0.000001928
       978.0   0.000000639
       979.0   0.000000191
       980.0   0.000002308
       981.0   0.000001144
       982.0   0.000004216
       983.0   0.000001219
       984.0   0.000002687
       985.0   0.000003441
       986.0   0.000000788
       987.0   0.000000000
       988.0   0.000005503
       989.0   0.000005917
       990.0   0.000001276
       991.0   0.000002029
       992.0   0.000000849
       993.0   0.000000073
       994.0   0.000004624
       995.0   0.000001381
       996.0   0.000004749
       997.0   0.000001563
       998.0   0.000005053
       999.0   0.000001722
      1000.0   0.000000067
      1001.0   0.000000000
      1002.0   0.000000000
      1003.0   0.000000000
      1004.0   0.000002116
      1005.0   0.000002426
      1006.0   0.000002196
      1007.0   0.000000496
      1008.0   0.000000227
      1009.0   0.000000068
      1010.0   0.000002976
      1011.0   0.000003201
      1012.0   0.000000691
      1013.0   0.000008584
      1014.0   0.000005165
      1015.0   0.000000777
      1016.0   0.000000000
      1017.0   0.000000000
      1018.0   0.000000000
      1019.0   0.000003463
      1020.0   0.000002937
      1021.0   0.000003125
      1022.0   0.000006788
      1023.0   0.000002490
      1024.0   0.000002107
      1025.0   0.000000568
      1026.0   0.000000000
      1027.0   0.000000000
      1028.0   0.000005562
      1029.0   0.000004766
      1030.0   0.000001959
      1031.0   0.000000308
      1032.0   0.000007850
      1033.0   0.000002345
      1034.0   0.000000905
      1035.0   0.000003526
      1036.0   0.000000972
      1037.0   0.000000000
      1038.0   0.000000000
      1039.0   0.000000000
      1040.0   0.000004513
      1041.0   0.000001348
      1042.0   0.000003437
      1043.0   0.000001027
      1044.0   0.000004672
      1045.0   0.000014664
      1046.0   0.000010468
      1047.0   0.000001943
      1048.0   0.000003985
      1049.0   0.000001190
      1050.0   0.000000000
      1051.0   0.000000000
      1052.0   0.000005449
      1053.0   0.000004378
      1054.0   0.000005861
      1055.0   0.000001505
      1056.0   0.000001623
      1057.0   0.000002901
      1058.0   0.000000722
      1059.0   0.000006770
      1060.0   0.000004064
      1061.0   0.000000610
      1062.0   0.000007992
      1063.0   0.000005334
      1064.0   0.000003914
      1065.0   0.000002488
      1066.0   0.000000472
      1067.0   0.000001022
      1068.0   0.000004004
      1069.0   0.000005361
      1070.0   0.000001271
      1071.0   0.000000000
      1072.0   0.000008892
      1073.0   0.000003190
      1074.0   0.000000160
      1075.0   0.000004683
      1076.0   0.000001399
      1077.0   0.000001268
      1078.0   0.000000379
      1079.0   0.000008121
      1080.0   0.000007392
      1081.0   0.000011593
      1082.0   0.000014895
      1083.0   0.000003547
      1084.0   0.000002724
      1085.0   0.000005718
      1086.0   0.000001769
      1087.0   0.000000091
      1088.0   0.000004782
      1089.0   0.000001428
      1090.0   0.000000000
      1091.0   0.000001536
      1092.0   0.000000459
      1093.0   0.000002586
      1094.0   0.000001559
      1095.0   0.000000235
      1096.0   0.000002104
      1097.0   0.000004837
      1098.0   0.000001257
      1099.0   0.000007356
      1100.0   0.000002197
      1101.0   0.000000000
      1102.0   0.000001146
      1103.0   0.000000342
      1104.0   0.000000000
      1105.0   0.000006180
      1106.0   0.000001846
      1107.0   0.000000000
      1108.0   0.000000000
      1109.0   0.000001738
      1110.0   0.000003402
      1111.0   0.000007117
      1112.0   0.000001869
      1113.0   0.000000000
      1114.0   0.000000000
      1115.0   0.000000000
      1116.0   0.000000000
      1117.0   0.000000000
      1118.0   0.000001003
      1119.0   0.000000300
      1120.0   0.000009219
      1121.0   0.000012593
      1122.0   0.000002939
      1123.0   0.000003079
      1124.0   0.000000920
      1125.0   0.000000719
      1126.0   0.000000215
      1127.0   0.000001528
      1128.0   0.000002428
      1129.0   0.000001765
      1130.0   0.000010928
      1131.0   0.000012311
      1132.0   0.000002734
      1133.0   0.000000000
      1134.0   0.000000000
      1135.0   0.000000000
      1136.0   0.000003568
      1137.0   0.000001779
      1138.0   0.000001130
      1139.0   0.000003358
      1140.0   0.000008884
      1141.0   0.000002378
      1142.0   0.000007197
      1143.0   0.000002150
      1144.0   0.000000000
      1145.0   0.000000000
      1146.0   0.000001954
      1147.0   0.000000584
      1148.0   0.000005278
      1149.0   0.000001576
      1150.0   0.000000000
      1151.0   0.000000000
      1152.0   0.000008932
      1153.0   0.000002668
      1154.0   0.000000333
      1155.0   0.000000100
      1156.0   0.000002855
      1157.0   0.000006206
      1158.0   0.000001599
      1159.0   0.000000000
      1160.0   0.000004458
      1161.0   0.000003867
      1162.0   0.000002652
      1163.0   0.000000566
      1164.0   0.000000000
      1165.0   0.000001064
      1166.0   0.000000318
      1167.0   0.000000634
      1168.0   0.000000189
      1169.0   0.000002728
      1170.0   0.000000815
      1171.0   0.000001160
      1172.0   0.000003901
      1173.0   0.000001062
      1174.0   0.000000000
      1175.0   0.000000000
      1176.0   0.000004646
      1177.0   0.000007119
      1178.0   0.000001712
      1179.0   0.000006735
      1180.0   0.000002346
      1181.0   0.000000100
      1182.0   0.000000000
      1183.0   0.000003442
      1184.0   0.000001028
      1185.0   0.000004811
      1186.0   0.000001437
      1187.0   0.000000000
      1188.0   0.000005608
      1189.0   0.000001675
      1190.0   0.000000324
      1191.0   0.000000097
      1192.0   0.000000000
      1193.0   0.000000035
      1194.0   0.000000011
      1195.0   0.000000000
      1196.0   0.000004556
      1197.0   0.000006486
      1198.0   0.000001531
      1199.0   0.000014152
      1200.0   0.000005612
      1201.0   0.000003532
      1202.0   0.000000931
      1203.0   0.000000000
      1204.0   0.000011797
      1205.0   0.000010264
      1206.0   0.000008793
      1207.0   0.000010632
      1208.0   0.000005040
      1209.0   0.000003966
      1210.0   0.000003930
      1211.0   0.000004491
      1212.0   0.000007089
      1213.0   0.000001891
      1214.0   0.000004373
      1215.0   0.000007703
      1216.0   0.000009312
      1217.0   0.000011311
      1218.0   0.000005843
      1219.0   0.000016302
      1220.0   0.000017997
      1221.0   0.000020382
      1222.0   0.000019294
      1223.0   0.000014886
      1224.0   0.000015440
      1225.0   0.000018964
      1226.0   0.000017436
      1227.0   0.000024632
      1228.0   0.000028579
      1229.0   0.000020857
      1230.0   0.000029775
      1231.0   0.000028435
      1232.0   0.000032146
      1233.0   0.000036512
      1234.0   0.000034646
      1235.0   0.000041559
      1236.0   0.000040357
      1237.0   0.000051331
      1238.0   0.000067624
      1239.0   0.000069780
      1240.0   0.000078140
      1241.0   0.000094888
      1242.0   0.000100426
      1243.0   0.000122328
      1244.0   0.000137398
      1245.0   0.000157041
      1246.0   0.000177557
      1247.0   0.000211619
      1248.0   0.000252922
      1249.0   0.000300044
      1250.0   0.000358079
      1251.0   0.000418974
      1252.0   0.000506872
      1253.0   0.000608385
      1254.0   0.000736609
      1255.0   0.000908608
      1256.0   0.001138490
      1257.0   0.001455540
      1258.0   0.001871600
      1259.0   0.002435630
      1260.0   0.003212580
      1261.0   0.004330700
      1262.0   0.005897700
      1263.0   0.008252690
      1264.0   0.011777500
      1265.0   0.016804799
      1266.0   0.024551401
      1267.0   0.036650501
      1268.0   0.051395200
      1269.0   0.071562998
      1270.0   0.104098998
      1271.0   0.153762996
      1272.0   0.229084000
      1273.0   0.340124011
      1274.0   0.480331004
      1275.0   0.627233982
      1276.0   0.757930994
      1277.0   0.832548022
      1278.0   0.871474028
      1279.0   0.889271021
      1280.0   0.896580994
      1281.0   0.898320973
      1282.0   0.895148993
      1283.0   0.885616004
      1284.0   0.869899988
      1285.0   0.848820984
      1286.0   0.825393975
      1287.0   0.802125990
      1288.0   0.776696026
      1289.0   0.742808998
      1290.0   0.691721976
      1291.0   0.612266004
      1292.0   0.502070010
      1293.0   0.380005002
      1294.0   0.274544001
      1295.0   0.190355003
      1296.0   0.131987005
      1297.0   0.093344301
      1298.0   0.068815097
      1299.0   0.049380701
      1300.0   0.033836499
      1301.0   0.023115000
      1302.0   0.015963299
      1303.0   0.011352700
      1304.0   0.008215180
      1305.0   0.006038110
      1306.0   0.004540990
      1307.0   0.003430900
      1308.0   0.002629040
      1309.0   0.002065320
      1310.0   0.001645100
      1311.0   0.001327310
      1312.0   0.001081890
      1313.0   0.000877925
      1314.0   0.000727698
      1315.0   0.000607768
      1316.0   0.000506224
      1317.0   0.000420681
      1318.0   0.000353793
      1319.0   0.000299479
      1320.0   0.000260430
      1321.0   0.000227309
      1322.0   0.000200402
      1323.0   0.000171450
      1324.0   0.000154610
      1325.0   0.000136166
      1326.0   0.000115748
      1327.0   0.000107621
      1328.0   0.000091861
      1329.0   0.000083164
      1330.0   0.000069493
      1331.0   0.000062303
      1332.0   0.000047207
      1333.0   0.000046636
      1334.0   0.000042604
      1335.0   0.000030892
      1336.0   0.000033259
      1337.0   0.000035174
      1338.0   0.000028071
      1339.0   0.000025852
      1340.0   0.000019917
      1341.0   0.000016367
      1342.0   0.000024228
      1343.0   0.000015651
      1344.0   0.000017924
      1345.0   0.000009871
      1346.0   0.000001836
      1347.0   0.000003102
      1348.0   0.000004664
      1349.0   0.000006318
      1350.0   0.000001552
      1351.0   0.000000000
      1352.0   0.000000000
      1353.0   0.000000000
      1354.0   0.000001129
      1355.0   0.000005080
      1356.0   0.000001416
      1357.0   0.000004401
      1358.0   0.000001314
      1359.0   0.000000000
      1360.0   0.000000000
      1361.0   0.000000000
      1362.0   0.000004766
      1363.0   0.000001423
      1364.0   0.000009854
      1365.0   0.000002943
      1366.0   0.000000000
      1367.0   0.000003302
      1368.0   0.000000986
      1369.0   0.000000041
      1370.0   0.000012637
      1371.0   0.000009158
      1372.0   0.000001609
      1373.0   0.000009156
      1374.0   0.000002735
      1375.0   0.000001460
      1376.0   0.000001050
      1377.0   0.000000183
      1378.0   0.000000000
      1379.0   0.000005454
      1380.0   0.000004993
      1381.0   0.000002408
      1382.0   0.000000419
      1383.0   0.000003192
      1384.0   0.000003575
      1385.0   0.000000783
      1386.0   0.000000000
      1387.0   0.000000000
      1388.0   0.000005341
      1389.0   0.000006117
      1390.0   0.000001350
      1391.0   0.000000000
      1392.0   0.000009225
      1393.0   0.000002755
      1394.0   0.000000000
      1395.0   0.000000000
      1396.0   0.000000000
      1397.0   0.000000000
      1398.0   0.000000000
      1399.0   0.000000000
      1400.0   0.000008091
      1401.0   0.000006355
      1402.0   0.000001176
      1403.0   0.000000000
      1404.0   0.000000000
      1405.0   0.000002871
      1406.0   0.000002295
      1407.0   0.000003776
      1408.0   0.000002011
      1409.0   0.000001254
      1410.0   0.000002987
      1411.0   0.000002854
      1412.0   0.000004839
      1413.0   0.000001341
      1414.0   0.000005477
      1415.0   0.000003068
      1416.0   0.000003913
      1417.0   0.000001664
      1418.0   0.000001801
      1419.0   0.000002563
      1420.0   0.000002254
      1421.0   0.000000488
      1422.0   0.000000000
      1423.0   0.000000000
      1424.0   0.000000000
      1425.0   0.000000417
      1426.0   0.000004217
      1427.0   0.000006556
      1428.0   0.000001593
      1429.0   0.000000911
      1430.0   0.000000272
      1431.0   0.000000000
      1432.0   0.000000000
      1433.0   0.000000000
      1434.0   0.000000000
      1435.0   0.000000000
      1436.0   0.000003114
      1437.0   0.000000930
      1438.0   0.000000000
      1439.0   0.000003182
      1440.0   0.000007731
      1441.0   0.000002025
      1442.0   0.000000000
      1443.0   0.000001635
      1444.0   0.000000488
      1445.0   0.000001863
      1446.0   0.000000556
      1447.0   0.000001429
      1448.0   0.000001128
      1449.0   0.000000210
      1450.0   0.000000000
      1451.0   0.000000980
      1452.0   0.000004541
      1453.0   0.000006349
      1454.0   0.000001517
      1455.0   0.000009251
      1456.0   0.000002763
      1457.0   0.000000000
      1458.0   0.000007424
      1459.0   0.000005937
      1460.0   0.000001111
      1461.0   0.000000000
      1462.0   0.000000000
      1463.0   0.000000000
      1464.0   0.000002507
      1465.0   0.000000749
      1466.0   0.000000000
      1467.0   0.000000000
      1468.0   0.000016207
      1469.0   0.000007088
      1470.0   0.000004229
      1471.0   0.000002394
      1472.0   0.000000398
      1473.0   0.000000000
      1474.0   0.000001020
      1475.0   0.000002129
      1476.0   0.000001666
      1477.0   0.000000335
      1478.0   0.000000236
      1479.0   0.000000071
      1480.0   0.000002582
      1481.0   0.000001491
      1482.0   0.000000215
      1483.0   0.000000000
      1484.0   0.000000000
      1485.0   0.000004454
      1486.0   0.000001330
      1487.0   0.000000000
      1488.0   0.000000000
      1489.0   0.000000000
      1490.0   0.000001276
      1491.0   0.000001511
      1492.0   0.000000338
      1493.0   0.000000148
      1494.0   0.000000176
      1495.0   0.000000040
      1496.0   0.000000000
      1497.0   0.000000000
      1498.0   0.000000000
      1499.0   0.000000000
      1500.0   0.000000000
      1501.0   0.000001119
      1502.0   0.000004637
      1503.0   0.000001285
      1504.0   0.000000000
      1505.0   0.000000000
      1506.0   0.000000000
      1507.0   0.000002117
      1508.0   0.000000632
      1509.0   0.000005938
      1510.0   0.000001774
      1511.0   0.000007938
      1512.0   0.000003351
      1513.0   0.000000293
      1514.0   0.000009660
      1515.0   0.000002885
      1516.0   0.000000000
      1517.0   0.000006028
      1518.0   0.000008773
      1519.0   0.000004345
      1520.0   0.000002917
      1521.0   0.000000669
      1522.0   0.000000480
      1523.0   0.000002893
      1524.0   0.000004356
      1525.0   0.000003532
      1526.0   0.000000740
      1527.0   0.000003216
      1528.0   0.000004228
      1529.0   0.000000976
      1530.0   0.000000000
      1531.0   0.000000348
      1532.0   0.000001008
      1533.0   0.000000519
      1534.0   0.000000074
      1535.0   0.000002569
      1536.0   0.000000767
      1537.0   0.000002455
      1538.0   0.000004683
      1539.0   0.000001180
      1540.0   0.000001457
      1541.0   0.000000435
      1542.0   0.000001186
      1543.0   0.000000354
      1544.0   0.000000389
      1545.0   0.000000116
      1546.0   0.000000000
      1547.0   0.000001567
      1548.0   0.000000468
      1549.0   0.000002717
      1550.0   0.000000812
      1551.0   0.000005746
      1552.0   0.000001716
      1553.0   0.000000000
      1554.0   0.000001506
      1555.0   0.000008521
      1556.0   0.000003664
      1557.0   0.000000374
      1558.0   0.000002021
      1559.0   0.000003502
      1560.0   0.000000866
      1561.0   0.000000374
      1562.0   0.000000112
      1563.0   0.000000232
      1564.0   0.000000069
      1565.0   0.000000000
      1566.0   0.000006603
      1567.0   0.000001972
      1568.0   0.000000000
      1569.0   0.000001136
      1570.0   0.000002476
      1571.0   0.000000638
      1572.0   0.000000000
      1573.0   0.000000000
      1574.0   0.000000000
      1575.0   0.000000047
      1576.0   0.000000014
      1577.0   0.000007283
      1578.0   0.000002175
      1579.0   0.000000208
      1580.0   0.000000062
      1581.0   0.000004203
      1582.0   0.000001255
      1583.0   0.000004398
      1584.0   0.000001314
      1585.0   0.000001020
      1586.0   0.000002934
      1587.0   0.000000785
      1588.0   0.000005518
      1589.0   0.000002791
      1590.0   0.000002172
      1591.0   0.000000547
      1592.0   0.000002717
      1593.0   0.000001353
      1594.0   0.000002350
      1595.0   0.000006739
      1596.0   0.000003101
