#                                                          
# SPHERE/IRDIS DB D_H23 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_H2          D_H3                          
#                                                          
       477.0   0.000004458   0.000006260
       478.0   0.000004450   0.000006249
       479.0   0.000004442   0.000006238
       480.0   0.000004434   0.000006227
       481.0   0.000004426   0.000006216
       482.0   0.000004418   0.000006204
       483.0   0.000004411   0.000006193
       484.0   0.000004403   0.000006182
       485.0   0.000004395   0.000006171
       486.0   0.000004387   0.000006160
       487.0   0.000004379   0.000006149
       488.0   0.000004371   0.000006138
       489.0   0.000004363   0.000006127
       490.0   0.000004355   0.000006115
       491.0   0.000004347   0.000006104
       492.0   0.000004339   0.000006093
       493.0   0.000004331   0.000006082
       494.0   0.000004323   0.000006071
       495.0   0.000004316   0.000006060
       496.0   0.000004308   0.000006049
       497.0   0.000004300   0.000006038
       498.0   0.000004292   0.000006027
       499.0   0.000004284   0.000006015
       500.0   0.000004276   0.000006004
       501.0   0.000004268   0.000005993
       502.0   0.000004260   0.000005982
       503.0   0.000004252   0.000005971
       504.0   0.000004244   0.000005960
       505.0   0.000004236   0.000005949
       506.0   0.000004228   0.000005938
       507.0   0.000004221   0.000005926
       508.0   0.000004213   0.000005915
       509.0   0.000004205   0.000005904
       510.0   0.000004197   0.000005893
       511.0   0.000004189   0.000005882
       512.0   0.000004181   0.000005871
       513.0   0.000004173   0.000005860
       514.0   0.000004165   0.000005849
       515.0   0.000004157   0.000005838
       516.0   0.000004149   0.000005826
       517.0   0.000004141   0.000005815
       518.0   0.000004133   0.000005804
       519.0   0.000004126   0.000005793
       520.0   0.000004118   0.000005782
       521.0   0.000004110   0.000005771
       522.0   0.000004102   0.000005760
       523.0   0.000004094   0.000005749
       524.0   0.000004086   0.000005737
       525.0   0.000004078   0.000005726
       526.0   0.000004070   0.000005715
       527.0   0.000004062   0.000005704
       528.0   0.000004054   0.000005693
       529.0   0.000004046   0.000005682
       530.0   0.000004038   0.000005671
       531.0   0.000004030   0.000005660
       532.0   0.000004023   0.000005649
       533.0   0.000004015   0.000005637
       534.0   0.000004007   0.000005626
       535.0   0.000003999   0.000005615
       536.0   0.000003991   0.000005604
       537.0   0.000003983   0.000005593
       538.0   0.000003975   0.000005582
       539.0   0.000003967   0.000005571
       540.0   0.000003959   0.000005560
       541.0   0.000003951   0.000005548
       542.0   0.000003943   0.000005537
       543.0   0.000003935   0.000005526
       544.0   0.000003928   0.000005515
       545.0   0.000003920   0.000005504
       546.0   0.000003912   0.000005493
       547.0   0.000003904   0.000005482
       548.0   0.000003896   0.000005471
       549.0   0.000003888   0.000005460
       550.0   0.000003880   0.000005448
       551.0   0.000003872   0.000005437
       552.0   0.000003864   0.000005426
       553.0   0.000003856   0.000005415
       554.0   0.000003848   0.000005404
       555.0   0.000003840   0.000005393
       556.0   0.000003833   0.000005382
       557.0   0.000003825   0.000005371
       558.0   0.000003817   0.000005359
       559.0   0.000003809   0.000005348
       560.0   0.000003801   0.000005337
       561.0   0.000003793   0.000005326
       562.0   0.000003785   0.000005315
       563.0   0.000003777   0.000005304
       564.0   0.000003769   0.000005293
       565.0   0.000003761   0.000005282
       566.0   0.000003753   0.000005271
       567.0   0.000003745   0.000005259
       568.0   0.000003738   0.000005248
       569.0   0.000003730   0.000005237
       570.0   0.000003722   0.000005226
       571.0   0.000003714   0.000005215
       572.0   0.000003706   0.000005204
       573.0   0.000003698   0.000005193
       574.0   0.000003690   0.000005182
       575.0   0.000003682   0.000005170
       576.0   0.000003674   0.000005159
       577.0   0.000003666   0.000005148
       578.0   0.000003658   0.000005137
       579.0   0.000003650   0.000005126
       580.0   0.000003643   0.000005115
       581.0   0.000003635   0.000005104
       582.0   0.000003627   0.000005093
       583.0   0.000003619   0.000005082
       584.0   0.000003611   0.000005070
       585.0   0.000003603   0.000005059
       586.0   0.000003595   0.000005048
       587.0   0.000003587   0.000005037
       588.0   0.000003579   0.000005026
       589.0   0.000003571   0.000005015
       590.0   0.000003563   0.000005004
       591.0   0.000003555   0.000004993
       592.0   0.000003548   0.000004981
       593.0   0.000003540   0.000004970
       594.0   0.000003532   0.000004959
       595.0   0.000003524   0.000004948
       596.0   0.000003516   0.000004937
       597.0   0.000003508   0.000004926
       598.0   0.000003500   0.000004915
       599.0   0.000003492   0.000004904
       600.0   0.000003484   0.000004893
       601.0   0.000003476   0.000004881
       602.0   0.000003468   0.000004870
       603.0   0.000003460   0.000004859
       604.0   0.000003453   0.000004848
       605.0   0.000003445   0.000004837
       606.0   0.000003437   0.000004826
       607.0   0.000003429   0.000004815
       608.0   0.000003421   0.000004804
       609.0   0.000003413   0.000004792
       610.0   0.000003405   0.000004781
       611.0   0.000003397   0.000004770
       612.0   0.000003389   0.000004759
       613.0   0.000003381   0.000004748
       614.0   0.000003373   0.000004737
       615.0   0.000003365   0.000004726
       616.0   0.000003358   0.000004715
       617.0   0.000003350   0.000004704
       618.0   0.000003342   0.000004692
       619.0   0.000003334   0.000004681
       620.0   0.000003326   0.000004670
       621.0   0.000003318   0.000004659
       622.0   0.000003310   0.000004648
       623.0   0.000003302   0.000004637
       624.0   0.000003294   0.000004626
       625.0   0.000003286   0.000004615
       626.0   0.000003278   0.000004603
       627.0   0.000003270   0.000004592
       628.0   0.000003262   0.000004581
       629.0   0.000003255   0.000004570
       630.0   0.000003247   0.000004559
       631.0   0.000003239   0.000004548
       632.0   0.000003231   0.000004537
       633.0   0.000003223   0.000004526
       634.0   0.000003215   0.000004515
       635.0   0.000003207   0.000004503
       636.0   0.000003199   0.000004492
       637.0   0.000003191   0.000004481
       638.0   0.000003183   0.000004470
       639.0   0.000003175   0.000004459
       640.0   0.000003167   0.000004448
       641.0   0.000003160   0.000004437
       642.0   0.000003152   0.000004426
       643.0   0.000003144   0.000004414
       644.0   0.000003136   0.000004403
       645.0   0.000003128   0.000004392
       646.0   0.000003120   0.000004381
       647.0   0.000003112   0.000004370
       648.0   0.000003104   0.000004359
       649.0   0.000003096   0.000004348
       650.0   0.000003088   0.000004337
       651.0   0.000003080   0.000004326
       652.0   0.000003072   0.000004314
       653.0   0.000003065   0.000004303
       654.0   0.000003057   0.000004292
       655.0   0.000003049   0.000004281
       656.0   0.000003041   0.000004270
       657.0   0.000003033   0.000004259
       658.0   0.000003025   0.000004248
       659.0   0.000003017   0.000004237
       660.0   0.000003009   0.000004225
       661.0   0.000003001   0.000004214
       662.0   0.000002993   0.000004203
       663.0   0.000002985   0.000004192
       664.0   0.000002977   0.000004181
       665.0   0.000002970   0.000004170
       666.0   0.000002962   0.000004159
       667.0   0.000002954   0.000004148
       668.0   0.000002946   0.000004137
       669.0   0.000002938   0.000004125
       670.0   0.000002930   0.000004114
       671.0   0.000002922   0.000004103
       672.0   0.000002914   0.000004092
       673.0   0.000002906   0.000004081
       674.0   0.000002898   0.000004070
       675.0   0.000002890   0.000004059
       676.0   0.000002882   0.000004048
       677.0   0.000002875   0.000004036
       678.0   0.000002867   0.000004025
       679.0   0.000002859   0.000004014
       680.0   0.000002851   0.000004003
       681.0   0.000002843   0.000003992
       682.0   0.000002835   0.000003981
       683.0   0.000002827   0.000003970
       684.0   0.000002819   0.000003959
       685.0   0.000002811   0.000003948
       686.0   0.000002803   0.000003936
       687.0   0.000002795   0.000003925
       688.0   0.000002787   0.000003914
       689.0   0.000002780   0.000003903
       690.0   0.000002772   0.000003892
       691.0   0.000002764   0.000003881
       692.0   0.000002756   0.000003870
       693.0   0.000002748   0.000003859
       694.0   0.000002740   0.000003847
       695.0   0.000002732   0.000003836
       696.0   0.000002724   0.000003825
       697.0   0.000002716   0.000003814
       698.0   0.000002708   0.000003803
       699.0   0.000002700   0.000003792
       700.0   0.000002692   0.000003781
       701.0   0.000002685   0.000003770
       702.0   0.000002677   0.000003759
       703.0   0.000002669   0.000003747
       704.0   0.000002661   0.000003736
       705.0   0.000002653   0.000003725
       706.0   0.000002645   0.000003714
       707.0   0.000002637   0.000003703
       708.0   0.000002629   0.000003692
       709.0   0.000002621   0.000003681
       710.0   0.000002613   0.000003670
       711.0   0.000002605   0.000003658
       712.0   0.000002597   0.000003647
       713.0   0.000002590   0.000003636
       714.0   0.000002582   0.000003625
       715.0   0.000002574   0.000003614
       716.0   0.000002566   0.000003603
       717.0   0.000002558   0.000003592
       718.0   0.000002550   0.000003581
       719.0   0.000002542   0.000003569
       720.0   0.000002534   0.000003558
       721.0   0.000002526   0.000003547
       722.0   0.000002518   0.000003536
       723.0   0.000002510   0.000003525
       724.0   0.000002502   0.000003514
       725.0   0.000002494   0.000003503
       726.0   0.000002487   0.000003492
       727.0   0.000002479   0.000003481
       728.0   0.000002471   0.000003469
       729.0   0.000002463   0.000003458
       730.0   0.000002455   0.000003447
       731.0   0.000002447   0.000003436
       732.0   0.000002439   0.000003425
       733.0   0.000002431   0.000003414
       734.0   0.000002423   0.000003403
       735.0   0.000002415   0.000003392
       736.0   0.000002407   0.000003380
       737.0   0.000002399   0.000003369
       738.0   0.000002392   0.000003358
       739.0   0.000002384   0.000003347
       740.0   0.000002376   0.000003336
       741.0   0.000002368   0.000003325
       742.0   0.000002360   0.000003314
       743.0   0.000002352   0.000003303
       744.0   0.000002344   0.000003292
       745.0   0.000002336   0.000003280
       746.0   0.000002328   0.000003269
       747.0   0.000002320   0.000003258
       748.0   0.000002312   0.000003247
       749.0   0.000002304   0.000003236
       750.0   0.000002297   0.000003225
       751.0   0.000002289   0.000003214
       752.0   0.000002281   0.000003203
       753.0   0.000002273   0.000003191
       754.0   0.000002265   0.000003180
       755.0   0.000002257   0.000003169
       756.0   0.000002249   0.000003158
       757.0   0.000002241   0.000003147
       758.0   0.000002233   0.000003136
       759.0   0.000002225   0.000003125
       760.0   0.000002217   0.000003114
       761.0   0.000002209   0.000003103
       762.0   0.000002202   0.000003091
       763.0   0.000002194   0.000003080
       764.0   0.000002186   0.000003069
       765.0   0.000002178   0.000003058
       766.0   0.000002170   0.000003047
       767.0   0.000002162   0.000003036
       768.0   0.000002154   0.000003025
       769.0   0.000002146   0.000003014
       770.0   0.000002138   0.000003002
       771.0   0.000002130   0.000002991
       772.0   0.000002122   0.000002980
       773.0   0.000002114   0.000002969
       774.0   0.000002107   0.000002958
       775.0   0.000002099   0.000002947
       776.0   0.000002091   0.000002936
       777.0   0.000002083   0.000002925
       778.0   0.000002075   0.000002914
       779.0   0.000002067   0.000002902
       780.0   0.000002059   0.000002891
       781.0   0.000002051   0.000002880
       782.0   0.000002043   0.000002869
       783.0   0.000002035   0.000002858
       784.0   0.000002027   0.000002847
       785.0   0.000002019   0.000002836
       786.0   0.000002012   0.000002825
       787.0   0.000002004   0.000002813
       788.0   0.000001996   0.000002802
       789.0   0.000001988   0.000002791
       790.0   0.000001980   0.000002780
       791.0   0.000001972   0.000002769
       792.0   0.000001964   0.000002758
       793.0   0.000001956   0.000002747
       794.0   0.000001948   0.000002736
       795.0   0.000001940   0.000002725
       796.0   0.000001932   0.000002713
       797.0   0.000001924   0.000002702
       798.0   0.000001917   0.000002691
       799.0   0.000001909   0.000002229
       800.0   0.000001901   0.000002270
       801.0   0.000001893   0.000002310
       802.0   0.000001885   0.000002301
       803.0   0.000001877   0.000002247
       804.0   0.000001869   0.000002167
       805.0   0.000001861   0.000002079
       806.0   0.000001853   0.000002002
       807.0   0.000001845   0.000001949
       808.0   0.000001837   0.000001925
       809.0   0.000001829   0.000001931
       810.0   0.000001822   0.000001962
       811.0   0.000001814   0.000002011
       812.0   0.000001806   0.000002070
       813.0   0.000001798   0.000002125
       814.0   0.000001790   0.000002160
       815.0   0.000001782   0.000002166
       816.0   0.000001774   0.000002139
       817.0   0.000001766   0.000002087
       818.0   0.000001758   0.000002018
       819.0   0.000001750   0.000001948
       820.0   0.000001742   0.000001886
       821.0   0.000001734   0.000001840
       822.0   0.000001726   0.000001814
       823.0   0.000001719   0.000001808
       824.0   0.000001711   0.000001820
       825.0   0.000001703   0.000001846
       826.0   0.000001695   0.000001876
       827.0   0.000001687   0.000001902
       828.0   0.000001679   0.000001917
       829.0   0.000001671   0.000001914
       830.0   0.000001663   0.000001893
       831.0   0.000001655   0.000001856
       832.0   0.000001647   0.000001810
       833.0   0.000001639   0.000001761
       834.0   0.000001631   0.000001718
       835.0   0.000001624   0.000001687
       836.0   0.000001616   0.000001670
       837.0   0.000001608   0.000001668
       838.0   0.000001600   0.000001681
       839.0   0.000001592   0.000001704
       840.0   0.000001584   0.000001732
       841.0   0.000001576   0.000001760
       842.0   0.000001568   0.000001781
       843.0   0.000001560   0.000001790
       844.0   0.000001552   0.000001785
       845.0   0.000001544   0.000001766
       846.0   0.000001536   0.000001737
       847.0   0.000001529   0.000001703
       848.0   0.000001521   0.000001671
       849.0   0.000001513   0.000001646
       850.0   0.000001505   0.000001630
       851.0   0.000001497   0.000001626
       852.0   0.000001489   0.000001632
       853.0   0.000001481   0.000001647
       854.0   0.000001473   0.000001668
       855.0   0.000001465   0.000001686
       856.0   0.000001457   0.000001696
       857.0   0.000001449   0.000001694
       858.0   0.000001441   0.000001676
       859.0   0.000001434   0.000001624
       860.0   0.000001426   0.000001575
       861.0   0.000001418   0.000001536
       862.0   0.000001410   0.000001499
       863.0   0.000001402   0.000001466
       864.0   0.000001394   0.000001438
       865.0   0.000001386   0.000001418
       866.0   0.000001378   0.000001410
       867.0   0.000001370   0.000001408
       868.0   0.000001362   0.000001415
       869.0   0.000001354   0.000001424
       870.0   0.000001346   0.000001434
       871.0   0.000001339   0.000001442
       872.0   0.000001331   0.000001444
       873.0   0.000001323   0.000001436
       874.0   0.000001315   0.000001421
       875.0   0.000001307   0.000001397
       876.0   0.000001299   0.000001365
       877.0   0.000001291   0.000001332
       878.0   0.000001283   0.000001298
       879.0   0.000001275   0.000001266
       880.0   0.000001267   0.000001241
       881.0   0.000001259   0.000001223
       882.0   0.000001251   0.000001216
       883.0   0.000001244   0.000001214
       884.0   0.000001236   0.000001221
       885.0   0.000001228   0.000001237
       886.0   0.000001220   0.000001250
       887.0   0.000001212   0.000001265
       888.0   0.000001204   0.000001277
       889.0   0.000001196   0.000001282
       890.0   0.000001188   0.000001278
       891.0   0.000001180   0.000001265
       892.0   0.000001172   0.000001245
       893.0   0.000001164   0.000001217
       894.0   0.000001156   0.000001186
       895.0   0.000001149   0.000001153
       896.0   0.000001141   0.000001121
       897.0   0.000001133   0.000001095
       898.0   0.000001125   0.000001072
       899.0   0.000001117   0.000001058
       900.0   0.000001109   0.000001052
       901.0   0.000001101   0.000001053
       902.0   0.000001093   0.000001061
       903.0   0.000001085   0.000001074
       904.0   0.000001077   0.000001089
       905.0   0.000001069   0.000001105
       906.0   0.000001061   0.000001120
       907.0   0.000001054   0.000001131
       908.0   0.000001046   0.000001138
       909.0   0.000001038   0.000001139
       910.0   0.000001030   0.000001132
       911.0   0.000001022   0.000001121
       912.0   0.000001015   0.000001105
       913.0   0.000001007   0.000001087
       914.0   0.000001000   0.000001067
       915.0   0.000000992   0.000001049
       916.0   0.000000985   0.000001031
       917.0   0.000000978   0.000001018
       918.0   0.000000970   0.000001007
       919.0   0.000000963   0.000001000
       920.0   0.000000955   0.000000996
       921.0   0.000000955   0.000001002
       922.0   0.000000955   0.000001011
       923.0   0.000000955   0.000001020
       924.0   0.000000955   0.000001029
       925.0   0.000000955   0.000001037
       926.0   0.000000955   0.000001043
       927.0   0.000000955   0.000001047
       928.0   0.000000955   0.000001049
       929.0   0.000000955   0.000001048
       930.0   0.000000955   0.000001045
       931.0   0.000000955   0.000001041
       932.0   0.000000955   0.000001037
       933.0   0.000000955   0.000001032
       934.0   0.000000955   0.000001028
       935.0   0.000000955   0.000001024
       936.0   0.000000955   0.000001022
       937.0   0.000000955   0.000001021
       938.0   0.000000955   0.000001022
       939.0   0.000000955   0.000001024
       940.0   0.000000955   0.000001026
       941.0   0.000000948   0.000001023
       942.0   0.000000941   0.000001019
       943.0   0.000000934   0.000001015
       944.0   0.000000927   0.000001011
       945.0   0.000000920   0.000001007
       946.0   0.000000913   0.000001002
       947.0   0.000000906   0.000000997
       948.0   0.000000899   0.000000991
       949.0   0.000000892   0.000000984
       950.0   0.000000885   0.000000977
       951.0   0.000000885   0.000000978
       952.0   0.000000885   0.000000978
       953.0   0.000000885   0.000000977
       954.0   0.000000885   0.000000977
       955.0   0.000000885   0.000000976
       956.0   0.000000885   0.000000976
       957.0   0.000000885   0.000000976
       958.0   0.000000885   0.000000976
       959.0   0.000000885   0.000000976
       960.0   0.000000885   0.000000977
       961.0   0.000000878   0.000000971
       962.0   0.000000872   0.000000965
       963.0   0.000000865   0.000000960
       964.0   0.000000859   0.000000954
       965.0   0.000000852   0.000000949
       966.0   0.000000845   0.000000943
       967.0   0.000000839   0.000000936
       968.0   0.000000832   0.000000926
       969.0   0.000000826   0.000000915
       970.0   0.000000819   0.000000902
       971.0   0.000000819   0.000000893
       972.0   0.000000819   0.000000882
       973.0   0.000000819   0.000000868
       974.0   0.000000819   0.000000852
       975.0   0.000000819   0.000000834
       976.0   0.000000819   0.000000816
       977.0   0.000000819   0.000000797
       978.0   0.000000819   0.000000779
       979.0   0.000000819   0.000000763
       980.0   0.000000819   0.000000749
       981.0   0.000000819   0.000000738
       982.0   0.000000819   0.000000732
       983.0   0.000000819   0.000000729
       984.0   0.000000819   0.000000731
       985.0   0.000000819   0.000000738
       986.0   0.000000819   0.000000748
       987.0   0.000000819   0.000000763
       988.0   0.000000819   0.000000781
       989.0   0.000000819   0.000000801
       990.0   0.000000819   0.000000822
       991.0   0.000000813   0.000000835
       992.0   0.000000807   0.000000846
       993.0   0.000000800   0.000000852
       994.0   0.000000794   0.000000853
       995.0   0.000000788   0.000000846
       996.0   0.000000782   0.000000834
       997.0   0.000000776   0.000000815
       998.0   0.000000769   0.000000792
       999.0   0.000000763   0.000000764
      1000.0   0.000000757   0.000000735
      1001.0   0.000000757   0.000000712
      1002.0   0.000000757   0.000000690
      1003.0   0.000000757   0.000000671
      1004.0   0.000000757   0.000000655
      1005.0   0.000000757   0.000000643
      1006.0   0.000000757   0.000000636
      1007.0   0.000000757   0.000000635
      1008.0   0.000000757   0.000000638
      1009.0   0.000000757   0.000000647
      1010.0   0.000000757   0.000000660
      1011.0   0.000000757   0.000000678
      1012.0   0.000000757   0.000000699
      1013.0   0.000000757   0.000000721
      1014.0   0.000000757   0.000000745
      1015.0   0.000000757   0.000000767
      1016.0   0.000000757   0.000000787
      1017.0   0.000000757   0.000000803
      1018.0   0.000000757   0.000000812
      1019.0   0.000000757   0.000000816
      1020.0   0.000000757   0.000000813
      1021.0   0.000000757   0.000000805
      1022.0   0.000000757   0.000000792
      1023.0   0.000000757   0.000000776
      1024.0   0.000000757   0.000000758
      1025.0   0.000000757   0.000000741
      1026.0   0.000000757   0.000000726
      1027.0   0.000000757   0.000000714
      1028.0   0.000000757   0.000000707
      1029.0   0.000000757   0.000000704
      1030.0   0.000000757   0.000000707
      1031.0   0.000000751   0.000000709
      1032.0   0.000000745   0.000000715
      1033.0   0.000000739   0.000000725
      1034.0   0.000000734   0.000000736
      1035.0   0.000000728   0.000000748
      1036.0   0.000000722   0.000000759
      1037.0   0.000000716   0.000000765
      1038.0   0.000000710   0.000000766
      1039.0   0.000000705   0.000000759
      1040.0   0.000000699   0.000000745
      1041.0   0.000000699   0.000000729
      1042.0   0.000000699   0.000000705
      1043.0   0.000000699   0.000000675
      1044.0   0.000000699   0.000000641
      1045.0   0.000000699   0.000000605
      1046.0   0.000000699   0.000000569
      1047.0   0.000000699   0.000000534
      1048.0   0.000000699   0.000000502
      1049.0   0.000000699   0.000000474
      1050.0   0.000000699   0.000000450
      1051.0   0.000000699   0.000000431
      1052.0   0.000000699   0.000000417
      1053.0   0.000000699   0.000000407
      1054.0   0.000000699   0.000000402
      1055.0   0.000000699   0.000000401
      1056.0   0.000000699   0.000000405
      1057.0   0.000000699   0.000000414
      1058.0   0.000000699   0.000000427
      1059.0   0.000000699   0.000000445
      1060.0   0.000000699   0.000000467
      1061.0   0.000000699   0.000000493
      1062.0   0.000000699   0.000000523
      1063.0   0.000000699   0.000000556
      1064.0   0.000000699   0.000000591
      1065.0   0.000000699   0.000000627
      1066.0   0.000000699   0.000000661
      1067.0   0.000000699   0.000000691
      1068.0   0.000000699   0.000000716
      1069.0   0.000000699   0.000000735
      1070.0   0.000000699   0.000000745
      1071.0   0.000000699   0.000000748
      1072.0   0.000000699   0.000000743
      1073.0   0.000000699   0.000000732
      1074.0   0.000000699   0.000000717
      1075.0   0.000000699   0.000000698
      1076.0   0.000000699   0.000000679
      1077.0   0.000000699   0.000000660
      1078.0   0.000000699   0.000000643
      1079.0   0.000000699   0.000000628
      1080.0   0.000000699   0.000000617
      1081.0   0.000000699   0.000000610
      1082.0   0.000000699   0.000000607
      1083.0   0.000000699   0.000000607
      1084.0   0.000000699   0.000000612
      1085.0   0.000000699   0.000000620
      1086.0   0.000000699   0.000000631
      1087.0   0.000000699   0.000000644
      1088.0   0.000000699   0.000000660
      1089.0   0.000000699   0.000000678
      1090.0   0.000000699   0.000000696
      1091.0   0.000000699   0.000000714
      1092.0   0.000000699   0.000000732
      1093.0   0.000000699   0.000000748
      1094.0   0.000000709   0.000000762
      1095.0   0.000000723   0.000000773
      1096.0   0.000000737   0.000000782
      1097.0   0.000000750   0.000000787
      1098.0   0.000000763   0.000000790
      1099.0   0.000000774   0.000000791
      1100.0   0.000000188   0.000000189
      1101.0   0.000000280   0.000000279
      1102.0   0.000000294   0.000000290
      1103.0   0.000000090   0.000000088
      1104.0   0.000000844   0.000000823
      1105.0   0.000001119   0.000001091
      1106.0   0.000000291   0.000000285
      1107.0   0.000000862   0.000000853
      1108.0   0.000001544   0.000001546
      1109.0   0.000001517   0.000001542
      1110.0   0.000001507   0.000001558
      1111.0   0.000002045   0.000002152
      1112.0   0.000002203   0.000002356
      1113.0   0.000002738   0.000002971
      1114.0   0.000003164   0.000003473
      1115.0   0.000003245   0.000003588
      1116.0   0.000003042   0.000003370
      1117.0   0.000004102   0.000004528
      1118.0   0.000004332   0.000004736
      1119.0   0.000004640   0.000004994
      1120.0   0.000005246   0.000005530
      1121.0   0.000005133   0.000005276
      1122.0   0.000004826   0.000004819
      1123.0   0.000005986   0.000005791
      1124.0   0.000005927   0.000005553
      1125.0   0.000005971   0.000005421
      1126.0   0.000006456   0.000005693
      1127.0   0.000006595   0.000005670
      1128.0   0.000005878   0.000004952
      1129.0   0.000006025   0.000005004
      1130.0   0.000005851   0.000004824
      1131.0   0.000005553   0.000004580
      1132.0   0.000004807   0.000003997
      1133.0   0.000004793   0.000004047
      1134.0   0.000004076   0.000003521
      1135.0   0.000003456   0.000003074
      1136.0   0.000002869   0.000002644
      1137.0   0.000002070   0.000001987
      1138.0   0.000002297   0.000002304
      1139.0   0.000002239   0.000002352
      1140.0   0.000001780   0.000001961
      1141.0   0.000000905   0.000001046
      1142.0   0.000001073   0.000001299
      1143.0   0.000000469   0.000000593
      1144.0   0.000000414   0.000000546
      1145.0   0.000000123   0.000000168
      1146.0   0.000000146   0.000000207
      1147.0   0.000000563   0.000000816
      1148.0   0.000000087   0.000000129
      1149.0   0.000000187   0.000000281
      1150.0   0.000000106   0.000000161
      1151.0   0.000000333   0.000000507
      1152.0   0.000000120   0.000000181
      1153.0   0.000000104   0.000000156
      1154.0   0.000000057   0.000000084
      1155.0   0.000000105   0.000000153
      1156.0   0.000000687   0.000000976
      1157.0   0.000000106   0.000000147
      1158.0   0.000000505   0.000000678
      1159.0   0.000000096   0.000000125
      1160.0   0.000000302   0.000000379
      1161.0   0.000000391   0.000000474
      1162.0   0.000000345   0.000000403
      1163.0   0.000000546   0.000000615
      1164.0   0.000000241   0.000000262
      1165.0   0.000000221   0.000000233
      1166.0   0.000000086   0.000000087
      1167.0   0.000000077   0.000000076
      1168.0   0.000000660   0.000000636
      1169.0   0.000000567   0.000000533
      1170.0   0.000000114   0.000000105
      1171.0   0.000000081   0.000000074
      1172.0   0.000000160   0.000000143
      1173.0   0.000000246   0.000000217
      1174.0   0.000000492   0.000000432
      1175.0   0.000000514   0.000000451
      1176.0   0.000000197   0.000000173
      1177.0   0.000000093   0.000000082
      1178.0   0.000000087   0.000000078
      1179.0   0.000000168   0.000000154
      1180.0   0.000000174   0.000000162
      1181.0   0.000000250   0.000000241
      1182.0   0.000000643   0.000000639
      1183.0   0.000000122   0.000000126
      1184.0   0.000000304   0.000000327
      1185.0   0.000000094   0.000000106
      1186.0   0.000000146   0.000000171
      1187.0   0.000000213   0.000000263
      1188.0   0.000000210   0.000000271
      1189.0   0.000000767   0.000001031
      1190.0   0.000000234   0.000000328
      1191.0   0.000000128   0.000000186
      1192.0   0.000000338   0.000000508
      1193.0   0.000000076   0.000000118
      1194.0   0.000000256   0.000000404
      1195.0   0.000000552   0.000000881
      1196.0   0.000000179   0.000000288
