#                                                          
# SPHERE/IRDIS DB D_H23 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_H2          D_H3                          
#                                                          
       591.0   0.000007627   0.000010710
       592.0   0.000007627   0.000010710
       593.0   0.000007627   0.000010710
       594.0   0.000007627   0.000010710
       595.0   0.000007627   0.000010710
       596.0   0.000007627   0.000010710
       597.0   0.000007627   0.000010710
       598.0   0.000007627   0.000010710
       599.0   0.000007627   0.000010710
       600.0   0.000007627   0.000010710
       601.0   0.000007627   0.000010710
       602.0   0.000007627   0.000010710
       603.0   0.000007627   0.000010710
       604.0   0.000007627   0.000010710
       605.0   0.000007627   0.000010710
       606.0   0.000007627   0.000010710
       607.0   0.000007627   0.000010710
       608.0   0.000007627   0.000010710
       609.0   0.000007627   0.000010710
       610.0   0.000007627   0.000010710
       611.0   0.000007627   0.000010710
       612.0   0.000007627   0.000010710
       613.0   0.000007627   0.000010710
       614.0   0.000007627   0.000010710
       615.0   0.000007627   0.000010710
       616.0   0.000007627   0.000010710
       617.0   0.000007627   0.000010710
       618.0   0.000007627   0.000010710
       619.0   0.000007627   0.000010710
       620.0   0.000007627   0.000010710
       621.0   0.000007627   0.000010710
       622.0   0.000007627   0.000010710
       623.0   0.000007627   0.000010710
       624.0   0.000007627   0.000010710
       625.0   0.000007627   0.000010710
       626.0   0.000007627   0.000010710
       627.0   0.000007627   0.000010710
       628.0   0.000007627   0.000010710
       629.0   0.000007627   0.000010710
       630.0   0.000007627   0.000010710
       631.0   0.000007627   0.000010710
       632.0   0.000007627   0.000010710
       633.0   0.000007627   0.000010710
       634.0   0.000007627   0.000010710
       635.0   0.000007627   0.000010710
       636.0   0.000007627   0.000010710
       637.0   0.000007627   0.000010710
       638.0   0.000007627   0.000010710
       639.0   0.000007627   0.000010710
       640.0   0.000007627   0.000010710
       641.0   0.000007627   0.000010710
       642.0   0.000007627   0.000010710
       643.0   0.000007627   0.000010710
       644.0   0.000007627   0.000010710
       645.0   0.000007627   0.000010710
       646.0   0.000007627   0.000010710
       647.0   0.000007627   0.000010710
       648.0   0.000007627   0.000010710
       649.0   0.000007627   0.000010710
       650.0   0.000007627   0.000010710
       651.0   0.000007627   0.000010710
       652.0   0.000007627   0.000010710
       653.0   0.000007627   0.000010710
       654.0   0.000007627   0.000010710
       655.0   0.000007627   0.000010710
       656.0   0.000007627   0.000010710
       657.0   0.000007627   0.000010710
       658.0   0.000007627   0.000010710
       659.0   0.000007627   0.000010710
       660.0   0.000007627   0.000010710
       661.0   0.000007627   0.000010710
       662.0   0.000007627   0.000010710
       663.0   0.000007627   0.000010710
       664.0   0.000007627   0.000010710
       665.0   0.000007627   0.000010710
       666.0   0.000007627   0.000010710
       667.0   0.000007627   0.000010710
       668.0   0.000007627   0.000010710
       669.0   0.000007627   0.000010710
       670.0   0.000007627   0.000010710
       671.0   0.000007627   0.000010710
       672.0   0.000007627   0.000010710
       673.0   0.000007627   0.000010710
       674.0   0.000007627   0.000010710
       675.0   0.000007627   0.000010710
       676.0   0.000007627   0.000010710
       677.0   0.000007627   0.000010710
       678.0   0.000007627   0.000010710
       679.0   0.000007627   0.000010710
       680.0   0.000007627   0.000010710
       681.0   0.000007627   0.000010710
       682.0   0.000007627   0.000010710
       683.0   0.000007627   0.000010710
       684.0   0.000007627   0.000010710
       685.0   0.000007627   0.000010710
       686.0   0.000007627   0.000010710
       687.0   0.000007627   0.000010710
       688.0   0.000007627   0.000010710
       689.0   0.000007627   0.000010710
       690.0   0.000007627   0.000010710
       691.0   0.000007627   0.000010710
       692.0   0.000007627   0.000010710
       693.0   0.000007627   0.000010710
       694.0   0.000007627   0.000010710
       695.0   0.000007627   0.000010710
       696.0   0.000007627   0.000010710
       697.0   0.000007627   0.000010710
       698.0   0.000007627   0.000010710
       699.0   0.000007627   0.000010710
       700.0   0.000007627   0.000010710
       701.0   0.000007627   0.000010710
       702.0   0.000007627   0.000010710
       703.0   0.000007627   0.000010710
       704.0   0.000007627   0.000010710
       705.0   0.000007627   0.000010710
       706.0   0.000007627   0.000010710
       707.0   0.000007627   0.000010710
       708.0   0.000007627   0.000010710
       709.0   0.000007627   0.000010710
       710.0   0.000007627   0.000010710
       711.0   0.000007627   0.000010710
       712.0   0.000007627   0.000010710
       713.0   0.000007627   0.000010710
       714.0   0.000007627   0.000010710
       715.0   0.000007627   0.000010710
       716.0   0.000007627   0.000010710
       717.0   0.000007627   0.000010710
       718.0   0.000007627   0.000010710
       719.0   0.000007627   0.000010710
       720.0   0.000007627   0.000010710
       721.0   0.000007627   0.000010710
       722.0   0.000007627   0.000010710
       723.0   0.000007627   0.000010710
       724.0   0.000007627   0.000010710
       725.0   0.000007627   0.000010710
       726.0   0.000007627   0.000010710
       727.0   0.000007627   0.000010710
       728.0   0.000007627   0.000010710
       729.0   0.000007627   0.000010710
       730.0   0.000007627   0.000010710
       731.0   0.000007627   0.000010710
       732.0   0.000007627   0.000010710
       733.0   0.000007627   0.000010710
       734.0   0.000007627   0.000010710
       735.0   0.000007627   0.000010710
       736.0   0.000007627   0.000010710
       737.0   0.000007627   0.000010710
       738.0   0.000007627   0.000010710
       739.0   0.000007627   0.000010710
       740.0   0.000007627   0.000010710
       741.0   0.000007627   0.000010710
       742.0   0.000007627   0.000010710
       743.0   0.000007627   0.000010710
       744.0   0.000007627   0.000010710
       745.0   0.000007627   0.000010710
       746.0   0.000007627   0.000010710
       747.0   0.000007627   0.000010710
       748.0   0.000007627   0.000010710
       749.0   0.000007627   0.000010710
       750.0   0.000007627   0.000010710
       751.0   0.000007627   0.000010710
       752.0   0.000007627   0.000010710
       753.0   0.000007627   0.000010710
       754.0   0.000007627   0.000010710
       755.0   0.000007627   0.000010710
       756.0   0.000007627   0.000010710
       757.0   0.000007627   0.000010710
       758.0   0.000007627   0.000010710
       759.0   0.000007627   0.000010710
       760.0   0.000007627   0.000010710
       761.0   0.000007627   0.000010710
       762.0   0.000007627   0.000010710
       763.0   0.000007627   0.000010710
       764.0   0.000007627   0.000010710
       765.0   0.000007627   0.000010710
       766.0   0.000007627   0.000010710
       767.0   0.000007627   0.000010710
       768.0   0.000007627   0.000010710
       769.0   0.000007627   0.000010710
       770.0   0.000007627   0.000010710
       771.0   0.000007627   0.000010710
       772.0   0.000007627   0.000010710
       773.0   0.000007627   0.000010710
       774.0   0.000007627   0.000010710
       775.0   0.000007627   0.000010710
       776.0   0.000007627   0.000010710
       777.0   0.000007627   0.000010710
       778.0   0.000007627   0.000010710
       779.0   0.000007627   0.000010710
       780.0   0.000007627   0.000010710
       781.0   0.000007627   0.000010710
       782.0   0.000007627   0.000010710
       783.0   0.000007627   0.000010710
       784.0   0.000007627   0.000010710
       785.0   0.000007627   0.000010710
       786.0   0.000007627   0.000010710
       787.0   0.000007627   0.000010710
       788.0   0.000007627   0.000010710
       789.0   0.000007627   0.000010710
       790.0   0.000007627   0.000010710
       791.0   0.000007627   0.000010710
       792.0   0.000007627   0.000010710
       793.0   0.000007627   0.000010710
       794.0   0.000007627   0.000010710
       795.0   0.000007627   0.000010710
       796.0   0.000007627   0.000010710
       797.0   0.000007627   0.000010710
       798.0   0.000007627   0.000010710
       799.0   0.000007627   0.000008906
       800.0   0.000007627   0.000009109
       801.0   0.000007627   0.000009309
       802.0   0.000007627   0.000009310
       803.0   0.000007627   0.000009132
       804.0   0.000007627   0.000008842
       805.0   0.000007627   0.000008520
       806.0   0.000007627   0.000008241
       807.0   0.000007627   0.000008056
       808.0   0.000007627   0.000007990
       809.0   0.000007627   0.000008049
       810.0   0.000007627   0.000008214
       811.0   0.000007627   0.000008459
       812.0   0.000007627   0.000008744
       813.0   0.000007627   0.000009013
       814.0   0.000007627   0.000009205
       815.0   0.000007627   0.000009271
       816.0   0.000007627   0.000009198
       817.0   0.000007627   0.000009011
       818.0   0.000007627   0.000008755
       819.0   0.000007627   0.000008489
       820.0   0.000007627   0.000008257
       821.0   0.000007627   0.000008090
       822.0   0.000007627   0.000008012
       823.0   0.000007627   0.000008024
       824.0   0.000007627   0.000008116
       825.0   0.000007627   0.000008267
       826.0   0.000007627   0.000008443
       827.0   0.000007627   0.000008601
       828.0   0.000007627   0.000008708
       829.0   0.000007627   0.000008736
       830.0   0.000007627   0.000008679
       831.0   0.000007627   0.000008551
       832.0   0.000007627   0.000008378
       833.0   0.000007627   0.000008195
       834.0   0.000007627   0.000008034
       835.0   0.000007627   0.000007925
       836.0   0.000007627   0.000007884
       837.0   0.000007627   0.000007915
       838.0   0.000007627   0.000008013
       839.0   0.000007627   0.000008164
       840.0   0.000007627   0.000008341
       841.0   0.000007627   0.000008519
       842.0   0.000007627   0.000008664
       843.0   0.000007627   0.000008752
       844.0   0.000007627   0.000008772
       845.0   0.000007627   0.000008723
       846.0   0.000007627   0.000008622
       847.0   0.000007627   0.000008496
       848.0   0.000007627   0.000008380
       849.0   0.000007627   0.000008297
       850.0   0.000007627   0.000008264
       851.0   0.000007627   0.000008287
       852.0   0.000007627   0.000008359
       853.0   0.000007627   0.000008483
       854.0   0.000007627   0.000008635
       855.0   0.000007627   0.000008775
       856.0   0.000007627   0.000008879
       857.0   0.000007627   0.000008915
       858.0   0.000007627   0.000008868
       859.0   0.000007627   0.000008640
       860.0   0.000007627   0.000008426
       861.0   0.000007627   0.000008266
       862.0   0.000007627   0.000008108
       863.0   0.000007627   0.000007975
       864.0   0.000007627   0.000007866
       865.0   0.000007627   0.000007804
       866.0   0.000007627   0.000007803
       867.0   0.000007627   0.000007837
       868.0   0.000007627   0.000007922
       869.0   0.000007627   0.000008021
       870.0   0.000007627   0.000008126
       871.0   0.000007627   0.000008217
       872.0   0.000007627   0.000008277
       873.0   0.000007627   0.000008281
       874.0   0.000007627   0.000008241
       875.0   0.000007627   0.000008155
       876.0   0.000007627   0.000008017
       877.0   0.000007627   0.000007869
       878.0   0.000007627   0.000007717
       879.0   0.000007627   0.000007571
       880.0   0.000007627   0.000007471
       881.0   0.000007627   0.000007408
       882.0   0.000007627   0.000007408
       883.0   0.000007627   0.000007446
       884.0   0.000007627   0.000007539
       885.0   0.000007627   0.000007682
       886.0   0.000007627   0.000007819
       887.0   0.000007627   0.000007962
       888.0   0.000007627   0.000008091
       889.0   0.000007627   0.000008174
       890.0   0.000007627   0.000008203
       891.0   0.000007627   0.000008175
       892.0   0.000007627   0.000008100
       893.0   0.000007627   0.000007974
       894.0   0.000007627   0.000007825
       895.0   0.000007627   0.000007656
       896.0   0.000007627   0.000007496
       897.0   0.000007627   0.000007373
       898.0   0.000007627   0.000007272
       899.0   0.000007627   0.000007228
       900.0   0.000007627   0.000007236
       901.0   0.000007627   0.000007297
       902.0   0.000007627   0.000007401
       903.0   0.000007627   0.000007546
       904.0   0.000007627   0.000007709
       905.0   0.000007627   0.000007884
       906.0   0.000007627   0.000008049
       907.0   0.000007627   0.000008189
       908.0   0.000007627   0.000008298
       909.0   0.000007627   0.000008369
       910.0   0.000007627   0.000008383
       911.0   0.000007627   0.000008362
       912.0   0.000007627   0.000008308
       913.0   0.000007627   0.000008232
       914.0   0.000007627   0.000008141
       915.0   0.000007627   0.000008060
       916.0   0.000007627   0.000007986
       917.0   0.000007627   0.000007939
       918.0   0.000007627   0.000007919
       919.0   0.000007627   0.000007921
       920.0   0.000007627   0.000007952
       921.0   0.000007627   0.000008003
       922.0   0.000007627   0.000008070
       923.0   0.000007627   0.000008143
       924.0   0.000007627   0.000008213
       925.0   0.000007627   0.000008280
       926.0   0.000007627   0.000008329
       927.0   0.000007627   0.000008361
       928.0   0.000007627   0.000008377
       929.0   0.000007627   0.000008371
       930.0   0.000007627   0.000008348
       931.0   0.000007627   0.000008313
       932.0   0.000007627   0.000008279
       933.0   0.000007627   0.000008241
       934.0   0.000007627   0.000008206
       935.0   0.000007627   0.000008176
       936.0   0.000007627   0.000008159
       937.0   0.000007627   0.000008154
       938.0   0.000007627   0.000008159
       939.0   0.000007627   0.000008174
       940.0   0.000007627   0.000008196
       941.0   0.000007627   0.000008229
       942.0   0.000007627   0.000008257
       943.0   0.000007627   0.000008292
       944.0   0.000007627   0.000008321
       945.0   0.000007627   0.000008348
       946.0   0.000007627   0.000008374
       947.0   0.000007627   0.000008392
       948.0   0.000007627   0.000008411
       949.0   0.000007627   0.000008418
       950.0   0.000007627   0.000008423
       951.0   0.000007627   0.000008429
       952.0   0.000007627   0.000008428
       953.0   0.000007627   0.000008423
       954.0   0.000007627   0.000008420
       955.0   0.000007627   0.000008415
       956.0   0.000007627   0.000008411
       957.0   0.000007627   0.000008409
       958.0   0.000007627   0.000008412
       959.0   0.000007627   0.000008413
       960.0   0.000007627   0.000008419
       961.0   0.000007627   0.000008430
       962.0   0.000007627   0.000008443
       963.0   0.000007627   0.000008460
       964.0   0.000007627   0.000008476
       965.0   0.000007627   0.000008495
       966.0   0.000007627   0.000008505
       967.0   0.000007627   0.000008507
       968.0   0.000007627   0.000008491
       969.0   0.000007627   0.000008457
       970.0   0.000007627   0.000008401
       971.0   0.000007627   0.000008321
       972.0   0.000007627   0.000008215
       973.0   0.000007627   0.000008086
       974.0   0.000007627   0.000007935
       975.0   0.000007627   0.000007770
       976.0   0.000007627   0.000007596
       977.0   0.000007627   0.000007420
       978.0   0.000007627   0.000007254
       979.0   0.000007627   0.000007103
       980.0   0.000007627   0.000006972
       981.0   0.000007627   0.000006876
       982.0   0.000007627   0.000006813
       983.0   0.000007627   0.000006789
       984.0   0.000007627   0.000006810
       985.0   0.000007627   0.000006870
       986.0   0.000007627   0.000006968
       987.0   0.000007627   0.000007105
       988.0   0.000007627   0.000007274
       989.0   0.000007627   0.000007460
       990.0   0.000007627   0.000007654
       991.0   0.000007627   0.000007838
       992.0   0.000007627   0.000008000
       993.0   0.000007627   0.000008120
       994.0   0.000007627   0.000008188
       995.0   0.000007627   0.000008191
       996.0   0.000007627   0.000008132
       997.0   0.000007627   0.000008017
       998.0   0.000007627   0.000007848
       999.0   0.000007627   0.000007638
      1000.0   0.000007627   0.000007408
      1001.0   0.000007627   0.000007175
      1002.0   0.000007627   0.000006950
      1003.0   0.000007627   0.000006757
      1004.0   0.000007627   0.000006596
      1005.0   0.000007627   0.000006479
      1006.0   0.000007627   0.000006410
      1007.0   0.000007627   0.000006395
      1008.0   0.000007627   0.000006431
      1009.0   0.000007627   0.000006516
      1010.0   0.000007627   0.000006651
      1011.0   0.000007627   0.000006829
      1012.0   0.000007627   0.000007042
      1013.0   0.000007627   0.000007268
      1014.0   0.000007627   0.000007507
      1015.0   0.000007627   0.000007732
      1016.0   0.000007627   0.000007933
      1017.0   0.000007627   0.000008087
      1018.0   0.000007627   0.000008185
      1019.0   0.000007627   0.000008222
      1020.0   0.000007627   0.000008194
      1021.0   0.000007627   0.000008111
      1022.0   0.000007627   0.000007980
      1023.0   0.000007627   0.000007818
      1024.0   0.000007627   0.000007642
      1025.0   0.000007627   0.000007470
      1026.0   0.000007627   0.000007314
      1027.0   0.000007627   0.000007193
      1028.0   0.000007627   0.000007119
      1029.0   0.000007627   0.000007095
      1030.0   0.000007627   0.000007120
      1031.0   0.000007627   0.000007195
      1032.0   0.000007627   0.000007318
      1033.0   0.000007627   0.000007473
      1034.0   0.000007627   0.000007654
      1035.0   0.000007627   0.000007843
      1036.0   0.000007627   0.000008016
      1037.0   0.000007627   0.000008148
      1038.0   0.000007627   0.000008225
      1039.0   0.000007627   0.000008220
      1040.0   0.000007627   0.000008132
      1041.0   0.000007627   0.000007958
      1042.0   0.000007627   0.000007697
      1043.0   0.000007627   0.000007372
      1044.0   0.000007627   0.000006998
      1045.0   0.000007627   0.000006606
      1046.0   0.000007627   0.000006208
      1047.0   0.000007627   0.000005831
      1048.0   0.000007627   0.000005482
      1049.0   0.000007627   0.000005176
      1050.0   0.000007627   0.000004913
      1051.0   0.000007627   0.000004706
      1052.0   0.000007627   0.000004547
      1053.0   0.000007627   0.000004442
      1054.0   0.000007627   0.000004385
      1055.0   0.000007627   0.000004379
      1056.0   0.000007627   0.000004424
      1057.0   0.000007627   0.000004518
      1058.0   0.000007627   0.000004661
      1059.0   0.000007627   0.000004854
      1060.0   0.000007627   0.000005094
      1061.0   0.000007627   0.000005381
      1062.0   0.000007627   0.000005713
      1063.0   0.000007627   0.000006072
      1064.0   0.000007627   0.000006454
      1065.0   0.000007627   0.000006842
      1066.0   0.000007627   0.000007213
      1067.0   0.000007627   0.000007541
      1068.0   0.000007627   0.000007817
      1069.0   0.000007627   0.000008019
      1070.0   0.000007627   0.000008135
      1071.0   0.000007627   0.000008163
      1072.0   0.000007627   0.000008113
      1073.0   0.000007627   0.000007993
      1074.0   0.000007627   0.000007824
      1075.0   0.000007627   0.000007622
      1076.0   0.000007627   0.000007407
      1077.0   0.000007627   0.000007202
      1078.0   0.000007627   0.000007015
      1079.0   0.000007627   0.000006857
      1080.0   0.000007627   0.000006737
      1081.0   0.000007627   0.000006659
      1082.0   0.000007627   0.000006623
      1083.0   0.000007627   0.000006630
      1084.0   0.000007627   0.000006677
      1085.0   0.000007627   0.000006763
      1086.0   0.000007627   0.000006884
      1087.0   0.000007627   0.000007034
      1088.0   0.000007627   0.000007208
      1089.0   0.000007627   0.000007397
      1090.0   0.000007627   0.000007593
      1091.0   0.000007627   0.000007793
      1092.0   0.000007627   0.000007986
      1093.0   0.000007627   0.000008162
      1094.0   0.000007734   0.000008314
      1095.0   0.000007890   0.000008437
      1096.0   0.000008043   0.000008531
      1097.0   0.000008190   0.000008594
      1098.0   0.000008326   0.000008627
      1099.0   0.000008451   0.000008634
      1100.0   0.000002048   0.000002063
      1101.0   0.000003036   0.000003022
      1102.0   0.000003160   0.000003112
      1103.0   0.000000957   0.000000936
      1104.0   0.000008916   0.000008690
      1105.0   0.000011722   0.000011433
      1106.0   0.000003026   0.000002966
      1107.0   0.000008895   0.000008796
      1108.0   0.000015800   0.000015817
      1109.0   0.000015404   0.000015656
      1110.0   0.000015185   0.000015697
      1111.0   0.000020608   0.000021679
      1112.0   0.000022197   0.000023737
      1113.0   0.000027588   0.000029932
      1114.0   0.000031881   0.000034991
      1115.0   0.000032701   0.000036156
      1116.0   0.000030652   0.000033959
      1117.0   0.000041331   0.000045621
      1118.0   0.000043646   0.000047716
      1119.0   0.000046751   0.000050319
      1120.0   0.000052856   0.000055717
      1121.0   0.000051724   0.000053161
      1122.0   0.000048632   0.000048553
      1123.0   0.000060320   0.000058355
      1124.0   0.000059719   0.000055951
      1125.0   0.000060167   0.000054627
      1126.0   0.000065055   0.000057369
      1127.0   0.000066452   0.000057128
      1128.0   0.000059226   0.000049897
      1129.0   0.000060708   0.000050418
      1130.0   0.000058951   0.000048608
      1131.0   0.000055950   0.000046150
      1132.0   0.000048440   0.000040271
      1133.0   0.000048297   0.000040783
      1134.0   0.000041073   0.000035481
      1135.0   0.000034823   0.000030975
      1136.0   0.000028911   0.000026643
      1137.0   0.000020861   0.000020021
      1138.0   0.000023150   0.000023213
      1139.0   0.000022565   0.000023701
      1140.0   0.000017935   0.000019762
      1141.0   0.000009120   0.000010539
      1142.0   0.000010814   0.000013092
      1143.0   0.000004726   0.000005979
      1144.0   0.000004173   0.000005499
      1145.0   0.000001239   0.000001693
      1146.0   0.000001475   0.000002083
      1147.0   0.000005672   0.000008224
      1148.0   0.000000877   0.000001298
      1149.0   0.000001885   0.000002833
      1150.0   0.000001070   0.000001623
      1151.0   0.000003360   0.000005109
      1152.0   0.000001206   0.000001828
      1153.0   0.000001047   0.000001574
      1154.0   0.000000571   0.000000846
      1155.0   0.000001062   0.000001545
      1156.0   0.000006921   0.000009838
      1157.0   0.000001072   0.000001483
      1158.0   0.000005093   0.000006835
      1159.0   0.000000970   0.000001260
      1160.0   0.000003040   0.000003817
      1161.0   0.000003942   0.000004777
      1162.0   0.000003477   0.000004065
      1163.0   0.000005500   0.000006201
      1164.0   0.000002429   0.000002644
      1165.0   0.000002230   0.000002347
      1166.0   0.000000864   0.000000880
      1167.0   0.000000772   0.000000764
      1168.0   0.000006655   0.000006410
      1169.0   0.000005709   0.000005367
      1170.0   0.000001145   0.000001054
      1171.0   0.000000813   0.000000736
      1172.0   0.000001589   0.000001418
      1173.0   0.000002421   0.000002138
      1174.0   0.000004798   0.000004214
      1175.0   0.000004978   0.000004367
      1176.0   0.000001893   0.000001665
      1177.0   0.000000882   0.000000782
      1178.0   0.000000819   0.000000736
      1179.0   0.000001576   0.000001443
      1180.0   0.000001616   0.000001513
      1181.0   0.000002331   0.000002245
      1182.0   0.000005984   0.000005953
      1183.0   0.000001138   0.000001175
      1184.0   0.000002834   0.000003047
      1185.0   0.000000876   0.000000984
      1186.0   0.000001359   0.000001597
      1187.0   0.000001988   0.000002446
      1188.0   0.000001960   0.000002522
      1189.0   0.000007139   0.000009603
      1190.0   0.000002183   0.000003059
      1191.0   0.000001194   0.000001736
      1192.0   0.000003152   0.000004732
      1193.0   0.000000710   0.000001095
      1194.0   0.000002388   0.000003759
      1195.0   0.000005136   0.000008201
      1196.0   0.000001663   0.000002679
